Conc_ugperml	Area_um2	DiameterA_um	Volume_um3	DiameterV_um	Deformation	
0	182.53239	15.244916	1475.3655	14.124302	0.075483084
0	202.76239	16.067517	1616.6173	14.561391	0.088169754
0	123.3452	12.531879	820.02578	11.612961	0.062203586
0	112.47881	11.967141	735.65206	11.20017	0.0623945
0	129.5298	12.842214	887.94736	11.925123	0.056039393
0	148.83501	13.765995	1071.7988	12.69711	0.066254079
0	182.12779	15.228011	1516.8131	14.255348	0.054471791
0	200.50819	15.977952	1728.9056	14.891012	0.069317639
0	150.858	13.859234	1112.8535	12.857202	0.050041556
0	168.776	14.659205	1292.3097	13.514168	0.077332973
0	129.4142	12.836482	858.35999	11.791171	0.058673739
0	137.7952	13.245614	953.96491	12.213625	0.073142231
0	146.7542	13.669427	1037.8109	12.561453	0.069460332
0	141.14761	13.405772	978.93519	12.319274	0.070138156
0	192.3584	15.649866	1559.5792	14.388083	0.070339441
0	156.7536	14.127451	1172.6792	13.083588	0.07697612
0	139.2402	13.314884	998.79564	12.402027	0.050888538
0	126.5242	12.692345	860.30331	11.800063	0.044787705
0	124.6746	12.599231	821.89667	11.621786	0.061969697
0	163.3428	14.421322	1252.3384	13.373375	0.074090123
0	156.4646	14.114422	1128.5674	12.917435	0.092238903
0	149.35519	13.79003	1104.4815	12.824879	0.050419867
0	206.92401	16.231569	1777.154	15.028264	0.088751972
0	146.7542	13.669427	1061.5777	12.656619	0.057288408
0	157.505	14.161271	1039.066	12.566515	0.10175568
0	135.7722	13.148024	968.83113	12.276743	0.048515201
0	115.1954	12.110795	780.37614	11.422692	0.03113234
0	168.3136	14.63911	1283.7414	13.484235	0.057030976
0	179.29561	15.109145	1443.5821	14.02214	0.067491412
0	170.68341	14.741807	1298.6484	13.536228	0.066570818
0	126.8132	12.706832	813.05767	11.579974	0.086245239
0	139.87599	13.345248	973.88491	12.298052	0.055537462
0	105.774	11.604984	691.27106	10.970251	0.025072277
0	223.91721	16.884912	1946.1527	15.490286	0.082089961
0	168.6026	14.651672	1348.6036	13.707615	0.062419832
0	213.86	16.501364	1830.739	15.177815	0.096404791
0	185.30681	15.360337	1544.6412	14.341998	0.077693462
0	155.01961	14.049096	1161.5639	13.042119	0.080237031
0	148.3726	13.744594	1067.4488	12.679909	0.057754815
0	136.58141	13.187147	926.50997	12.095314	0.089195609
0	126.3508	12.683644	798.739	11.511593	0.075823009
0	102.65281	11.432481	607.97834	10.510656	0.059191346
0	172.3018	14.811532	1418.7095	13.94114	0.042803645
0	170.27881	14.724324	1301.0205	13.544465	0.079642415
0	174.0358	14.885874	1293.344	13.517773	0.081940353
0	168.3714	14.641623	1341.5835	13.683789	0.074409962
0	143.40181	13.512396	1028.9411	12.525564	0.067209303
0	127.0444	12.71841	861.02816	11.803376	0.054200411
0	128.605	12.796287	870.57423	11.846836	0.061168969
0	115.1954	12.110795	754.01584	11.2926	0.049542189
0	131.43721	12.936424	843.47524	11.722617	0.073198497
0	149.41301	13.792699	1016.1852	12.473589	0.082291603
0	130.3968	12.885122	916.85965	12.053174	0.055427969
0	111.843	11.93327	707.62902	11.05611	0.04993552
0	152.18741	13.920166	1112.2053	12.854705	0.053146601
0	182.99481	15.264214	1480.881	14.141881	0.062866807
0	124.0388	12.567064	862.81402	11.811531	0.057144046
0	162.01341	14.362517	1295.9593	13.526878	0.046368718
0	112.9412	11.991714	751.64586	11.280756	0.038092315
0	113.17241	12.003982	720.58806	11.123193	0.042215526
0	123.3452	12.531879	856.70683	11.783597	0.053560317
0	120.7442	12.399044	784.33975	11.441998	0.057070613
0	170.39441	14.729321	1353.0087	13.722524	0.068179667
0	179.35341	15.11158	1389.5069	13.844821	0.052256227
0	118.95241	12.306702	861.28752	11.804561	0.041267931
0	191.37579	15.609844	1579.4602	14.448963	0.055309534
0	109.99341	11.834186	702.1705	11.027608	0.051194072
0	168.2558	14.636596	1337.227	13.668961	0.059120774
0	96.815002	11.102643	599.27274	10.460248	0.039776623
0	149.991	13.819351	1072.5892	12.70023	0.069568396
0	181.203	15.1893	1455.8368	14.061706	0.075533926
0	211.72141	16.41865	1761.6161	14.984338	0.088719845
0	145.77159	13.623588	1086.7635	12.75593	0.04570049
0	133.51801	13.03842	965.90613	12.264375	0.044763386
0	208.5424	16.294921	1785.046	15.050477	0.069446981
0	149.70201	13.806032	1052.6883	12.621193	0.055701971
0	116.06241	12.156284	802.93843	11.531732	0.04956919
0	106.2942	11.633485	649.12103	10.74259	0.056403935
0	168.5448	14.649161	1319.3521	13.607783	0.071395099
0	208.0222	16.274584	1833.6874	15.185959	0.071740329
0	157.1582	14.145672	1255.0568	13.383045	0.04137367
0	141.5522	13.424971	1029.0204	12.525886	0.050418913
0	161.55099	14.342005	1267.7181	13.427898	0.042130709
0	203.57159	16.099547	1670.0962	14.72022	0.099998951
0	87.2202	10.538131	490.38638	9.7839283	0.041354954
0	200.33481	15.971043	1759.6819	14.978852	0.058321834
0	132.073	12.967674	882.28826	11.899735	0.06510216
0	131.37941	12.933579	900.50872	11.981093	0.049495637
0	153.51682	13.980833	1086.314	12.754172	0.087336183
0	167.79341	14.61647	1312.2371	13.583277	0.05992353
0	129.761	12.85367	870.54597	11.846708	0.071974576
0	159.8748	14.267408	1159.1293	13.033001	0.074976385
0	168.8338	14.661715	1358.7634	13.741951	0.054552078
0	161.20421	14.326604	1233.1848	13.304846	0.057209015
0	171.2036	14.764254	1372.8518	13.789283	0.055802882
0	165.59702	14.520491	1216.6263	13.245027	0.11062491
0	125.715	12.651692	851.31637	11.75883	0.04800427
0	110.5714	11.865238	713.40613	11.086116	0.053781509
0	111.72741	11.927102	733.24884	11.18796	0.037888944
0	138.6622	13.287219	1009.5951	12.446566	0.055611193
0	208.60022	16.297179	1726.5822	14.884339	0.075673819
0	114.9642	12.098635	714.05473	11.089474	0.072230577
0	160.56841	14.298323	1252.0409	13.372316	0.049918056
0	180.50941	15.160202	1402.7705	13.888734	0.067019582
0	134.5006	13.086309	923.39147	12.081729	0.063089371
0	163.74741	14.439171	1215.569	13.241189	0.069598198
0	184.1508	15.312351	1497.8865	14.195807	0.058599532
0	182.41681	15.240088	1514.6006	14.248413	0.062251866
0	109.0108	11.781208	690.90734	10.968327	0.046122789
0	121.7846	12.452348	777.84714	11.410339	0.082979441
0	117.6808	12.240745	762.30815	11.333846	0.051838219
0	189.0638	15.515267	1600.8711	14.51396	0.071531296
0	146.40741	13.653267	1071.6422	12.696491	0.058421731
0	147.2744	13.693633	1016.7992	12.4761	0.081472218
0	165.07681	14.497666	1277.771	13.463298	0.058862567
0	138.9512	13.301059	982.13257	12.332671	0.049136043
0	132.2464	12.976184	942.86467	12.166068	0.048261642
0	113.92381	12.043766	757.07898	11.307871	0.040071964
0	154.90401	14.043857	1118.6303	12.879411	0.083272874
0	120.80201	12.402012	835.99262	11.687849	0.042409956
0	138.431	13.276137	1021.0022	12.493267	0.053003788
0	139.64481	13.334215	979.32006	12.320888	0.068384647
0	133.1712	13.021476	879.2537	11.886077	0.072830319
0	82.422798	10.244216	438.80928	9.4281336	0.077577531
