Conc_ugperml	Area_um2	DiameterA_um	Volume_um3	DiameterV_um	Deformation	
0	156.9848	14.137866	1172.7458	13.083836	0.076033592
0	211.548	16.411925	1834.4906	15.188176	0.076449335
0	211.548	16.411925	1834.4906	15.188176	0.076449335
0	127.62241	12.747309	896.12008	11.961598	0.041571379
0	174.15141	14.890818	1404.4646	13.894323	0.064299822
0	117.10281	12.210648	790.94081	11.474007	0.046162486
0	66.932404	9.2315212	305.4783	8.3559131	0.071286023
0	132.5354	12.990355	940.94648	12.157812	0.03909564
0	167.909	14.621504	1287.9922	13.499102	0.065302491
0	135.9456	13.156417	921.78206	12.074705	0.064649343
0	150.8002	13.856579	1160.0184	13.036332	0.047672629
0	186.983	15.429652	1521.8373	14.27107	0.070782483
0	121.95801	12.46121	850.21132	11.75374	0.051612437
0	131.55281	12.942111	919.64959	12.065387	0.059089422
0	163.63181	14.434074	1269.071	13.432673	0.072332084
0	136.69701	13.192727	951.16681	12.201672	0.060202122
0	160.3372	14.288025	1150.4217	13.000283	0.078746319
0	117.4496	12.228715	811.02373	11.57031	0.025698483
0	184.43982	15.324362	1465.1767	14.091713	0.066546202
0	140.45401	13.372793	1004.1971	12.424343	0.052858412
0	132.073	12.967674	925.94826	12.092869	0.046650708
0	115.8312	12.14417	757.91069	11.312011	0.044313729
0	152.07181	13.914878	1054.5842	12.628765	0.080874503
0	117.7386	12.243751	773.94169	11.39121	0.049673676
0	125.0792	12.619659	856.63825	11.783282	0.040427566
0	159.5858	14.254506	1232.7711	13.303358	0.051935077
0	182.82141	15.25698	1498.0029	14.196175	0.070224285
0	128.14261	12.773263	809.20766	11.561667	0.074603915
0	111.1494	11.89621	712.91155	11.083553	0.050813079
0	186.1738	15.396228	1532.7624	14.305139	0.067447305
0	199.69902	15.945679	1702.6844	14.815348	0.068663299
0	161.20421	14.326604	1228.4805	13.287906	0.04734391
0	175.82761	14.962308	1458.0558	14.068847	0.06663692
0	111.265	11.902395	690.0522	10.9638	0.055215478
0	138.0842	13.259497	985.81938	12.348084	0.042120337
0	199.0054	15.917963	1696.3827	14.797048	0.053634346
0	119.35701	12.327614	820.1893	11.613733	0.047661483
0	179.8736	15.133479	1464.5598	14.089735	0.068597198
0	247.3262	17.745577	2176.2557	16.078188	0.098362207
0	145.2514	13.599258	1065.9563	12.673997	0.059418976
0	139.93381	13.348006	938.87608	12.148889	0.10813582
0	164.8456	14.48751	1282.7088	13.480618	0.050581396
0	155.8866	14.088328	1149.3759	12.996343	0.051796913
0	102.4216	11.419599	640.40278	10.694279	0.051638722
0	219.58221	16.720669	1919.9634	15.420488	0.082194209
0	161.6666	14.347136	1284.3866	13.486494	0.065710366
0	169.1806	14.676765	1340.5176	13.680164	0.051958799
0	114.6752	12.083418	769.82168	11.370961	0.033474207
0	176.17441	14.977057	1482.681	14.147608	0.054870009
0	127.3912	12.735757	878.86447	11.884322	0.052073359
0	143.51741	13.517842	1033.3215	12.543314	0.062014341
0	201.20181	16.005565	1657.1389	14.682052	0.06757164
0	185.30681	15.360337	1500.0383	14.202602	0.060782909
0	104.2712	11.522249	621.57034	10.588405	0.058583021
0	168.5448	14.649161	1245.0098	13.347237	0.073972404
0	128.08481	12.770381	879.76935	11.8884	0.050135553
0	111.9008	11.936353	724.45757	11.143068	0.046575665
0	113.1146	12.000916	718.84053	11.114194	0.048563719
0	157.67841	14.169064	1221.6836	13.263355	0.057633042
0	224.49521	16.90669	1996.3146	15.622245	0.075986266
0	340.44199	20.819803	3300.6121	18.472767	0.12860537
0	159.239	14.239009	1183.1757	13.122509	0.053557634
0	116.4092	12.174432	831.66135	11.66763	0.016900063
0	140.5696	13.378295	925.52132	12.091011	0.066723406
0	167.56221	14.606397	1338.652	13.673815	0.059647083
0	208.4268	16.290404	1856.2641	15.248029	0.067123294
0	146.40741	13.653267	1056.26	12.635451	0.061168313
0	162.0712	14.365078	1241.552	13.334869	0.065334141
0	167.67781	14.611435	1205.6717	13.205155	0.065933883
0	206.46159	16.213422	1800.5707	15.093983	0.054860711
0	158.19861	14.192418	1189.242	13.144898	0.06118381
0	117.7964	12.246756	750.87136	11.27688	0.062372208
0	199.6412	15.943371	1680.4992	14.75072	0.076592922
0	126.00401	12.666226	825.84616	11.640372	0.06505698
