Date IfLatB Conc DiameterA_um Def
20151004	0	0.01	14.385555	0.082595348
20151004	0	0.01	16.326504	0.079692185
20151004	0	0.01	15.138341	0.055006981
20151004	0	0.01	15.472519	0.079715252
20151004	0	0.01	16.326504	0.079692185
20151004	0	0.01	15.138341	0.055006981
20151004	0	0.01	15.472519	0.079715252
20151004	0	0.01	12.543618	0.045982361
20151004	0	0.01	10.895224	0.057401299
20151004	0	0.01	14.254506	0.07158488
20151004	0	0.01	14.809047	0.065657735
20151004	0	0.01	9.4482059	0.010376632
20151004	0	0.01	14.264828	0.056868136
20151004	0	0.01	14.603877	0.096979439
20151004	0	0.01	14.659204	0.060606062
20151004	0	0.01	13.9703	0.07099086
20151004	0	0.01	13.642482	0.034794271
20151004	0	0.01	12.870835	0.04211694
20151004	0	0.01	13.972934	0.055496693
20151004	0	0.01	13.875155	0.05591917
20151004	0	0.01	11.59864	0.057853639
20151004	0	0.01	14.056951	0.082604766
20151004	0	0.01	14.342006	0.065030992
20151004	0	0.01	13.400281	0.075787842
20151004	0	0.01	11.84351	0.059182584
20151004	0	0.01	13.041243	0.05211544
20151004	0	0.01	15.621626	0.064384401
20151004	0	0.01	12.695244	0.038359642
20151004	0	0.01	13.591139	0.058611035
20151004	0	0.01	13.175981	0.058523357
20151004	0	0.01	14.550868	0.070352197
20151004	0	0.01	14.789156	0.066224277
20151004	0	0.01	12.981854	0.056598663
20151004	0	0.01	15.048137	0.067248404
20151004	0	0.01	12.282759	0.036254883
20151004	0	0.01	15.261803	0.060252011
20151004	0	0.01	12.683644	0.046974003
20151004	0	0.01	12.357426	0.063004017
20151004	0	0.01	14.871036	0.070666671
20151004	0	0.01	12.842215	0.060851395
20151004	0	0.01	15.057915	0.04756254
20151004	0	0.01	13.323172	0.074399948
20151004	0	0.01	12.701039	0.045588136
20151004	0	0.01	13.512396	0.077371538
20151004	0	0.01	19.371422	0.075269997
20151004	0	0.01	13.468755	0.055493414
20151004	0	0.01	12.41091	0.064381599
20151004	0	0.01	13.460556	0.058594763
20151004	0	0.01	12.273767	0.055843949
20151004	0	0.01	14.357391	0.073392212
20151004	0	0.01	13.806031	0.058208823
20151004	0	0.01	12.827879	0.053485334
20151004	0	0.01	8.1203165	0.018829525
20151004	0	0.01	16.585884	0.083089113
20151004	0	0.01	13.010168	0.068153322
20151004	0	0.01	15.678056	0.081307232
20151004	0	0.01	20.358713	0.10010999
20151004	0	0.01	14.344571	0.082721531
20151004	0	0.01	14.533155	0.083573163
20151004	0	0.01	11.954835	0.061144352
20151004	0	0.01	16.040012	0.064754069
20151004	0	0.01	14.106599	0.073356271
20151004	0	0.01	13.220588	0.048517883
20151004	0	0.01	14.841313	0.078031063
20151004	0	0.01	13.776682	0.061571777
20151004	0	0.01	14.288026	0.082875907
20151004	0	0.01	12.827879	0.064738989
20151004	0	0.01	12.616742	0.050039172
20151004	0	0.01	15.945679	0.082961738
20151004	0	0.01	13.015823	0.06932801
20151004	0	0.01	14.431524	0.058070481
20151004	0	0.01	11.818628	0.074299216
20151004	0	0.01	12.695244	0.06459707
20151004	0	0.01	12.273767	0.051934302
20151004	0	0.01	11.224599	0.061347187
20151004	0	0.01	13.479679	0.046399176
20151004	0	0.01	14.311185	0.055323422
20151004	0	0.01	11.721714	0.05142802
20151004	0	0.01	13.959761	0.048988104
20151004	0	0.01	14.318896	0.076868653
20151004	0	0.01	14.251925	0.056734025
20151004	0	0.01	12.850807	0.052617073
20151004	0	0.01	12.564136	0.083383679
20151004	0	0.01	14.269986	0.085898578
20151004	0	0.01	12.062083	0.047243953
20151004	0	0.01	12.21366	0.05521369
