Osm_mOsm  	FrequencyShift_Hz	Volume_um^3	DiameterV_um	PassageTime_s	Deformability_inverseSec
200.0000  	5.9686    	225.5549  	7.5524    	0.0195    	51.1712   
200.0000  	30.1315   	1138.6678 	12.9559   	0.0234    	42.7610   
200.0000  	30.6566   	1158.5146 	13.0307   	0.0256    	39.0562   
200.0000  	43.7547   	1653.4904 	14.6713   	0.0504    	19.8237   
200.0000  	45.4863   	1718.9263 	14.8623   	0.0559    	17.8889   
200.0000  	51.3526   	1940.6165 	15.4756   	0.0804    	12.4443   
200.0000  	40.4951   	1530.3084 	14.2975   	0.0446    	22.4252   
200.0000  	24.8234   	938.0749  	12.1454   	0.0234    	42.6474   
200.0000  	28.1912   	1065.3447 	12.6716   	0.0218    	45.9270   
200.0000  	31.0300   	1172.6226 	13.0834   	0.0292    	34.2366   
200.0000  	43.2999   	1636.3046 	14.6203   	0.0500    	19.9977   
200.0000  	32.3219   	1221.4460 	13.2625   	0.0286    	34.9142   
200.0000  	33.1576   	1253.0241 	13.3758   	0.0267    	37.3956   
200.0000  	30.8257   	1164.9045 	13.0546   	0.0312    	32.0876   
200.0000  	49.4032   	1866.9477 	15.2772   	0.0672    	14.8871   
200.0000  	5.0059    	189.1717  	7.1223    	0.0170    	58.7007   
200.0000  	50.9237   	1924.4061 	15.4324   	0.0865    	11.5635   
200.0000  	39.2589   	1483.5957 	14.1505   	0.0407    	24.5661   
200.0000  	30.4670   	1151.3463 	13.0038   	0.0245    	40.7674   
200.0000  	47.9162   	1810.7541 	15.1224   	0.0852    	11.7352   
200.0000  	34.9274   	1319.9051 	13.6097   	0.0306    	32.6436   
200.0000  	37.2410   	1407.3358 	13.9038   	0.0398    	25.1533   
200.0000  	25.7286   	972.2857  	12.2913   	0.0226    	44.3390   
200.0000  	36.5048   	1379.5149 	13.8116   	0.0406    	24.6594   
200.0000  	57.8245   	2185.1866 	16.1002   	0.1235    	8.0955    
200.0000  	39.3874   	1488.4513 	14.1659   	0.0478    	20.9346   
200.0000  	34.6556   	1309.6338 	13.5743   	0.0317    	31.5567   
200.0000  	30.5130   	1153.0853 	13.0103   	0.0228    	43.8421   
200.0000  	28.7075   	1084.8581 	12.7485   	0.0239    	41.8176   
200.0000  	26.6153   	1005.7937 	12.4309   	0.0212    	47.1838   
200.0000  	41.9703   	1586.0579 	14.4691   	0.3768    	2.6538    
200.0000  	44.1152   	1667.1138 	14.7115   	0.0534    	18.7161   
200.0000  	55.2245   	2086.9351 	15.8551   	0.0861    	11.6084   
200.0000  	53.2210   	2011.2214 	15.6610   	0.0866    	11.5526   
200.0000  	43.4917   	1643.5528 	14.6418   	0.0620    	16.1397   
200.0000  	45.5429   	1721.0663 	14.8685   	0.0671    	14.8922   
200.0000  	30.3401   	1146.5525 	12.9857   	0.0277    	36.0995   
200.0000  	20.5594   	776.9415  	11.4059   	0.0176    	56.6627   
200.0000  	29.0808   	1098.9625 	12.8035   	0.0239    	41.8234   
200.0000  	43.7707   	1654.0966 	14.6731   	0.0527    	18.9733   
200.0000  	23.8183   	900.0920  	11.9792   	0.0182    	54.9982   
200.0000  	23.2914   	880.1828  	11.8903   	0.0194    	51.5167   
200.0000  	46.2562   	1748.0225 	14.9457   	0.0597    	16.7518   
200.0000  	25.9300   	979.8939  	12.3233   	0.0182    	54.9487   
200.0000  	26.3906   	997.2997  	12.3958   	0.0225    	44.4617   
200.0000  	26.5964   	1005.0767 	12.4280   	0.0225    	44.4747   
200.0000  	28.8680   	1090.9219 	12.7722   	0.0235    	42.6058   
200.0000  	28.8027   	1088.4536 	12.7625   	0.0268    	37.3224   
200.0000  	39.7085   	1500.5835 	14.2043   	0.0412    	24.2924   
200.0000  	45.1789   	1707.3101 	14.8288   	0.0470    	21.2598   
200.0000  	34.0987   	1288.5897 	13.5012   	0.0331    	30.2014   
200.0000  	27.5577   	1041.4051 	12.5759   	0.0239    	41.7947   
200.0000  	31.8921   	1205.2017 	13.2034   	0.0299    	33.4963   
200.0000  	33.7712   	1276.2134 	13.4578   	0.0313    	31.9632   
200.0000  	36.9054   	1394.6546 	13.8619   	0.0335    	29.8207   
200.0000  	43.5666   	1646.3818 	14.6502   	0.0512    	19.5356   
200.0000  	41.5838   	1571.4524 	14.4245   	0.0502    	19.9077   
200.0000  	32.6482   	1233.7757 	13.3070   	0.0333    	30.0586   
200.0000  	24.1886   	914.0889  	12.0410   	0.0200    	50.0303   
200.0000  	42.3680   	1601.0863 	14.5146   	0.0606    	16.5099   
200.0000  	72.5904   	2743.1910 	17.3681   	0.1374    	7.2800    
200.0000  	42.5439   	1607.7323 	14.5347   	0.0463    	21.6106   
200.0000  	29.1648   	1102.1362 	12.8158   	0.0225    	44.5266   
200.0000  	42.3102   	1598.9038 	14.5080   	0.0577    	17.3253   
200.0000  	40.1695   	1518.0069 	14.2591   	0.0438    	22.8329   
200.0000  	42.8808   	1620.4653 	14.5729   	0.0659    	15.1818   
200.0000  	31.1707   	1177.9421 	13.1031   	0.0303    	32.9538   
200.0000  	37.7385   	1426.1392 	13.9654   	0.0473    	21.1464   
200.0000  	45.9936   	1738.0984 	14.9174   	0.0609    	16.4255   
200.0000  	39.0302   	1474.9530 	14.1230   	0.4190    	2.3865    
200.0000  	26.7932   	1012.5135 	12.4585   	0.0227    	44.0065   
200.0000  	39.0136   	1474.3232 	14.1210   	0.0469    	21.3252   
200.0000  	174.9575  	6611.6447 	23.2865   	9.3138    	0.1074    
200.0000  	39.9427   	1509.4343 	14.2322   	0.0462    	21.6628   
200.0000  	41.4117   	1564.9483 	14.4046   	0.0553    	18.0701   
200.0000  	30.3875   	1148.3447 	12.9925   	0.0271    	36.8403   
200.0000  	30.7851   	1163.3683 	13.0489   	0.0291    	34.3329   
200.0000  	178.7539  	6755.1115 	23.4537   	17.6400   	0.0567    
200.0000  	46.9667   	1774.8715 	15.0218   	0.0823    	12.1496   
200.0000  	37.9731   	1435.0033 	13.9943   	0.0450    	22.2131   
200.0000  	45.9349   	1735.8782 	14.9110   	0.0853    	11.7257   
200.0000  	39.5339   	1493.9848 	14.1835   	0.0467    	21.4105   
200.0000  	60.9624   	2303.7705 	16.3863   	0.2888    	3.4627    
200.0000  	33.1099   	1251.2227 	13.3694   	0.0248    	40.2619   
200.0000  	22.6750   	856.8871  	11.7844   	0.0187    	53.4662   
200.0000  	24.8286   	938.2743  	12.1463   	0.0239    	41.8980   
200.0000  	39.4456   	1490.6476 	14.1729   	0.0457    	21.8786   
200.0000  	30.5333   	1153.8544 	13.0132   	0.0226    	44.1977   
200.0000  	30.5816   	1155.6773 	13.0200   	0.0233    	42.8811   
200.0000  	35.8990   	1356.6250 	13.7347   	0.0639    	15.6441   
200.0000  	44.3144   	1674.6419 	14.7336   	0.0507    	19.7046   
200.0000  	42.3128   	1599.0016 	14.5083   	0.0438    	22.8346   
200.0000  	34.5079   	1304.0550 	13.5550   	0.0351    	28.5033   
200.0000  	32.4645   	1226.8346 	13.2820   	0.0293    	34.1141   
200.0000  	51.2223   	1935.6911 	15.4625   	0.0768    	13.0293   
200.0000  	40.0861   	1514.8535 	14.2492   	0.0511    	19.5631   
200.0000  	34.2568   	1294.5630 	13.5220   	0.0330    	30.3335   
200.0000  	29.7813   	1125.4365 	12.9055   	0.0263    	37.9772   
200.0000  	19.1553   	723.8804  	11.1401   	0.0161    	62.1938   
200.0000  	44.1107   	1666.9415 	14.7109   	0.0700    	14.2790   
200.0000  	29.1243   	1100.6077 	12.8099   	0.0246    	40.6318   
200.0000  	30.1966   	1141.1288 	12.9652   	0.0301    	33.1976   
200.0000  	52.1576   	1971.0351 	15.5560   	0.0936    	10.6869   
200.0000  	22.9357   	866.7389  	11.8294   	0.0189    	52.9376   
200.0000  	42.2696   	1597.3684 	14.5034   	0.0491    	20.3484   
200.0000  	31.1583   	1177.4740 	13.1014   	0.0280    	35.6983   
200.0000  	35.9075   	1356.9432 	13.7358   	0.0320    	31.2018   
200.0000  	40.6963   	1537.9128 	14.3211   	0.0411    	24.3117   
200.0000  	28.3656   	1071.9346 	12.6976   	0.0259    	38.5432   
200.0000  	42.3151   	1599.0873 	14.5086   	0.0494    	20.2337   
200.0000  	44.0770   	1665.6697 	14.7072   	0.0497    	20.1230   
200.0000  	38.5976   	1458.6014 	14.0706   	0.0392    	25.5129   
200.0000  	55.9611   	2114.7711 	15.9253   	0.1232    	8.1149    
200.0000  	31.3871   	1186.1202 	13.1334   	0.0281    	35.6233   
200.0000  	35.6505   	1347.2308 	13.7030   	0.0386    	25.9335   
200.0000  	47.4536   	1793.2714 	15.0736   	0.0776    	12.8917   
200.0000  	32.3726   	1223.3607 	13.2694   	0.0289    	34.5819   
200.0000  	29.7300   	1123.4966 	12.8981   	0.0244    	40.9864   
200.0000  	31.5205   	1191.1611 	13.1520   	0.0260    	38.5092   
200.0000  	27.7593   	1049.0229 	12.6065   	0.0217    	46.1702   
200.0000  	86.4518   	3267.0145 	18.4099   	1.1880    	0.8417    
200.0000  	25.6893   	970.7986  	12.2850   	0.0207    	48.2277   
200.0000  	44.3961   	1677.7273 	14.7426   	0.0580    	17.2489   
200.0000  	29.8408   	1127.6826 	12.9141   	0.0258    	38.7980   
200.0000  	34.2828   	1295.5476 	13.5254   	0.0333    	30.0586   
200.0000  	40.9315   	1546.8026 	14.3487   	0.0483    	20.7046   
200.0000  	30.2369   	1142.6538 	12.9710   	0.0234    	42.6832   
200.0000  	37.0494   	1400.0951 	13.8799   	0.0408    	24.4971   
200.0000  	42.0711   	1589.8680 	14.4806   	0.0598    	16.7124   
200.0000  	41.5873   	1571.5850 	14.4249   	0.0462    	21.6674   
200.0000  	37.1358   	1403.3636 	13.8907   	0.0348    	28.7693   
200.0000  	33.7601   	1275.7950 	13.4564   	0.0290    	34.4920   
200.0000  	34.1243   	1289.5577 	13.5046   	0.0339    	29.4637   
200.0000  	54.7118   	2067.5577 	15.8059   	0.1139    	8.7798    
200.0000  	37.0825   	1401.3478 	13.8840   	0.0441    	22.6971   
200.0000  	39.2358   	1482.7201 	14.1477   	0.0408    	24.5188   
200.0000  	42.1150   	1591.5256 	14.4857   	0.0740    	13.5181   
200.0000  	41.0374   	1550.8035 	14.3610   	0.0468    	21.3850   
200.0000  	28.1048   	1062.0815 	12.6586   	0.0242    	41.3194   
200.0000  	30.3157   	1145.6295 	12.9822   	0.0278    	35.9126   
200.0000  	40.3175   	1523.5977 	14.2766   	0.0435    	22.9895   
200.0000  	31.0871   	1174.7800 	13.0914   	0.0224    	44.7223   
200.0000  	25.7591   	973.4366  	12.2962   	0.0220    	45.5568   
200.0000  	29.1268   	1100.7027 	12.8102   	0.0251    	39.8622   
200.0000  	68.3332   	2582.3111 	17.0217   	0.1364    	7.3341    
200.0000  	46.1203   	1742.8845 	14.9310   	0.0692    	14.4432   
200.0000  	34.7556   	1313.4134 	13.5873   	0.0561    	17.8325   
200.0000  	34.1741   	1291.4406 	13.5111   	0.0341    	29.3165   
200.0000  	63.4431   	2397.5141 	16.6056   	0.0445    	22.4764   
200.0000  	34.3867   	1299.4733 	13.5391   	0.0314    	31.8798   
200.0000  	28.3484   	1071.2851 	12.6951   	0.0213    	47.0022   
200.0000  	35.9139   	1357.1857 	13.7366   	0.0330    	30.2673   
200.0000  	37.1381   	1403.4505 	13.8910   	0.0398    	25.1160   
200.0000  	28.9898   	1095.5254 	12.7901   	0.0265    	37.7051   
200.0000  	42.0849   	1590.3871 	14.4822   	0.0914    	10.9397   
200.0000  	45.8119   	1731.2311 	14.8977   	0.0683    	14.6414   
200.0000  	45.7527   	1728.9928 	14.8913   	0.0561    	17.8137   
200.0000  	59.0621   	2231.9562 	16.2142   	0.1046    	9.5567    
200.0000  	32.4541   	1226.4391 	13.2805   	0.0715    	13.9807   
200.0000  	33.0664   	1249.5791 	13.3635   	0.0302    	33.0824   
200.0000  	25.9844   	981.9503  	12.3319   	0.0201    	49.8099   
200.0000  	31.6094   	1194.5188 	13.1643   	0.0310    	32.2469   
200.0000  	40.7510   	1539.9798 	14.3276   	0.0433    	23.0903   
200.0000  	32.8673   	1242.0568 	13.3367   	0.0307    	32.5878   
200.0000  	21.6273   	817.2954  	11.6001   	0.0206    	48.5964   
200.0000  	39.9818   	1510.9132 	14.2368   	0.0455    	21.9858   
200.0000  	34.8945   	1318.6637 	13.6054   	0.0290    	34.4725   
200.0000  	31.5923   	1193.8729 	13.1619   	0.0281    	35.5652   
200.0000  	86.7181   	3277.0767 	18.4288   	0.4251    	2.3521    
200.0000  	36.3767   	1374.6774 	13.7954   	0.0345    	28.9962   
200.0000  	26.4635   	1000.0566 	12.4072   	0.0225    	44.5396   
200.0000  	29.0949   	1099.4960 	12.8056   	0.0226    	44.3196   
200.0000  	46.5706   	1759.9029 	14.9795   	0.0704    	14.1993   
200.0000  	31.6004   	1194.1804 	13.1631   	0.0268    	37.2813   
200.0000  	43.3594   	1638.5499 	14.6269   	0.0581    	17.2139   
200.0000  	44.6593   	1687.6741 	14.7717   	0.0548    	18.2331   
200.0000  	27.4096   	1035.8075 	12.5534   	0.0239    	41.8750   
200.0000  	43.6722   	1650.3707 	14.6620   	0.0627    	15.9482   
200.0000  	34.9037   	1319.0113 	13.6066   	0.0310    	32.2265   
200.0000  	21.5230   	813.3548  	11.5814   	0.0180    	55.5994   
200.0000  	22.0600   	833.6487  	11.6769   	0.0195    	51.3348   
200.0000  	29.5042   	1114.9620 	12.8653   	0.0236    	42.3633   
200.0000  	32.8728   	1242.2644 	13.3374   	0.0278    	36.0313   
200.0000  	32.0359   	1210.6360 	13.2233   	0.0375    	26.6677   
200.0000  	42.1829   	1594.0906 	14.4934   	0.0494    	20.2257   
200.0000  	35.3671   	1336.5225 	13.6666   	0.0325    	30.7864   
200.0000  	33.6706   	1272.4134 	13.4445   	0.0495    	20.2149   
200.0000  	57.5106   	2173.3261 	16.0710   	0.1000    	9.9998    
200.0000  	30.6593   	1158.6156 	13.0311   	0.0299    	33.4413   
200.0000  	43.6496   	1649.5186 	14.6595   	0.0949    	10.5389   
200.0000  	25.5833   	966.7920  	12.2681   	0.0217    	46.0865   
200.0000  	33.5894   	1269.3419 	13.4336   	0.0321    	31.1827   
200.0000  	23.2866   	880.0018  	11.8894   	0.0189    	52.7728   
200.0000  	31.6368   	1195.5532 	13.1681   	0.0281    	35.6067   
200.0000  	33.8067   	1277.5563 	13.4625   	0.0284    	35.2611   
200.0000  	40.3364   	1524.3141 	14.2788   	0.0459    	21.7834   
200.0000  	29.3017   	1107.3110 	12.8358   	0.0234    	42.6713   
200.0000  	40.6655   	1536.7500 	14.3175   	0.0504    	19.8288   
200.0000  	23.5844   	891.2537  	11.9399   	0.0186    	53.8625   
200.0000  	36.5712   	1382.0260 	13.8199   	0.0383    	26.1132   
200.0000  	25.4258   	960.8424  	12.2429   	0.0203    	49.1679   
200.0000  	29.1829   	1102.8234 	12.8185   	0.0230    	43.5046   
200.0000  	32.9179   	1243.9668 	13.3435   	0.0284    	35.2734   
200.0000  	32.7934   	1239.2619 	13.3267   	0.0312    	32.0001   
200.0000  	23.3389   	881.9787  	11.8983   	0.0186    	53.8340   
200.0000  	26.1176   	986.9840  	12.3529   	0.0213    	47.0022   
200.0000  	21.4977   	812.3996  	11.5768   	0.0192    	52.0705   
200.0000  	30.9203   	1168.4774 	13.0679   	0.0237    	42.2518   
200.0000  	49.0024   	1851.8006 	15.2358   	0.1125    	8.8882    
200.0000  	33.5220   	1266.7980 	13.4246   	0.0288    	34.7631   
200.0000  	37.9466   	1434.0021 	13.9911   	0.0388    	25.7736   
200.0000  	34.9515   	1320.8155 	13.6128   	0.0319    	31.3944   
200.0000  	38.4188   	1451.8461 	14.0488   	0.0540    	18.5028   
200.0000  	46.7356   	1766.1376 	14.9971   	0.0627    	15.9382   
200.0000  	12.5459   	474.1109  	9.6745    	0.0287    	34.8345   
200.0000  	24.3824   	921.4120  	12.0731   	0.0191    	52.4734   
200.0000  	34.2806   	1295.4629 	13.5252   	0.0301    	33.2265   
200.0000  	39.4626   	1491.2930 	14.1749   	0.0396    	25.2407   
200.0000  	51.6999   	1953.7408 	15.5104   	0.4155    	2.4069    
200.0000  	34.1573   	1290.8045 	13.5089   	0.0291    	34.3716   
200.0000  	29.1392   	1101.1721 	12.8121   	0.0254    	39.4041   
200.0000  	5.3962    	203.9226  	7.3028    	0.0231    	43.2029   
200.0000  	42.7670   	1616.1668 	14.5600   	0.0494    	20.2351   
200.0000  	34.8227   	1315.9498 	13.5961   	0.0333    	30.0143   
200.0000  	42.8747   	1620.2337 	14.5722   	0.0545    	18.3515   
200.0000  	22.5370   	851.6729  	11.7605   	0.0165    	60.4686   
200.0000  	27.5070   	1039.4895 	12.5682   	0.0250    	39.9823   
200.0000  	41.9150   	1583.9681 	14.4627   	0.0569    	17.5747   
200.0000  	28.9798   	1095.1469 	12.7886   	0.0225    	44.4164   
200.0000  	42.6967   	1613.5064 	14.5520   	0.0634    	15.7849   
200.0000  	32.2799   	1219.8589 	13.2567   	0.0238    	42.0481   
200.0000  	23.8159   	900.0035  	11.9789   	0.0205    	48.7283   
200.0000  	45.5350   	1720.7665 	14.8676   	0.0607    	16.4858   
200.0000  	33.0534   	1249.0885 	13.3618   	0.0314    	31.8166   
200.0000  	50.0480   	1891.3139 	15.3434   	0.0616    	16.2462   
200.0000  	33.9930   	1284.5941 	13.4872   	0.0311    	32.2061   
200.0000  	84.5319   	3194.4597 	18.2726   	0.2811    	3.5569    
200.0000  	34.0714   	1287.5586 	13.4976   	0.0295    	33.8944   
200.0000  	40.3575   	1525.1096 	14.2813   	0.0460    	21.7554   
200.0000  	36.4563   	1377.6818 	13.8054   	0.0336    	29.7742   
200.0000  	51.5608   	1948.4811 	15.4965   	0.0909    	10.9961   
200.0000  	3.5680    	134.8357  	6.3621    	0.0097    	102.7559  
200.0000  	25.8905   	978.4026  	12.3170   	0.0210    	47.5737   
200.0000  	42.4407   	1603.8345 	14.5229   	0.0436    	22.9428   
200.0000  	27.5003   	1039.2381 	12.5672   	0.0401    	24.9395   
200.0000  	35.3121   	1334.4438 	13.6595   	0.0334    	29.9377   
200.0000  	31.4726   	1189.3510 	13.1453   	0.0288    	34.7156   
200.0000  	48.0178   	1814.5918 	15.1331   	0.1516    	6.5946    
200.0000  	24.3396   	919.7949  	12.0660   	0.0189    	53.0111   
200.0000  	33.6806   	1272.7883 	13.4458   	0.0346    	28.9330   
200.0000  	50.9201   	1924.2704 	15.4320   	0.0961    	10.4059   
200.0000  	38.9501   	1471.9227 	14.1133   	0.0456    	21.9289   
200.0000  	28.9229   	1092.9952 	12.7803   	0.0240    	41.6692   
200.0000  	39.8977   	1507.7326 	14.2268   	0.0386    	25.9379   
200.0000  	49.0538   	1853.7418 	15.2411   	0.0838    	11.9283   
200.0000  	28.4348   	1074.5503 	12.7080   	0.0216    	46.2893   
200.0000  	25.1988   	952.2612  	12.2064   	0.0199    	50.3772   
200.0000  	29.3800   	1110.2710 	12.8472   	0.0258    	38.7734   
200.0000  	125.4320  	4740.0771 	20.8415   	1.6725    	0.5979    
200.0000  	20.4851   	774.1312  	11.3921   	0.0188    	53.2516   
200.0000  	43.8764   	1658.0891 	14.6849   	0.0717    	13.9411   
200.0000  	34.0518   	1286.8164 	13.4950   	0.0329    	30.3939   
200.0000  	34.3563   	1298.3234 	13.5351   	0.0351    	28.5060   
200.0000  	24.1878   	914.0575  	12.0409   	0.0200    	49.9566   
200.0000  	48.3476   	1827.0551 	15.1676   	0.0767    	13.0432   
200.0000  	51.3553   	1940.7183 	15.4759   	0.0795    	12.5818   
200.0000  	53.2255   	2011.3920 	15.6615   	0.6683    	1.4963    
200.0000  	43.0005   	1624.9905 	14.5865   	0.0518    	19.3045   
200.0000  	38.8662   	1468.7535 	14.1032   	0.0435    	22.9722   
200.0000  	27.8454   	1052.2789 	12.6196   	0.0201    	49.7206   
200.0000  	55.3518   	2091.7456 	15.8673   	0.1115    	8.9650    
200.0000  	45.5768   	1722.3468 	14.8722   	0.0646    	15.4689   
200.0000  	7.7857    	294.2233  	8.2520    	0.0228    	43.9242   
200.0000  	28.7508   	1086.4910 	12.7549   	0.0246    	40.6642   
200.0000  	43.8083   	1655.5149 	14.6773   	0.0537    	18.6225   
200.0000  	26.5602   	1003.7115 	12.4223   	0.0225    	44.4941   
200.0000  	48.2503   	1823.3777 	15.1574   	0.0901    	11.0976   
200.0000  	35.8020   	1352.9585 	13.7224   	0.0362    	27.5936   
200.0000  	37.6479   	1422.7139 	13.9542   	0.0367    	27.2414   
200.0000  	38.8867   	1469.5276 	14.1056   	0.0427    	23.4145   
200.0000  	42.0097   	1587.5452 	14.4736   	0.0403    	24.8078   
200.0000  	41.8882   	1582.9553 	14.4596   	0.1284    	7.7907    
200.0000  	71.9965   	2720.7459 	17.3206   	0.3099    	3.2268    
200.0000  	71.8043   	2713.4827 	17.3052   	0.1487    	6.7248    
200.0000  	33.7829   	1276.6558 	13.4594   	0.0350    	28.5674   
200.0000  	35.6349   	1346.6426 	13.7010   	0.0397    	25.1720   
200.0000  	32.5032   	1228.2973 	13.2872   	0.0359    	27.8504   
200.0000  	27.5355   	1040.5669 	12.5726   	0.0215    	46.5150   
200.0000  	27.6887   	1046.3564 	12.5958   	0.0232    	43.1235   
200.0000  	28.7038   	1084.7154 	12.7479   	0.0270    	37.0910   
200.0000  	25.6277   	968.4712  	12.2752   	0.0199    	50.3025   
200.0000  	49.3610   	1865.3513 	15.2729   	0.0778    	12.8510   
200.0000  	39.9210   	1508.6146 	14.2296   	0.0417    	24.0076   
200.0000  	27.7965   	1050.4298 	12.6122   	0.0255    	39.1916   
200.0000  	26.7424   	1010.5953 	12.4507   	0.0210    	47.7150   
200.0000  	33.0378   	1248.4982 	13.3597   	0.0304    	32.8439   
200.0000  	41.5605   	1570.5700 	14.4218   	0.0624    	16.0177   
200.0000  	23.7354   	896.9612  	11.9653   	0.0238    	42.0307   
200.0000  	29.1346   	1100.9975 	12.8114   	0.0288    	34.7710   
200.0000  	26.3524   	995.8563  	12.3898   	0.0214    	46.6644   
200.0000  	55.0880   	2081.7767 	15.8421   	0.0742    	13.4698   
200.0000  	80.7254   	3050.6133 	17.9941   	0.3296    	3.0344    
200.0000  	30.7251   	1161.1012 	13.0404   	0.0265    	37.7237   
200.0000  	40.5254   	1531.4545 	14.3011   	0.0441    	22.6617   
200.0000  	51.4162   	1943.0164 	15.4820   	0.0670    	14.9155   
200.0000  	58.9990   	2229.5716 	16.2084   	0.1155    	8.6602    
200.0000  	47.5134   	1795.5332 	15.0799   	0.1043    	9.5865    
200.0000  	53.1122   	2007.1095 	15.6504   	0.1129    	8.8560    
200.0000  	35.5218   	1342.3679 	13.6865   	0.0331    	30.1954   
200.0000  	26.6652   	1007.6773 	12.4387   	0.0212    	47.1765   
200.0000  	47.6106   	1799.2052 	15.0902   	0.0843    	11.8675   
