Osm_mOsm  	FrequencyShift_Hz	Volume_um^3	DiameterV_um	PassageTime_s	Deformability_inverseSec
300.0000  	36.1211   	1306.8610 	13.5647   	0.0309    	32.3907   
300.0000  	20.9261   	757.1051  	11.3080   	0.0167    	60.0285   
300.0000  	21.5638   	780.1768  	11.4217   	0.0162    	61.7659   
300.0000  	21.4228   	775.0775  	11.3968   	0.0185    	54.0246   
300.0000  	30.0697   	1087.9205 	12.7605   	0.0233    	42.8751   
300.0000  	28.2734   	1022.9302 	12.5011   	0.0245    	40.8384   
300.0000  	32.0168   	1158.3676 	13.0301   	0.0260    	38.5092   
300.0000  	37.9800   	1374.1156 	13.7935   	0.0319    	31.3880   
300.0000  	33.6914   	1218.9560 	13.2535   	0.0302    	33.1363   
300.0000  	58.4922   	2116.2466 	15.9290   	0.1464    	6.8325    
300.0000  	30.3302   	1097.3476 	12.7972   	0.0225    	44.3519   
300.0000  	26.2715   	950.5034  	12.1988   	0.0228    	43.7792   
300.0000  	55.5394   	2009.4153 	15.6563   	0.1992    	5.0212    
300.0000  	45.5558   	1648.2092 	14.6556   	0.0504    	19.8585   
300.0000  	53.3783   	1931.2274 	15.4506   	0.0839    	11.9185   
300.0000  	21.9916   	795.6556  	11.4968   	0.0152    	65.5748   
300.0000  	38.2229   	1382.9031 	13.8229   	0.0548    	18.2636   
300.0000  	39.4884   	1428.6901 	13.9738   	0.0466    	21.4496   
300.0000  	23.1221   	836.5573  	11.6905   	0.0185    	53.9387   
300.0000  	22.7850   	824.3603  	11.6334   	0.0179    	55.9049   
300.0000  	27.1422   	982.0062  	12.3321   	0.0191    	52.3294   
300.0000  	29.1348   	1054.0972 	12.6268   	0.0209    	47.7598   
300.0000  	23.5015   	850.2837  	11.7541   	0.0183    	54.7221   
300.0000  	27.3985   	991.2784  	12.3708   	0.0250    	40.0138   
300.0000  	27.1669   	982.8969  	12.3359   	0.0226    	44.2939   
300.0000  	39.4703   	1428.0338 	13.9716   	0.0465    	21.4889   
300.0000  	36.8895   	1334.6639 	13.6602   	0.0391    	25.5985   
300.0000  	52.0261   	1882.3054 	15.3190   	0.0835    	11.9784   
300.0000  	50.9963   	1845.0457 	15.2172   	0.0997    	10.0284   
300.0000  	27.7161   	1002.7672 	12.4184   	0.0200    	49.9812   
300.0000  	36.2255   	1310.6379 	13.5778   	0.0312    	32.0438   
300.0000  	28.3503   	1025.7145 	12.5125   	0.0259    	38.6800   
300.0000  	26.2783   	950.7493  	12.1999   	0.0214    	46.7573   
300.0000  	40.0013   	1447.2466 	14.0340   	0.0487    	20.5360   
300.0000  	35.6876   	1291.1780 	13.5102   	0.0263    	38.0720   
300.0000  	43.2728   	1565.6094 	14.4066   	0.0646    	15.4853   
300.0000  	30.4070   	1100.1265 	12.8080   	0.0269    	37.1860   
300.0000  	41.0205   	1484.1233 	14.1522   	0.0411    	24.3214   
300.0000  	37.1771   	1345.0684 	13.6956   	0.0357    	28.0063   
300.0000  	38.5897   	1396.1738 	13.8669   	0.0545    	18.3504   
300.0000  	35.4630   	1283.0513 	13.4818   	0.0316    	31.6287   
300.0000  	54.7319   	1980.1997 	15.5801   	0.1710    	5.8475    
300.0000  	25.9106   	937.4467  	12.1427   	0.0192    	52.2130   
300.0000  	44.9290   	1625.5304 	14.5881   	0.0589    	16.9774   
300.0000  	30.4422   	1101.3993 	12.8129   	0.0233    	43.0020   
300.0000  	27.3481   	989.4534  	12.3632   	0.0202    	49.5189   
300.0000  	43.3923   	1569.9335 	14.4199   	0.0560    	17.8711   
300.0000  	24.2312   	876.6843  	11.8745   	0.0184    	54.2166   
300.0000  	45.5954   	1649.6418 	14.6599   	0.0869    	11.5034   
300.0000  	42.3406   	1531.8830 	14.3024   	0.0460    	21.7492   
300.0000  	29.7429   	1076.0980 	12.7141   	0.0222    	45.1390   
300.0000  	28.2778   	1023.0907 	12.5018   	0.0271    	36.8403   
300.0000  	25.9354   	938.3433  	12.1466   	0.0184    	54.4196   
300.0000  	33.5939   	1215.4288 	13.2407   	0.0304    	32.8863   
300.0000  	25.8767   	936.2174  	12.1374   	0.0182    	54.8204   
300.0000  	49.7830   	1801.1503 	15.0956   	0.1289    	7.7606    
300.0000  	53.5560   	1937.6554 	15.4677   	0.0822    	12.1622   
300.0000  	39.9623   	1445.8356 	14.0294   	0.0371    	26.9527   
300.0000  	28.3648   	1026.2399 	12.5146   	0.0227    	44.1146   
300.0000  	44.7969   	1620.7505 	14.5738   	0.0471    	21.2288   
300.0000  	42.4910   	1537.3258 	14.3193   	0.0417    	23.9793   
300.0000  	23.2360   	840.6781  	11.7096   	0.0171    	58.5880   
300.0000  	39.0228   	1411.8460 	13.9186   	0.0410    	24.4168   
300.0000  	31.1376   	1126.5582 	12.9098   	0.0246    	40.6697   
300.0000  	24.9843   	903.9318  	11.9963   	0.0236    	42.3163   
300.0000  	29.7043   	1074.7030 	12.7086   	0.0228    	43.9178   
300.0000  	24.7094   	893.9867  	11.9521   	0.0195    	51.1970   
300.0000  	48.8852   	1768.6661 	15.0043   	0.0619    	16.1602   
300.0000  	27.2096   	984.4447  	12.3423   	0.0210    	47.5218   
300.0000  	67.5280   	2443.1647 	16.7103   	0.6697    	1.4932    
300.0000  	26.4622   	957.4018  	12.2283   	0.0214    	46.7717   
300.0000  	20.3985   	738.0171  	11.2122   	0.0169    	59.2823   
300.0000  	46.2393   	1672.9372 	14.7286   	0.0723    	13.8312   
300.0000  	30.4545   	1101.8455 	12.8147   	0.0219    	45.6932   
300.0000  	26.7711   	968.5798  	12.2757   	0.0198    	50.5608   
300.0000  	42.8706   	1551.0580 	14.3618   	0.0423    	23.6285   
300.0000  	42.8395   	1549.9314 	14.3584   	0.1031    	9.6980    
300.0000  	43.7473   	1582.7788 	14.4591   	0.0596    	16.7795   
300.0000  	30.1969   	1092.5246 	12.7784   	0.0372    	26.9051   
300.0000  	28.9122   	1046.0442 	12.5946   	0.0239    	41.7890   
300.0000  	33.3420   	1206.3145 	13.2075   	0.0354    	28.2265   
300.0000  	40.3591   	1460.1923 	14.0757   	0.0386    	25.8807   
300.0000  	29.2481   	1058.1956 	12.6432   	0.0236    	42.3809   
300.0000  	30.0132   	1085.8789 	12.7525   	0.0241    	41.4091   
300.0000  	23.1346   	837.0087  	11.6926   	0.0197    	50.6699   
300.0000  	26.9915   	976.5530  	12.3093   	0.0193    	51.7000   
300.0000  	46.8364   	1694.5402 	14.7917   	0.0855    	11.7019   
300.0000  	28.2619   	1022.5167 	12.4994   	0.0228    	43.7918   
300.0000  	35.8077   	1295.5232 	13.5254   	0.0281    	35.5735   
300.0000  	7.3871    	267.2648  	7.9919    	0.0109    	92.0619   
300.0000  	41.2756   	1493.3512 	14.1815   	0.0458    	21.8348   
300.0000  	39.7082   	1436.6429 	13.9996   	0.0456    	21.9305   
300.0000  	34.5917   	1251.5262 	13.3705   	0.0308    	32.4665   
300.0000  	27.8542   	1007.7661 	12.4390   	0.0595    	16.8026   
300.0000  	52.2722   	1891.2072 	15.3431   	0.0302    	33.1075   
300.0000  	28.3621   	1026.1408 	12.5142   	0.0218    	45.9755   
300.0000  	26.4339   	956.3790  	12.2239   	0.0205    	48.7205   
300.0000  	12.9505   	468.5500  	9.6365    	0.0187    	53.5506   
300.0000  	36.5339   	1321.7973 	13.6162   	0.0317    	31.5502   
300.0000  	50.1071   	1812.8766 	15.1283   	0.0831    	12.0384   
300.0000  	25.6491   	927.9826  	12.1017   	0.0186    	53.6636   
300.0000  	54.7774   	1981.8468 	15.5844   	0.1309    	7.6420    
300.0000  	34.0851   	1233.1982 	13.3049   	0.0285    	35.1272   
300.0000  	43.5672   	1576.2602 	14.4392   	0.0506    	19.7697   
300.0000  	24.6919   	893.3520  	11.9493   	0.0214    	46.6501   
300.0000  	28.6730   	1037.3883 	12.5597   	0.0216    	46.3033   
300.0000  	26.1795   	947.1760  	12.1846   	0.0214    	46.6858   
300.0000  	51.7770   	1873.2920 	15.2945   	0.0824    	12.1356   
300.0000  	28.9363   	1046.9162 	12.5981   	0.0265    	37.7051   
300.0000  	30.6060   	1107.3263 	12.8359   	0.0270    	37.0280   
300.0000  	35.9424   	1300.3945 	13.5423   	0.0312    	32.0203   
300.0000  	44.7724   	1619.8668 	14.5711   	0.0635    	15.7588   
300.0000  	30.2180   	1093.2876 	12.7814   	0.0658    	15.2075   
300.0000  	27.5179   	995.5977  	12.3888   	0.0180    	55.6298   
300.0000  	48.9869   	1772.3454 	15.0147   	0.0951    	10.5127   
300.0000  	27.3060   	987.9313  	12.3569   	0.0220    	45.4077   
300.0000  	24.8146   	897.7940  	11.9690   	0.0177    	56.6101   
300.0000  	23.0602   	834.3162  	11.6800   	0.0188    	53.2052   
300.0000  	34.9382   	1264.0625 	13.4150   	0.0290    	34.4453   
300.0000  	23.8159   	861.6599  	11.8063   	0.0442    	22.6499   
300.0000  	32.6950   	1182.9034 	13.1215   	0.0266    	37.5844   
300.0000  	26.5045   	958.9332  	12.2348   	0.0208    	48.1289   
300.0000  	32.5459   	1177.5122 	13.1015   	0.0278    	35.9591   
300.0000  	27.2703   	986.6392  	12.3515   	0.0217    	46.1493   
300.0000  	36.9835   	1338.0615 	13.6718   	0.0390    	25.6523   
300.0000  	30.3497   	1098.0515 	12.7999   	0.0231    	43.2335   
300.0000  	20.8185   	753.2134  	11.2886   	0.0186    	53.6353   
300.0000  	30.2626   	1094.8998 	12.7877   	0.0223    	44.7814   
300.0000  	34.4868   	1247.7333 	13.3570   	0.0356    	28.0527   
300.0000  	43.1277   	1560.3616 	14.3905   	0.0516    	19.3805   
300.0000  	39.3337   	1423.0948 	13.9555   	0.0615    	16.2497   
300.0000  	34.9264   	1263.6389 	13.4135   	0.0319    	31.3267   
300.0000  	27.1920   	983.8074  	12.3397   	0.0202    	49.4227   
300.0000  	45.5837   	1649.2182 	14.6586   	0.0604    	16.5663   
300.0000  	29.3616   	1062.3023 	12.6595   	0.0235    	42.5464   
300.0000  	26.6689   	964.8811  	12.2600   	0.0204    	48.9000   
300.0000  	34.2282   	1238.3768 	13.3235   	0.0463    	21.6045   
300.0000  	26.1003   	944.3075  	12.1723   	0.0236    	42.3633   
300.0000  	37.1331   	1343.4754 	13.6902   	0.0373    	26.7918   
300.0000  	61.7005   	2232.3235 	16.2151   	0.1610    	6.2129    
300.0000  	33.1735   	1200.2173 	13.1852   	0.0337    	29.6671   
300.0000  	30.3815   	1099.2041 	12.8044   	0.0206    	48.4575   
300.0000  	44.8158   	1621.4372 	14.5758   	0.0471    	21.2377   
300.0000  	24.0810   	871.2490  	11.8499   	0.0176    	56.8421   
300.0000  	40.0815   	1450.1502 	14.0434   	0.0554    	18.0487   
300.0000  	30.2180   	1093.2888 	12.7814   	0.0250    	39.9405   
300.0000  	27.5322   	996.1137  	12.3909   	0.0288    	34.7354   
300.0000  	44.6462   	1615.2996 	14.5574   	0.0485    	20.6276   
300.0000  	46.7033   	1689.7251 	14.7777   	0.0670    	14.9235   
300.0000  	35.8524   	1297.1415 	13.5310   	0.0391    	25.5513   
300.0000  	27.5261   	995.8925  	12.3900   	0.0211    	47.3009   
300.0000  	24.2357   	876.8493  	11.8752   	0.0175    	57.0120   
300.0000  	21.6234   	782.3352  	11.4322   	0.0167    	59.8520   
300.0000  	29.7611   	1076.7570 	12.7167   	0.0282    	35.4990   
300.0000  	29.3478   	1061.8041 	12.6575   	0.0246    	40.7076   
300.0000  	33.6974   	1219.1722 	13.2543   	0.0422    	23.6982   
300.0000  	23.7985   	861.0304  	11.8034   	0.0192    	52.0172   
300.0000  	23.5863   	853.3532  	11.7682   	0.0178    	56.1415   
300.0000  	44.0440   	1593.5101 	14.4917   	0.1752    	5.7075    
300.0000  	25.3332   	916.5569  	12.0518   	0.0188    	53.2888   
300.0000  	32.5898   	1179.0972 	13.1074   	0.0287    	34.8027   
300.0000  	51.2378   	1853.7837 	15.2412   	0.0890    	11.2299   
300.0000  	41.5249   	1502.3700 	14.2100   	0.0408    	24.5247   
300.0000  	56.0390   	2027.4907 	15.7031   	0.1125    	8.8872    
300.0000  	14.9395   	540.5114  	10.1065   	0.0144    	69.5499   
300.0000  	35.9193   	1299.5614 	13.5394   	0.0353    	28.3261   
300.0000  	45.2607   	1637.5305 	14.6239   	0.0566    	17.6714   
300.0000  	24.2333   	876.7608  	11.8748   	0.0214    	46.6573   
300.0000  	31.9023   	1154.2250 	13.0146   	0.0265    	37.7004   
300.0000  	31.4755   	1138.7850 	12.9563   	0.0252    	39.6808   
300.0000  	25.9056   	937.2664  	12.1419   	0.0199    	50.1619   
300.0000  	121.7796  	4405.9872 	20.3399   	2.7063    	0.3695    
300.0000  	22.6723   	820.2856  	11.6142   	0.0177    	56.3488   
300.0000  	60.4943   	2188.6853 	16.1087   	0.2325    	4.3016    
300.0000  	17.6845   	639.8247  	10.6911   	0.0236    	42.3515   
300.0000  	51.8851   	1877.2016 	15.3051   	0.0852    	11.7316   
300.0000  	27.6812   	1001.5069 	12.4132   	0.0261    	38.3736   
300.0000  	41.7755   	1511.4373 	14.2385   	0.0523    	19.1123   
300.0000  	41.5914   	1504.7773 	14.2175   	0.0840    	11.9097   
300.0000  	34.5305   	1249.3133 	13.3626   	0.0297    	33.6403   
300.0000  	21.5190   	778.5571  	11.4138   	0.0183    	54.7123   
300.0000  	37.8926   	1370.9546 	13.7829   	0.0330    	30.2943   
300.0000  	23.8782   	863.9131  	11.8165   	0.0226    	44.2361   
300.0000  	36.0428   	1304.0278 	13.5549   	0.0387    	25.8391   
300.0000  	42.3595   	1532.5674 	14.3045   	0.0444    	22.5329   
300.0000  	32.5728   	1178.4827 	13.1051   	0.0251    	39.8726   
300.0000  	28.9067   	1045.8459 	12.5938   	0.0222    	45.1257   
300.0000  	39.7068   	1436.5905 	13.9995   	0.0385    	25.9666   
300.0000  	22.3612   	809.0276  	11.5608   	0.0194    	51.6475   
300.0000  	112.7617  	4079.7191 	19.8249   	0.1311    	7.6287    
300.0000  	36.9478   	1336.7727 	13.6674   	0.0355    	28.1432   
300.0000  	37.5682   	1359.2191 	13.7435   	0.0392    	25.5107   
300.0000  	28.5184   	1031.7949 	12.5371   	0.0217    	46.1632   
300.0000  	40.4097   	1462.0242 	14.0816   	0.0582    	17.1887   
300.0000  	29.6845   	1073.9838 	12.7057   	0.0231    	43.3194   
300.0000  	38.1320   	1379.6159 	13.8119   	0.0405    	24.7013   
300.0000  	31.5899   	1142.9219 	12.9720   	0.0254    	39.3787   
300.0000  	25.9351   	938.3333  	12.1465   	0.0198    	50.5692   
300.0000  	51.0729   	1847.8188 	15.2249   	0.0759    	13.1829   
300.0000  	29.4622   	1065.9413 	12.6739   	0.0259    	38.6653   
300.0000  	34.7916   	1258.7596 	13.3962   	0.0430    	23.2433   
300.0000  	41.2262   	1491.5631 	14.1758   	0.0491    	20.3660   
300.0000  	30.6943   	1110.5182 	12.8482   	0.0217    	46.1005   
300.0000  	52.9199   	1914.6437 	15.4062   	0.0923    	10.8352   
300.0000  	3.7105    	134.2453  	6.3528    	0.0125    	79.7453   
300.0000  	45.6538   	1651.7553 	14.6661   	0.1187    	8.4226    
300.0000  	23.3964   	846.4818  	11.7365   	0.0197    	50.8472   
300.0000  	23.4486   	848.3711  	11.7453   	0.0184    	54.2841   
300.0000  	43.7038   	1581.2038 	14.4543   	0.1090    	9.1749    
300.0000  	28.1082   	1016.9547 	12.4767   	0.0221    	45.2864   
300.0000  	32.2912   	1168.2970 	13.0673   	0.0232    	43.0141   
300.0000  	25.9065   	937.2973  	12.1421   	0.0182    	54.8795   
300.0000  	39.7552   	1438.3426 	14.0052   	0.0382    	26.2051   
300.0000  	32.6092   	1179.8001 	13.1100   	0.0294    	34.0229   
300.0000  	34.1078   	1234.0204 	13.3079   	0.0268    	37.3818   
300.0000  	32.8374   	1188.0563 	13.1405   	0.0272    	36.8270   
300.0000  	22.5393   	815.4717  	11.5914   	0.0173    	57.8879   
300.0000  	26.0723   	943.2958  	12.1679   	0.0203    	49.3587   
300.0000  	21.9919   	795.6653  	11.4968   	0.0167    	59.9342   
300.0000  	26.9428   	974.7909  	12.3019   	0.0178    	56.0281   
300.0000  	24.2551   	877.5508  	11.8784   	0.0174    	57.3872   
300.0000  	36.0364   	1303.7961 	13.5541   	0.0362    	27.6036   
300.0000  	42.0979   	1523.1018 	14.2750   	0.0491    	20.3810   
300.0000  	26.5144   	959.2918  	12.2363   	0.0207    	48.3194   
300.0000  	41.1380   	1488.3744 	14.1657   	0.0396    	25.2532   
300.0000  	52.5019   	1899.5185 	15.3656   	0.1089    	9.1788    
300.0000  	15.8270   	572.6216  	10.3028   	0.0368    	27.1831   
300.0000  	64.0122   	2315.9626 	16.4151   	0.1571    	6.3654    
300.0000  	17.6675   	639.2105  	10.6876   	0.0173    	57.8002   
300.0000  	27.4809   	994.2598  	12.3832   	0.0231    	43.2703   
300.0000  	31.8580   	1152.6241 	13.0086   	0.0428    	23.3447   
300.0000  	93.8535   	3395.6194 	18.6483   	0.4107    	2.4347    
300.0000  	34.3263   	1241.9264 	13.3362   	0.0307    	32.5461   
300.0000  	25.8190   	934.1311  	12.1284   	0.0191    	52.2846   
300.0000  	25.7452   	931.4605  	12.1168   	0.0176    	56.9269   
300.0000  	36.0211   	1303.2446 	13.5522   	0.0336    	29.7306   
300.0000  	28.1471   	1018.3614 	12.4825   	0.0253    	39.5215   
300.0000  	23.3398   	844.4349  	11.7271   	0.0179    	55.8334   
300.0000  	35.1664   	1272.3216 	13.4441   	0.0384    	26.0153   
300.0000  	21.5336   	779.0862  	11.4164   	0.0167    	60.0403   
300.0000  	30.3286   	1097.2887 	12.7970   	0.0215    	46.4938   
300.0000  	21.6256   	782.4126  	11.4326   	0.0175    	57.1080   
300.0000  	38.8402   	1405.2393 	13.8969   	0.0327    	30.5399   
300.0000  	43.2903   	1566.2416 	14.4085   	0.0443    	22.5578   
300.0000  	33.0918   	1197.2623 	13.1744   	0.0280    	35.7695   
300.0000  	30.4680   	1102.3320 	12.8166   	0.0204    	48.9785   
300.0000  	38.1012   	1378.5026 	13.8082   	0.0359    	27.8606   
300.0000  	29.3851   	1063.1526 	12.6629   	0.0240    	41.6408   
300.0000  	56.4943   	2043.9640 	15.7456   	0.0917    	10.9065   
300.0000  	25.4676   	921.4166  	12.0731   	0.0195    	51.2056   
300.0000  	32.2368   	1166.3262 	13.0599   	0.0253    	39.5779   
300.0000  	23.4012   	846.6540  	11.7373   	0.0161    	62.0547   
300.0000  	25.9395   	938.4906  	12.1472   	0.0180    	55.5185   
300.0000  	28.1508   	1018.4962 	12.4830   	0.0191    	52.4824   
300.0000  	38.6142   	1397.0599 	13.8699   	0.0402    	24.9049   
300.0000  	37.9278   	1372.2284 	13.7872   	0.0549    	18.2037   
300.0000  	38.8755   	1406.5148 	13.9011   	0.0361    	27.6636   
300.0000  	49.8951   	1805.2032 	15.1069   	0.0835    	11.9741   
300.0000  	35.1161   	1270.5020 	13.4377   	0.0496    	20.1615   
300.0000  	26.7776   	968.8118  	12.2767   	0.0192    	52.0971   
300.0000  	47.2019   	1707.7636 	14.8301   	0.1173    	8.5259    
300.0000  	32.0477   	1159.4853 	13.0343   	0.0246    	40.6318   
300.0000  	42.0946   	1522.9814 	14.2746   	0.0601    	16.6486   
300.0000  	39.9289   	1444.6280 	14.0255   	0.0469    	21.3267   
300.0000  	28.7566   	1040.4138 	12.5719   	0.0202    	49.5270   
300.0000  	36.8114   	1331.8368 	13.6506   	0.0305    	32.7522   
300.0000  	41.1516   	1488.8663 	14.1673   	0.0379    	26.4161   
300.0000  	23.5414   	851.7270  	11.7607   	0.0178    	56.2761   
300.0000  	31.7024   	1146.9917 	12.9874   	0.0235    	42.4990   
300.0000  	27.7681   	1004.6508 	12.4262   	0.0248    	40.3631   
300.0000  	27.3102   	988.0816  	12.3575   	0.0203    	49.3348   
300.0000  	31.3897   	1135.6797 	12.9445   	0.0265    	37.7424   
300.0000  	35.5109   	1284.7835 	13.4879   	0.0350    	28.6102   
300.0000  	28.5507   	1032.9639 	12.5419   	0.0202    	49.4788   
300.0000  	39.6135   	1433.2162 	13.9885   	0.0390    	25.6243   
300.0000  	19.9810   	722.9137  	11.1351   	0.0157    	63.6864   
300.0000  	98.9335   	3579.4137 	18.9789   	0.8338    	1.1993    
300.0000  	40.1651   	1453.1744 	14.0531   	0.0338    	29.6009   
300.0000  	38.8978   	1407.3210 	13.9037   	0.0384    	26.0731   
300.0000  	19.7527   	714.6512  	11.0926   	0.0157    	63.7529   
300.0000  	28.2334   	1021.4834 	12.4952   	0.0235    	42.4635   
300.0000  	22.6940   	821.0694  	11.6179   	0.0191    	52.3384   
300.0000  	36.7520   	1329.6862 	13.6432   	0.0365    	27.4077   
300.0000  	21.2607   	769.2117  	11.3680   	0.0164    	60.7938   
300.0000  	32.5657   	1178.2261 	13.1042   	0.0270    	36.9787   
300.0000  	54.0586   	1955.8395 	15.5159   	0.1178    	8.4892    
300.0000  	49.1633   	1778.7281 	15.0327   	0.0757    	13.2103   
300.0000  	56.9169   	2059.2530 	15.7847   	0.0876    	11.4135   
300.0000  	28.0791   	1015.9033 	12.4724   	0.0203    	49.3348   
300.0000  	33.7039   	1219.4058 	13.2551   	0.0310    	32.2129   
300.0000  	6.5147    	235.7019  	7.6640    	0.0108    	92.8461   
300.0000  	30.1572   	1091.0863 	12.7728   	0.0249    	40.1718   
300.0000  	34.6155   	1252.3889 	13.3736   	0.0321    	31.1955   
300.0000  	123.2499  	4459.1818 	20.4214   	0.8125    	1.2308    
300.0000  	43.0253   	1556.6540 	14.3791   	0.0636    	15.7207   
300.0000  	27.7432   	1003.7506 	12.4225   	0.0203    	49.2870   
300.0000  	29.9494   	1083.5697 	12.7434   	0.0239    	41.7890   
300.0000  	45.3390   	1640.3656 	14.6323   	0.0459    	21.8005   
300.0000  	32.4139   	1172.7346 	13.0838   	0.0206    	48.4883   
300.0000  	28.9351   	1046.8705 	12.5979   	0.0237    	42.2518   
300.0000  	51.1880   	1851.9808 	15.2363   	0.2067    	4.8377    
300.0000  	41.4833   	1500.8656 	14.2052   	0.0358    	27.8988   
300.0000  	37.2136   	1346.3898 	13.7001   	0.0307    	32.5531   
300.0000  	42.2044   	1526.9536 	14.2870   	0.0454    	22.0287   
300.0000  	47.7944   	1729.2019 	14.8919   	0.0567    	17.6265   
300.0000  	25.7849   	932.8974  	12.1230   	0.0261    	38.2485   
300.0000  	5.8555    	211.8528  	7.3963    	0.0091    	110.0559  
300.0000  	76.1542   	2755.2572 	17.3935   	0.6872    	1.4553    
300.0000  	93.2529   	3373.8909 	18.6085   	0.6007    	1.6647    
300.0000  	20.1373   	728.5687  	11.1641   	0.0173    	57.7019   
300.0000  	29.6326   	1072.1092 	12.6983   	0.0216    	46.3878   
300.0000  	25.2381   	913.1153  	12.0367   	0.0200    	49.9485   
300.0000  	50.4984   	1827.0316 	15.1676   	0.0876    	11.4165   
300.0000  	35.6065   	1288.2414 	13.5000   	0.0855    	11.6992   
300.0000  	27.3986   	991.2812  	12.3708   	0.0318    	31.4948   
300.0000  	28.6206   	1035.4947 	12.5521   	0.0248    	40.3577   
300.0000  	26.9356   	974.5288  	12.3008   	0.0190    	52.7546   
300.0000  	24.9809   	903.8100  	11.9957   	0.0210    	47.5885   
300.0000  	26.1375   	945.6534  	12.1781   	0.0199    	50.2197   
300.0000  	47.4216   	1715.7143 	14.8530   	0.0412    	24.2808   
300.0000  	31.4497   	1137.8490 	12.9528   	0.0271    	36.9473   
300.0000  	18.4285   	666.7421  	10.8389   	0.0156    	63.9667   
300.0000  	28.0133   	1013.5218 	12.4627   	0.0222    	45.0059   
300.0000  	24.7171   	894.2664  	11.9533   	0.0202    	49.6155   
300.0000  	37.8386   	1369.0017 	13.7764   	0.0385    	25.9666   
300.0000  	17.5439   	634.7384  	10.6627   	0.0189    	52.8185   
300.0000  	38.2281   	1383.0918 	13.8235   	0.0408    	24.5286   
300.0000  	29.5048   	1067.4832 	12.6800   	0.0189    	53.0111   
300.0000  	26.3698   	954.0591  	12.2140   	0.0208    	48.0985   
300.0000  	25.7916   	933.1392  	12.1241   	0.0200    	49.9485   
300.0000  	26.9311   	974.3689  	12.3001   	0.0179    	56.0178   
300.0000  	28.7104   	1038.7427 	12.5652   	0.0213    	46.9371   
300.0000  	26.7178   	966.6492  	12.2675   	0.0218    	45.7892   
300.0000  	33.2830   	1204.1795 	13.1997   	0.0307    	32.5704   
300.0000  	36.2834   	1312.7346 	13.5850   	0.0315    	31.7240   
