Osm_mOsm  	FrequencyShift_Hz	Volume_um^3	DiameterV_um	PassageTime_s	Deformability_inverseSec
200.0000  	25.4464   	921.6688  	12.0742   	0.0238    	41.9845   
200.0000  	25.5646   	925.9495  	12.0929   	0.0209    	47.7897   
200.0000  	28.2783   	1024.2403 	12.5065   	0.0280    	35.7695   
200.0000  	29.1384   	1055.3922 	12.6320   	0.0221    	45.2193   
200.0000  	64.8887   	2350.2705 	16.4958   	0.1203    	8.3150    
200.0000  	38.1736   	1382.6480 	13.8220   	0.0515    	19.4064   
200.0000  	20.3320   	736.4246  	11.2041   	0.0187    	53.4662   
200.0000  	56.7592   	2055.8177 	15.7759   	0.1036    	9.6480    
200.0000  	6.4504    	233.6319  	7.6415    	0.0148    	67.5936   
200.0000  	45.9157   	1663.0655 	14.6995   	0.0723    	13.8356   
200.0000  	36.8516   	1334.7661 	13.6606   	0.0464    	21.5313   
200.0000  	50.6287   	1833.7709 	15.1862   	0.0849    	11.7837   
200.0000  	38.6767   	1400.8711 	13.8825   	0.0434    	23.0555   
200.0000  	53.1859   	1926.3926 	15.4377   	0.0701    	14.2657   
200.0000  	20.2749   	734.3555  	11.1936   	0.0196    	51.1027   
200.0000  	52.3283   	1895.3322 	15.3543   	0.0581    	17.2178   
200.0000  	44.0945   	1597.1012 	14.5026   	0.0531    	18.8200   
200.0000  	31.4218   	1138.0963 	12.9537   	0.0261    	38.2965   
200.0000  	28.1334   	1018.9909 	12.4851   	0.0224    	44.6373   
200.0000  	37.9901   	1376.0001 	13.7998   	0.0394    	25.4025   
200.0000  	51.2331   	1855.6628 	15.2464   	0.1232    	8.1188    
200.0000  	47.9805   	1737.8525 	14.9167   	0.0708    	14.1211   
200.0000  	21.6160   	782.9311  	11.4351   	0.0181    	55.2671   
200.0000  	22.2310   	805.2069  	11.5426   	0.0183    	54.6241   
200.0000  	45.3160   	1641.3457 	14.6353   	0.0550    	18.1798   
200.0000  	100.0612  	3624.2157 	19.0578   	0.8051    	1.2421    
200.0000  	86.4565   	3131.4548 	18.1516   	0.2328    	4.2963    
200.0000  	42.3443   	1533.7117 	14.3081   	0.0513    	19.4944   
200.0000  	25.1892   	912.3523  	12.0334   	0.0200    	49.8913   
200.0000  	53.9085   	1952.5664 	15.5073   	0.0916    	10.9170   
200.0000  	57.8060   	2093.7338 	15.8723   	0.1137    	8.7924    
200.0000  	53.3042   	1930.6781 	15.4491   	0.2975    	3.3608    
200.0000  	36.0227   	1304.7435 	13.5574   	0.0422    	23.6798   
200.0000  	37.9027   	1372.8368 	13.7892   	0.0360    	27.7845   
200.0000  	41.9228   	1518.4445 	14.2605   	0.0402    	24.8583   
200.0000  	46.1091   	1670.0727 	14.7202   	0.0839    	11.9246   
200.0000  	57.7486   	2091.6559 	15.8671   	0.1774    	5.6363    
200.0000  	35.9917   	1303.6177 	13.5535   	0.0399    	25.0830   
200.0000  	31.6061   	1144.7727 	12.9790   	0.0306    	32.6471   
200.0000  	30.6136   	1108.8235 	12.8417   	0.0225    	44.3583   
200.0000  	44.6134   	1615.8980 	14.5592   	0.0575    	17.3954   
200.0000  	38.1488   	1381.7478 	13.8190   	0.0415    	24.0929   
200.0000  	41.3761   	1498.6417 	14.1982   	0.0465    	21.5283   
200.0000  	45.7214   	1656.0299 	14.6788   	0.0664    	15.0694   
200.0000  	47.2224   	1710.3942 	14.8377   	0.0760    	13.1523   
200.0000  	30.7176   	1112.5926 	12.8562   	0.0292    	34.2251   
200.0000  	40.9223   	1482.2058 	14.1461   	0.0482    	20.7538   
200.0000  	23.6699   	857.3230  	11.7864   	0.0215    	46.5079   
200.0000  	4.4505    	161.1979  	6.7523    	0.0180    	55.5286   
200.0000  	45.2218   	1637.9325 	14.6251   	0.0625    	15.9917   
200.0000  	36.4418   	1319.9218 	13.6097   	0.0320    	31.2210   
200.0000  	30.3204   	1098.2039 	12.8005   	0.0255    	39.2572   
200.0000  	27.7189   	1003.9784 	12.4234   	0.0253    	39.5420   
200.0000  	47.2719   	1712.1891 	14.8429   	0.0584    	17.1250   
200.0000  	38.9084   	1409.2609 	13.9101   	0.0415    	24.0891   
200.0000  	42.4294   	1536.7943 	14.3177   	0.0521    	19.2025   
200.0000  	21.8016   	789.6558  	11.4678   	0.0176    	56.7786   
200.0000  	27.0214   	978.7153  	12.3184   	0.0239    	41.8808   
200.0000  	35.1714   	1273.9094 	13.4497   	0.0336    	29.7220   
200.0000  	50.9977   	1847.1370 	15.2230   	0.0843    	11.8689   
200.0000  	25.4082   	920.2842  	12.0682   	0.0236    	42.4163   
200.0000  	37.0252   	1341.0539 	13.6820   	0.0380    	26.3113   
200.0000  	27.9302   	1011.6311 	12.4549   	0.0206    	48.5037   
200.0000  	31.0022   	1122.9007 	12.8958   	0.0246    	40.6101   
200.0000  	33.5311   	1214.4965 	13.2373   	0.0275    	36.3402   
200.0000  	23.5931   	854.5405  	11.7737   	0.0209    	47.9549   
200.0000  	20.8339   	754.6030  	11.2955   	0.0183    	54.5460   
200.0000  	50.6820   	1835.7031 	15.1915   	0.0855    	11.6978   
200.0000  	56.0636   	2030.6247 	15.7112   	0.1418    	7.0526    
200.0000  	27.8511   	1008.7654 	12.4432   	0.0222    	45.0059   
200.0000  	59.0464   	2138.6609 	15.9851   	0.1006    	9.9428    
200.0000  	38.7839   	1404.7539 	13.8953   	0.0412    	24.3001   
200.0000  	26.7837   	970.1048  	12.2821   	0.0218    	45.9547   
200.0000  	35.0934   	1271.0843 	13.4398   	0.0303    	32.9716   
200.0000  	69.5212   	2518.0583 	16.8794   	0.5629    	1.7766    
200.0000  	23.9352   	866.9325  	11.8303   	0.0203    	49.2552   
200.0000  	6.1563    	222.9813  	7.5236    	0.0242    	41.3810   
200.0000  	32.4332   	1174.7309 	13.0912   	0.0293    	34.0951   
200.0000  	23.4938   	850.9442  	11.7571   	0.0226    	44.1913   
200.0000  	54.3004   	1966.7593 	15.5448   	0.1348    	7.4162    
200.0000  	41.9379   	1518.9899 	14.2622   	0.0491    	20.3579   
200.0000  	43.1149   	1561.6234 	14.3944   	0.0736    	13.5910   
200.0000  	31.1841   	1129.4885 	12.9209   	0.0279    	35.8030   
200.0000  	37.8816   	1372.0722 	13.7867   	0.0467    	21.4345   
200.0000  	28.9106   	1047.1402 	12.5990   	0.0225    	44.4876   
200.0000  	26.7543   	969.0406  	12.2776   	0.0238    	41.9383   
200.0000  	50.8202   	1840.7083 	15.2053   	0.0899    	11.1264   
200.0000  	32.0782   	1161.8725 	13.0433   	0.0248    	40.4005   
200.0000  	26.2260   	949.9049  	12.1963   	0.0212    	47.0892   
200.0000  	28.2816   	1024.3591 	12.5069   	0.0227    	44.0383   
200.0000  	46.6161   	1688.4337 	14.7739   	0.0571    	17.5052   
200.0000  	24.7401   	896.0876  	11.9615   	0.0211    	47.4111   
200.0000  	40.2418   	1457.5591 	14.0672   	0.0550    	18.1809   
200.0000  	42.0911   	1524.5407 	14.2795   	0.0507    	19.7097   
200.0000  	42.1676   	1527.3088 	14.2882   	0.0588    	17.0057   
200.0000  	38.1234   	1380.8279 	13.8159   	0.0375    	26.6630   
200.0000  	29.5104   	1068.8661 	12.6855   	0.0216    	46.2752   
200.0000  	44.8294   	1623.7221 	14.5827   	0.0527    	18.9874   
200.0000  	5.8581    	212.1787  	7.4000    	0.0235    	42.6177   
200.0000  	58.1304   	2105.4834 	15.9020   	0.2307    	4.3340    
200.0000  	28.1701   	1020.3212 	12.4905   	0.0250    	39.9457   
200.0000  	29.7872   	1078.8941 	12.7251   	0.0278    	35.9210   
200.0000  	24.4681   	886.2329  	11.9174   	0.0215    	46.5221   
200.0000  	49.6583   	1798.6253 	15.0885   	0.0718    	13.9201   
200.0000  	31.3648   	1136.0321 	12.9459   	0.0321    	31.1159   
200.0000  	39.2270   	1420.8037 	13.9480   	0.0381    	26.2344   
200.0000  	28.2637   	1023.7117 	12.5043   	0.0232    	43.0141   
200.0000  	45.4224   	1645.1979 	14.6467   	0.0508    	19.6678   
200.0000  	22.5287   	815.9903  	11.5939   	0.0187    	53.5883   
200.0000  	40.9962   	1484.8824 	14.1546   	0.0361    	27.6988   
200.0000  	50.9721   	1846.2089 	15.2204   	0.0639    	15.6585   
200.0000  	29.8921   	1082.6913 	12.7400   	0.0241    	41.4541   
200.0000  	43.9185   	1590.7267 	14.4832   	0.0518    	19.3180   
200.0000  	32.2362   	1167.5939 	13.0646   	0.0276    	36.1765   
200.0000  	29.1986   	1057.5751 	12.6407   	0.0239    	41.8808   
200.0000  	36.1758   	1310.2878 	13.5765   	0.0393    	25.4575   
200.0000  	27.9146   	1011.0661 	12.4526   	0.0237    	42.1643   
200.0000  	55.4223   	2007.3941 	15.6511   	0.1705    	5.8634    
200.0000  	21.2917   	771.1843  	11.3777   	0.0181    	55.3373   
200.0000  	50.7143   	1836.8717 	15.1947   	0.0846    	11.8215   
200.0000  	35.3181   	1279.2206 	13.4684   	0.0395    	25.3098   
200.0000  	4.9849    	180.5519  	7.0124    	0.0111    	89.9455   
200.0000  	31.2874   	1133.2288 	12.9352   	0.0354    	28.2788   
200.0000  	58.4803   	2118.1563 	15.9338   	0.4935    	2.0263    
200.0000  	55.7598   	2019.6216 	15.6828   	0.1145    	8.7348    
200.0000  	25.0982   	909.0555  	12.0189   	0.0239    	41.8348   
200.0000  	38.2238   	1384.4660 	13.8281   	0.0426    	23.4830   
200.0000  	35.3832   	1281.5801 	13.4767   	0.0355    	28.1900   
200.0000  	49.5305   	1793.9956 	15.0756   	0.0729    	13.7261   
200.0000  	46.0684   	1668.5988 	14.7158   	0.0868    	11.5273   
200.0000  	5.1787    	187.5737  	7.1022    	0.0147    	68.2283   
200.0000  	43.7852   	1585.8986 	14.4686   	0.0479    	20.8631   
200.0000  	45.0536   	1631.8403 	14.6070   	0.0914    	10.9468   
200.0000  	42.8857   	1553.3191 	14.3688   	0.0466    	21.4602   
200.0000  	59.3234   	2148.6933 	16.0100   	0.1245    	8.0337    
200.0000  	36.2567   	1313.2173 	13.5867   	0.0407    	24.5780   
200.0000  	26.7286   	968.1093  	12.2737   	0.0225    	44.4035   
200.0000  	24.1930   	876.2707  	11.8726   	0.0209    	47.9474   
200.0000  	23.3965   	847.4221  	11.7409   	0.0206    	48.5191   
200.0000  	39.8627   	1443.8257 	14.0229   	0.0741    	13.4877   
200.0000  	32.5480   	1178.8904 	13.1066   	0.0301    	33.2156   
200.0000  	27.2124   	985.6343  	12.3473   	0.0242    	41.3026   
200.0000  	42.0356   	1522.5304 	14.2732   	0.0545    	18.3393   
200.0000  	54.6477   	1979.3382 	15.5778   	0.3922    	2.5495    
200.0000  	26.3021   	952.6622  	12.2081   	0.0253    	39.5164   
200.0000  	42.1686   	1527.3482 	14.2883   	0.0653    	15.3090   
200.0000  	42.0402   	1522.6960 	14.2738   	0.0585    	17.1039   
200.0000  	50.8971   	1843.4914 	15.2130   	0.0866    	11.5447   
200.0000  	46.3592   	1679.1289 	14.7467   	0.0701    	14.2570   
200.0000  	48.0853   	1741.6493 	14.9275   	0.0835    	11.9746   
200.0000  	31.4606   	1139.5045 	12.9590   	0.0280    	35.7737   
200.0000  	64.0663   	2320.4829 	16.4258   	0.1641    	6.0941    
200.0000  	43.4716   	1574.5413 	14.4339   	0.0687    	14.5534   
200.0000  	33.8447   	1225.8560 	13.2784   	0.0361    	27.6762   
200.0000  	29.5152   	1069.0398 	12.6862   	0.0337    	29.6411   
200.0000  	18.1337   	656.8015  	10.7848   	0.0187    	53.4007   
200.0000  	28.7804   	1042.4243 	12.5800   	0.0281    	35.5280   
200.0000  	42.1023   	1524.9435 	14.2808   	0.0663    	15.0813   
200.0000  	33.6566   	1219.0410 	13.2538   	0.0348    	28.7017   
200.0000  	24.7780   	897.4589  	11.9676   	0.0214    	46.6573   
200.0000  	25.6042   	927.3858  	12.0991   	0.0214    	46.7788   
200.0000  	35.0685   	1270.1796 	13.4366   	0.0344    	29.1041   
200.0000  	48.6672   	1762.7243 	14.9875   	0.1303    	7.6734    
200.0000  	46.6458   	1689.5100 	14.7770   	0.0652    	15.3352   
200.0000  	20.3691   	737.7670  	11.2109   	0.0203    	49.1758   
200.0000  	21.4480   	776.8449  	11.4054   	0.0203    	49.2552   
200.0000  	6.2092    	224.8958  	7.5450    	0.0126    	79.4132   
200.0000  	40.6743   	1473.2218 	14.1175   	0.0556    	17.9965   
200.0000  	36.2003   	1311.1747 	13.5796   	0.0397    	25.1844   
200.0000  	39.1508   	1418.0402 	13.9389   	0.0425    	23.5482   
200.0000  	38.9229   	1409.7881 	13.9119   	0.0463    	21.5770   
200.0000  	60.6349   	2196.1947 	16.1271   	0.1403    	7.1263    
200.0000  	25.4715   	922.5789  	12.0782   	0.0232    	43.0505   
200.0000  	45.6305   	1652.7363 	14.6690   	0.0716    	13.9737   
200.0000  	19.4531   	704.5929  	11.0403   	0.0212    	47.2423   
200.0000  	30.5176   	1105.3470 	12.8282   	0.0300    	33.2990   
200.0000  	29.4517   	1066.7393 	12.6771   	0.0294    	33.9661   
200.0000  	23.1514   	838.5431  	11.6997   	0.0193    	51.8669   
200.0000  	67.1043   	2430.5171 	16.6814   	0.8035    	1.2446    
200.0000  	44.7866   	1622.1692 	14.5780   	0.0607    	16.4707   
200.0000  	37.8123   	1369.5602 	13.7783   	0.0467    	21.3985   
200.0000  	6.8602    	248.4755  	7.8000    	0.0166    	60.2181   
200.0000  	32.2195   	1166.9916 	13.0624   	0.0321    	31.1128   
200.0000  	28.3700   	1027.5621 	12.5200   	0.0282    	35.4784   
200.0000  	32.6130   	1181.2415 	13.1154   	0.0357    	27.9832   
200.0000  	42.2061   	1528.7045 	14.2925   	0.0410    	24.4187   
200.0000  	53.4151   	1934.6950 	15.4598   	0.1260    	7.9351    
200.0000  	27.5273   	997.0376  	12.3947   	0.0252    	39.7273   
200.0000  	36.6472   	1327.3604 	13.6353   	0.0396    	25.2261   
200.0000  	55.7049   	2017.6319 	15.6777   	0.1057    	9.4611    
200.0000  	51.0284   	1848.2485 	15.2260   	0.0864    	11.5732   
200.0000  	32.8996   	1191.6232 	13.1537   	0.0291    	34.3484   
200.0000  	44.3860   	1607.6604 	14.5344   	0.0682    	14.6660   
200.0000  	40.7944   	1477.5730 	14.1313   	0.0437    	22.8603   
200.0000  	38.0301   	1377.4496 	13.8047   	0.0476    	21.0240   
200.0000  	21.5663   	781.1302  	11.4264   	0.0220    	45.4009   
200.0000  	30.4318   	1102.2381 	12.8162   	0.0295    	33.8455   
200.0000  	45.1078   	1633.8046 	14.6128   	0.0739    	13.5259   
200.0000  	37.4666   	1357.0388 	13.7361   	0.0413    	24.1980   
200.0000  	28.9413   	1048.2536 	12.6034   	0.0233    	42.9536   
200.0000  	31.5809   	1143.8599 	12.9755   	0.0337    	29.6728   
200.0000  	47.0645   	1704.6774 	14.8211   	0.0796    	12.5627   
200.0000  	4.7948    	173.6671  	6.9221    	0.0189    	52.9559   
200.0000  	33.6274   	1217.9832 	13.2499   	0.0360    	27.7870   
200.0000  	31.0364   	1124.1367 	12.9005   	0.0276    	36.2324   
200.0000  	27.7388   	1004.6996 	12.4264   	0.0219    	45.6796   
200.0000  	43.7595   	1584.9689 	14.4657   	0.0606    	16.5010   
200.0000  	37.3539   	1352.9578 	13.7224   	0.0402    	24.8887   
200.0000  	30.5896   	1107.9565 	12.8383   	0.0288    	34.7472   
200.0000  	37.8950   	1372.5585 	13.7883   	0.0414    	24.1348   
200.0000  	3.6309    	131.5107  	6.3094    	0.0123    	81.0369   
200.0000  	33.2150   	1203.0479 	13.1956   	0.0273    	36.6941   
200.0000  	51.7556   	1874.5889 	15.2980   	0.1011    	9.8929    
200.0000  	32.1301   	1163.7518 	13.0503   	0.0338    	29.5980   
200.0000  	29.6729   	1074.7538 	12.7088   	0.0286    	34.9742   
200.0000  	29.6424   	1073.6478 	12.7044   	0.0235    	42.6296   
200.0000  	38.8038   	1405.4733 	13.8976   	0.0455    	21.9763   
200.0000  	38.1554   	1381.9879 	13.8198   	0.0499    	20.0213   
200.0000  	25.9760   	940.8491  	12.1574   	0.0246    	40.6642   
200.0000  	39.3669   	1425.8692 	13.9646   	0.0431    	23.2239   
200.0000  	27.7869   	1006.4430 	12.4336   	0.0253    	39.6036   
200.0000  	58.0440   	2102.3540 	15.8941   	0.1626    	6.1485    
200.0000  	36.7876   	1332.4480 	13.6527   	0.0379    	26.3636   
200.0000  	31.8197   	1152.5090 	13.0081   	0.0292    	34.2404   
200.0000  	45.6964   	1655.1244 	14.6761   	0.0665    	15.0271   
200.0000  	20.1765   	730.7915  	11.1754   	0.0190    	52.5095   
200.0000  	37.4709   	1357.1963 	13.7367   	0.0319    	31.3944   
200.0000  	79.1291   	2866.0552 	17.6236   	0.3503    	2.8548    
200.0000  	35.9368   	1301.6326 	13.5466   	0.0389    	25.7345   
200.0000  	54.8300   	1985.9427 	15.5951   	0.0880    	11.3693   
200.0000  	50.8594   	1842.1270 	15.2092   	0.1120    	8.9267    
200.0000  	42.8100   	1550.5793 	14.3604   	0.0477    	20.9447   
200.0000  	24.7383   	896.0228  	11.9612   	0.0221    	45.2327   
200.0000  	34.4559   	1247.9920 	13.3579   	0.0317    	31.5600   
200.0000  	32.0861   	1162.1576 	13.0443   	0.0300    	33.3609   
200.0000  	47.2266   	1710.5469 	14.8381   	0.0600    	16.6677   
200.0000  	47.5603   	1722.6348 	14.8730   	0.0615    	16.2479   
200.0000  	28.2862   	1024.5266 	12.5076   	0.0322    	31.1001   
200.0000  	29.9283   	1084.0020 	12.7451   	0.0272    	36.7915   
200.0000  	50.3465   	1823.5496 	15.1579   	0.0727    	13.7514   
200.0000  	25.4637   	922.2952  	12.0769   	0.0229    	43.6415   
200.0000  	46.4689   	1683.1026 	14.7583   	0.1195    	8.3681    
200.0000  	29.5533   	1070.4197 	12.6917   	0.0274    	36.4923   
200.0000  	31.3773   	1136.4870 	12.9476   	0.0296    	33.7519   
200.0000  	27.8699   	1009.4480 	12.4460   	0.0250    	39.9509   
200.0000  	35.7328   	1294.2424 	13.5209   	0.0340    	29.3730   
200.0000  	42.1657   	1527.2421 	14.2879   	0.0691    	14.4775   
200.0000  	23.5772   	853.9669  	11.7710   	0.0203    	49.3587   
200.0000  	21.5187   	779.4068  	11.4180   	0.0237    	42.1759   
200.0000  	43.4193   	1572.6456 	14.4282   	0.0553    	18.0861   
200.0000  	24.5396   	888.8227  	11.9290   	0.0211    	47.3009   
200.0000  	28.4334   	1029.8586 	12.5293   	0.0276    	36.1937   
200.0000  	66.1232   	2394.9821 	16.5997   	0.0663    	15.0880   
200.0000  	47.4796   	1719.7106 	14.8646   	0.0594    	16.8369   
200.0000  	33.0522   	1197.1502 	13.1740   	0.0335    	29.8879   
200.0000  	40.7621   	1476.4036 	14.1276   	0.0665    	15.0419   
200.0000  	41.3068   	1496.1306 	14.1903   	0.0512    	19.5156   
200.0000  	27.3205   	989.5483  	12.3636   	0.0188    	53.1311   
200.0000  	41.0071   	1485.2777 	14.1559   	0.0418    	23.9380   
200.0000  	28.7642   	1041.8400 	12.5777   	0.0266    	37.5751   
200.0000  	48.8389   	1768.9454 	15.0051   	0.0618    	16.1893   
200.0000  	22.3076   	807.9821  	11.5558   	0.0168    	59.6997   
200.0000  	63.6654   	2305.9592 	16.3915   	0.1383    	7.2327    
200.0000  	25.0085   	905.8062  	12.0045   	0.0201    	49.8587   
200.0000  	77.1757   	2795.3023 	17.4774   	0.6317    	1.5831    
200.0000  	20.1470   	729.7242  	11.1700   	0.0177    	56.4739   
200.0000  	25.4125   	920.4415  	12.0688   	0.0178    	56.1105   
200.0000  	31.2280   	1131.0789 	12.9270   	0.0253    	39.4653   
200.0000  	56.6185   	2050.7234 	15.7629   	0.1057    	9.4593    
200.0000  	28.0297   	1015.2341 	12.4697   	0.0226    	44.2233   
200.0000  	25.6455   	928.8804  	12.1056   	0.0193    	51.7263   
200.0000  	53.4955   	1937.6058 	15.4676   	0.0768    	13.0193   
200.0000  	36.2088   	1311.4843 	13.5807   	0.0312    	32.0876   
200.0000  	24.3349   	881.4104  	11.8958   	0.0204    	49.0809   
200.0000  	36.0884   	1307.1230 	13.5656   	0.0421    	23.7406   
200.0000  	28.4041   	1028.7956 	12.5250   	0.0227    	44.0891   
200.0000  	28.4141   	1029.1598 	12.5265   	0.0203    	49.2234   
200.0000  	65.8438   	2384.8610 	16.5763   	0.1039    	9.6246    
200.0000  	39.2294   	1420.8883 	13.9483   	0.0375    	26.6887   
200.0000  	46.7641   	1693.7972 	14.7895   	0.0559    	17.8910   
200.0000  	42.4742   	1538.4166 	14.3227   	0.0450    	22.2017   
200.0000  	33.3481   	1207.8676 	13.2132   	0.0299    	33.4047   
200.0000  	26.2772   	951.7604  	12.2042   	0.0208    	48.1289   
200.0000  	25.0126   	905.9576  	12.0052   	0.0185    	53.9292   
200.0000  	37.7381   	1366.8722 	13.7692   	0.0352    	28.4396   
200.0000  	30.3923   	1100.8109 	12.8107   	0.0273    	36.6105   
200.0000  	44.3706   	1607.1019 	14.5328   	0.0956    	10.4630   
200.0000  	43.3128   	1568.7912 	14.4164   	0.0501    	19.9441   
200.0000  	27.7459   	1004.9563 	12.4275   	0.0217    	46.0935   
200.0000  	95.6759   	3465.3800 	18.7752   	2.2972    	0.4353    
200.0000  	77.3671   	2802.2367 	17.4918   	0.1991    	5.0229    
200.0000  	62.7910   	2274.2914 	16.3161   	0.1544    	6.4783    
200.0000  	25.7476   	932.5768  	12.1217   	0.0208    	48.0531   
200.0000  	44.3603   	1606.7304 	14.5316   	0.0568    	17.6143   
200.0000  	33.0158   	1195.8315 	13.1691   	0.0300    	33.3681   
200.0000  	25.8782   	937.3090  	12.1421   	0.0194    	51.5690   
200.0000  	33.1690   	1201.3801 	13.1895   	0.0318    	31.4786   
200.0000  	37.7476   	1367.2196 	13.7704   	0.0362    	27.6511   
200.0000  	3.4180    	123.7984  	6.1836    	0.0087    	114.7744  
200.0000  	41.5485   	1504.8873 	14.2179   	0.0511    	19.5519   
200.0000  	35.9138   	1300.7986 	13.5437   	0.0288    	34.6683   
200.0000  	31.8733   	1154.4505 	13.0154   	0.0212    	47.1693   
200.0000  	50.7479   	1838.0900 	15.1981   	0.0667    	14.9880   
200.0000  	120.5997  	4368.1225 	20.2814   	3.4736    	0.2879    
200.0000  	39.0871   	1415.7356 	13.9314   	0.0399    	25.0707   
200.0000  	36.8766   	1335.6691 	13.6637   	0.0274    	36.5185   
200.0000  	24.4839   	886.8083  	11.9200   	0.0185    	54.1204   
200.0000  	48.7847   	1766.9819 	14.9995   	0.0654    	15.2860   
200.0000  	55.8005   	2021.0927 	15.6866   	0.0933    	10.7154   
200.0000  	33.3306   	1207.2333 	13.2109   	0.0296    	33.7408   
200.0000  	35.8541   	1298.6365 	13.5362   	0.0301    	33.1687   
200.0000  	37.4032   	1354.7454 	13.7284   	0.0375    	26.6444   
200.0000  	22.1519   	802.3411  	11.5289   	0.0196    	50.9917   
200.0000  	50.2159   	1818.8206 	15.1448   	0.1004    	9.9610    
200.0000  	40.6360   	1471.8365 	14.1130   	0.0354    	28.2814   
200.0000  	108.9989  	3947.9415 	19.6091   	1.2457    	0.8027    
200.0000  	24.7959   	898.1083  	11.9704   	0.0184    	54.2358   
200.0000  	36.2884   	1314.3647 	13.5906   	0.0336    	29.7306   
200.0000  	28.1957   	1021.2482 	12.4943   	0.0213    	46.9155   
200.0000  	31.3965   	1137.1798 	12.9502   	0.0248    	40.3791   
200.0000  	36.1244   	1308.4256 	13.5701   	0.0392    	25.5321   
200.0000  	33.9876   	1231.0297 	13.2971   	0.0326    	30.7027   
200.0000  	30.8949   	1119.0138 	12.8809   	0.0246    	40.5723   
200.0000  	43.1927   	1564.4383 	14.4030   	0.0953    	10.4929   
200.0000  	44.3298   	1605.6266 	14.5283   	0.0481    	20.7878   
200.0000  	21.9984   	796.7817  	11.5022   	0.0173    	57.6800   
200.0000  	26.7602   	969.2541  	12.2785   	0.0196    	51.0941   
200.0000  	34.8910   	1263.7515 	13.4139   	0.0182    	54.9982   
200.0000  	37.7837   	1368.5238 	13.7748   	0.0367    	27.2195   
200.0000  	34.8761   	1263.2135 	13.4120   	0.0247    	40.5615   
200.0000  	50.1603   	1816.8060 	15.1392   	0.0638    	15.6811   
200.0000  	66.0719   	2393.1235 	16.5954   	0.0816    	12.2525   
200.0000  	50.7833   	1839.3725 	15.2016   	0.0777    	12.8651   
200.0000  	26.8346   	971.9501  	12.2899   	0.0212    	47.2496   
200.0000  	31.0793   	1125.6906 	12.9065   	0.0243    	41.1190   
200.0000  	23.4839   	850.5851  	11.7555   	0.0175    	57.1615   
200.0000  	8.1585    	295.5008  	8.2639    	0.0147    	67.8340   
200.0000  	42.4060   	1535.9465 	14.3150   	0.0403    	24.8138   
200.0000  	45.4890   	1647.6125 	14.6539   	0.0383    	26.1020   
200.0000  	27.8361   	1008.2218 	12.4409   	0.0227    	44.0764   
