Osmo_mOsm	Area_um2	DiameterA_um	Volume_um3	DiameterV_um	Deformation	
200	115.9468	12.150228	669.24331	10.852467	0.087345958
200	138.0264	13.256722	931.19941	12.115686	0.083394527
200	138.0264	13.256722	931.19941	12.115686	0.083394527
200	164.73	14.482429	1202.872	13.194925	0.091396987
200	143.40181	13.512396	968.38266	12.274848	0.085211337
200	145.94501	13.631689	937.43794	12.142682	0.12431914
200	224.61079	16.911042	1898.781	15.363568	0.10618263
200	142.1302	13.452353	958.55851	12.233198	0.078193724
200	192.763	15.666317	1461.9358	14.081315	0.11518383
200	156.2912	14.106599	1077.4682	12.719458	0.093947172
200	125.4838	12.640053	771.59246	11.379673	0.080878794
200	145.1358	13.593846	962.99685	12.25205	0.10032183
200	179.00659	15.096962	1369.1107	13.776746	0.084565401
200	143.45959	13.515119	909.74976	12.021937	0.11164927
200	133.86481	13.055342	893.54582	11.950133	0.062772274
200	202.3	16.049186	1600.8031	14.513754	0.097396255
200	143.45959	13.515119	1016.3942	12.474444	0.076951385
200	130.1656	12.873694	840.42885	11.708487	0.078640103
200	156.9848	14.137866	1064.2716	12.667316	0.10667139
200	148.77721	13.763322	984.98837	12.344613	0.11866456
200	140.22281	13.361782	931.38151	12.116476	0.085090041
200	139.87599	13.345248	962.68028	12.250707	0.066051841
200	137.44841	13.228936	948.31798	12.189478	0.078751326
200	195.7686	15.78798	1465.3778	14.092358	0.10670745
200	145.54041	13.612781	961.55612	12.245937	0.11087823
200	164.03639	14.451907	1133.143	12.934869	0.094327807
200	214.0912	16.510281	1597.957	14.505148	0.13265687
200	172.93761	14.838834	1211.1081	13.224972	0.12147164
200	183.1682	15.271444	1370.6301	13.78184	0.10308963
200	167.38881	14.598837	1255.5135	13.384668	0.087802291
200	147.2744	13.693633	1032.131	12.538495	0.078235447
200	159.528	14.251925	1134.1048	12.938527	0.091325521
200	125.6572	12.648783	838.24696	11.698346	0.06531477
200	168.5448	14.649161	1228.8894	13.28938	0.10894382
200	169.58521	14.694305	1230.2667	13.294343	0.097034574
200	138.7778	13.292757	911.02284	12.027542	0.082249939
200	118.49	12.282758	738.67487	11.21549	0.076324224
200	100.68761	11.322519	591.74178	10.416245	0.056289136
200	155.771	14.083103	1122.4154	12.893921	0.090880811
200	143.92201	13.536883	1003.7069	12.422321	0.080135286
200	218.77301	16.689831	1842.7417	15.210913	0.10429251
200	144.5	13.564038	959.13574	12.235653	0.094958484
200	166.92639	14.578658	1186.1505	13.133498	0.10025859
200	153.3434	13.972934	1068.1058	12.68251	0.09324342
200	161.31981	14.33174	1120.3711	12.886088	0.11586052
200	138.6622	13.287219	938.43738	12.146996	0.077476561
200	256.97879	18.088548	2064.8898	15.799115	0.13147599
200	176.63681	14.996699	1331.8524	13.650624	0.092110693
200	219.2932	16.709661	1833.6029	15.185726	0.092017949
200	208.08	16.276845	1596.2914	14.500106	0.12309915
200	126.5242	12.692345	824.16741	11.632479	0.072112322
200	72.885796	9.6333316	359.23798	8.8198502	0.054834902
200	245.12981	17.666606	2154.0445	16.023302	0.1048165
200	152.18741	13.920166	1092.5315	12.778458	0.083876848
200	137.6218	13.237277	899.06021	11.974665	0.077896655
200	85.601799	10.439904	480.27047	9.7161845	0.042147517
200	349.45883	21.093715	3201.3904	18.285774	0.1705097
200	191.26021	15.605129	1450.8962	14.045781	0.11931461
200	125.4838	12.640053	834.28891	11.679904	0.06625402
