Time MedDef MedDiam MedVol N MedDefBin NBin MadDef MadDia MadV MadDefBin
2.6252708	0.090629876	15.006509	1186.7498	2343	0.08234036	363	0.015058875	1.2405153	270.85051	0.012120485
3.4789792	0.087873936	14.925373	1207.2853	2576	0.080617666	367	0.013291806	1.2562449	275.52038	0.011597395
4.2968751	0.089271843	14.878457	1196.8579	2892	0.085014403	426	0.014083177	1.2233753	264.37934	0.011324018
5.2497791	0.092326105	14.913041	1206.8427	3426	0.087744474	462	0.014406502	1.1550681	259.35221	0.012675852
6.2446417	0.094580054	14.933999	1207.5042	3047	0.090905845	342	0.014137805	1.16266	254.98952	0.014356762
7.2632167	0.098191708	14.961078	1217.36	3210	0.09322843	366	0.014577061	1.1630444	264.60997	0.013689578
8.3224167	0.10084426	14.92907	1212.5683	3157	0.097049177	376	0.014903963	1.1764479	264.88218	0.015431315
9.2906624	0.10449493	15.011413	1213.3203	2971	0.098547459	309	0.015990615	1.168118	263.74759	0.015062034
10.311404	0.10536468	14.974599	1194.2005	3001	0.098542094	333	0.015652835	1.1899062	263.43844	0.016359985
11.212563	0.10515004	14.972141	1185.9572	2850	0.099422246	332	0.015256643	1.1821662	261.53465	0.012897342
12.317254	0.10521626	14.890818	1178.7514	2859	0.099823713	324	0.015612721	1.1651105	254.25006	0.014338851
13.251058	0.10484809	15.032234	1197.9922	2883	0.10100102	324	0.015200257	1.1584772	251.28895	0.01340875
14.267108	0.10577172	14.940158	1168.6763	2729	0.099817961	336	0.015058994	1.1848599	259.43585	0.013240725
15.358775	0.10460955	14.962307	1186.1023	3367	0.099765718	403	0.01550889	1.1828862	259.29149	0.014934242
16.370371	0.10224241	14.935231	1185.069	2573	0.095181644	301	0.014970541	1.1894373	250.5529	0.013142586
17.274904	0.1006245	14.888346	1167.2521	2602	0.09350431	335	0.014654189	1.1906171	255.41355	0.012836397
18.330475	0.098438859	14.836354	1171.4538	2538	0.091035068	353	0.015105367	1.1852956	259.44734	0.013299227
19.335892	0.097986341	14.816499	1159.5887	2644	0.091357559	386	0.01444	1.1956119	245.94379	0.014427483
20.367875	0.095577657	14.724323	1153.1334	2631	0.088799953	405	0.01419723	1.133423	243.85543	0.013397932
21.610458	0.094555676	14.629052	1126.9771	2317	0.088046432	385	0.013905227	1.1439155	236.48109	0.011414886
22.558983	0.092799217	14.558452	1125.3644	2924	0.087886065	484	0.013898283	1.1968647	241.52446	0.011730105
23.561608	0.091472208	14.552132	1134.4657	2097	0.086159408	359	0.013230205	1.2041274	245.97349	0.011465311
24.558208	0.091032445	14.474804	1116.761	2057	0.085841447	372	0.013134897	1.1527597	242.60079	0.011867553
25.60715	0.089627445	14.507814	1152.1277	1827	0.084312379	317	0.012444913	1.1929306	255.07838	0.0095711946
26.721317	0.089308083	14.436622	1135.811	2081	0.084760547	400	0.012790203	1.2243866	257.76993	0.010663986
