Osmo_mOsm	DiameterA_um	Deformation
200	16.6966	1.6393
200	15.7868	1.7302
200	16.9247	1.865
200	14.0396	1.6765
200	16.6036	1.7929
200	16.57	1.7311
200	12.9448	1.658
200	12.9583	1.7454
200	15.0302	1.6921
200	13.8732	1.6299
200	16.6873	1.9392
200	16.7639	1.7341
200	17.2056	2.2829
200	14.7953	2.8655
200	16.2363	1.9899
200	16.9943	2.213
200	14.8911	1.8473
200	13.8009	2.437
200	18.9578	2.9421
200	18.4015	2.0419
200	17.0534	1.7105
200	13.3319	1.6667
200	16.7463	1.9916
200	13.5321	1.8159
200	12.7675	1.732
200	16.1421	1.9295
200	19.3117	1.9725
200	16.3561	3.5814
200	13.1276	1.76
200	16.4438	1.8937
200	14.6559	1.9024
200	14.1847	1.8
200	15.1792	1.7861
200	15.8361	2.26
200	14.1603	1.8641
200	16.2329	2.1329
200	15.0413	1.8028
200	16.2486	1.6945
200	9.9028	1.2306
200	16.6968	2.0339
200	18.8519	1.8375
200	14.3324	1.8031
200	15.494	1.9155
200	16.2499	1.8189
200	13.1845	1.5758
200	18.8135	1.9408
200	12.4859	1.4529
200	13.7861	1.6545
200	16.2265	1.8225
200	14.4733	1.6727
200	16.9127	2.0183
200	14.7819	1.8439
200	12.919	1.7811
200	14.7055	2.3926
200	16.2893	1.8207
200	18.5943	2.0284
200	15.1285	1.891
200	13.4814	1.7139
200	16.5337	1.7335
200	18.2556	2.2853
200	15.0236	1.6
200	15.1171	1.7008
200	14.411	1.9972
200	15.1878	1.7371
200	16.0399	1.6784
200	14.259	1.6958
200	16.8325	1.8679
200	12.7087	1.5085
200	12.5082	2.6071
200	17.1833	2.0427
200	19.248	4.6079
200	18.4235	2.213
200	15.9686	1.6814
200	16.0428	1.8225
200	16.7094	1.7128
200	13.9164	1.8626
200	12.9572	1.7036
200	16.7416	2.2606
200	13.336	1.76
200	18.1551	2.084
200	16.0764	1.8256
200	21.5282	2.2838
200	13.4068	1.6684
200	13.2702	1.6296
200	15.6956	1.5642
200	17.1841	1.8771
200	16.749	1.849
200	17.5775	1.8037
200	14.056	1.6021
200	14.2555	1.9549
200	12.5985	2.3579
200	16.7228	1.9239
200	14.0225	1.7439
200	15.5381	2.0214
200	13.7524	1.5583
200	12.7018	1.5675
200	16.6864	1.7366
200	16.2673	2.0193
200	12.7987	1.5815
200	15.7357	1.7826
200	14.2282	1.8562
200	17.5115	2.104
200	15.1314	1.6714
200	16.2894	1.9564
200	17.1597	2.0472
200	12.8633	1.739
200	16.55	1.9239
200	13.402	1.6119
200	15.9979	1.8883
200	12.9916	1.5623
200	15.7015	1.8871
200	16.924	1.9649
200	17.5608	1.9698
200	15.1854	1.83
200	12.9936	3.0578
200	16.2477	2.017
200	17.3035	2.0814
200	21.2719	1.9921
200	14.5934	1.7612
200	13.8764	1.9628
200	15.2303	2.0372
200	12.8136	1.5639
200	13.0118	1.6276
200	13.5492	1.7108
200	16.9247	2.0355
200	15.868	1.9747
200	17.0562	1.9492
200	15.4142	2.8138
200	18.5592	2.1446
200	13.9917	1.7799
200	14.4623	2.0096
200	15.7525	1.6649
200	14.6728	1.9292
200	16.8974	1.9373
200	16.2582	1.8
200	17.2105	1.881
200	16.4008	1.927
200	17.1432	1.842
200	18.031	2.9669
200	17.3776	2.0136
200	16.6658	1.5623
200	17.234	1.8675
200	16.131	1.8202
200	19.6296	1.9883
200	11.568	1.4373
200	15.0471	1.782
200	17.0687	1.9622
200	18.8364	2.3032
200	12.1814	1.5488
200	17.1955	1.775
200	16.7315	1.9093
200	16.4648	1.9309
200	13.8331	1.8446
200	15.8665	1.8072
200	12.6024	1.4252
200	13.1889	1.7989
200	19.8714	2.1053
200	13.6969	1.6918
200	13.0222	1.5503
200	13.2596	1.9084
200	16.7528	2.1335
200	16.8467	1.6769
200	16.843	1.8056
200	18.1702	1.779
200	14.0529	2.0169
200	15.8262	1.7418
200	17.5852	1.9452
200	15.1934	3.2764
200	13.3165	1.9411
200	14.6739	3.2448
200	10.7162	1.361
200	17.9008	2.0504
200	13.8612	1.7759
200	15.5718	2.1757
200	13.7449	1.7084
200	14.3066	1.703
200	15.4749	1.8083
200	16.3123	2.0601
200	15.112	1.9066
200	17.4404	2.4891
200	13.6858	1.8392
200	13.2104	1.5763
200	18.9649	2.0048
200	15.7321	1.8638
200	16.8201	1.832
200	13.788	1.6658
200	12.3357	1.5559
200	14.0499	1.6334
200	17.009	1.859
200	16.4231	1.6864
200	16.5706	1.9293
200	12.7713	1.6738
200	15.9201	2.0736
200	19.0642	2.0913
200	14.4089	2.1504
200	16.5978	1.6047
200	15.919	1.7192
200	16.0421	2.1838
200	16.5902	1.7888
200	19.841	2.1215
200	15.5592	1.8011
200	13.0109	1.7138
200	10.2143	1.0366
200	16.9933	2.0679
200	12.6713	1.5841
200	16.6451	1.792
200	16.7033	1.9472
200	17.1842	2.1462
200	15.7633	1.7807
200	16.5827	2.5956
200	12.7441	1.489
200	13.3918	1.564
200	17.8291	1.9935
200	13.0289	1.8167
200	16.9743	1.8819
200	17.0295	1.7551
200	15.721	1.8277
200	12.9038	1.8071
200	15.9957	1.7513
200	14.4984	1.7793
200	21.1105	2.2432
200	12.8549	1.5913
200	12.9328	1.5966
200	13.0648	1.7092
200	13.9209	1.9273
200	16.3115	2.3986
200	12.7395	1.6804
200	16.8802	1.7648
200	16.1391	2.1694
200	16.2604	1.8979
200	15.7566	2.175
200	12.5186	1.7081
200	16.7887	2.2225
200	15.0424	1.8401
200	15.754	1.836
200	12.7999	1.469
200	16.3477	1.9365
200	16.3793	2.0241
200	17.8673	1.9924
200	15.9414	1.864
200	15.5852	1.74
200	16.6969	2.1059
200	22.8731	2.4164
200	16.6247	2.2745
200	13.7617	1.7135
200	16.152	1.6974
200	20.1218	1.9441
200	14.3726	1.6216
200	17.5222	1.8729
200	16.6673	2.1792
200	13.4464	1.6883
200	13.0777	1.7466
200	14.6717	1.734
200	17.0495	1.8979
200	16.5786	2.1381
200	13.305	1.7229
200	13.7098	1.6639
200	17.1661	2.0757
200	16.4605	1.921
200	16.2637	2.6901
200	10.9459	1.366
200	13.2906	1.8333
200	20.6156	1.9785
200	14.6018	1.8358
200	15.7452	1.907
200	15.5373	1.7676
200	14.138	1.9042
200	12.7721	1.6629
200	16.6677	1.7849
200	14.1789	1.8246
200	13.18	1.7492
200	16.7862	1.987
200	13.8557	1.8301
200	17.0981	2.6154
200	17.0742	1.7624
200	17.0361	2.4703
200	20.1974	2.7294
200	13.1868	1.7054
200	16.4119	1.7855
200	14.9586	1.8549
200	17.2516	1.8045
200	16.2608	1.8125
200	13.0741	1.5679
200	14.1974	1.6596
200	15.7333	3.1009
200	17.6398	2.2371
200	19.3299	2.3774
200	13.2902	1.7837
200	16.1889	1.8231
200	18.3014	1.8908
200	14.2821	1.6257
200	13.2298	1.597
200	17.3195	1.7609
200	14.337	1.6856
200	17.106	1.9319
200	14.4563	1.7703
200	16.1715	4.2611
200	15.7216	1.9429
200	16.6902	1.8302
200	17.5235	1.8681
200	12.736	1.5821
200	14.5219	1.7707
200	13.8985	2.1579
200	18.8328	1.9452
200	15.4342	1.9326
200	15.1102	1.664
200	15.5058	1.8605
200	11.8583	1.6141
200	12.4294	1.6559
200	10.946	1.6118
200	13.1787	1.7077
200	13.4049	1.6277
200	15.7416	4.141
200	14.7579	1.8366
200	16.3629	2.1304
200	15.5538	2.227
200	13.1331	1.7878
200	12.1257	1.6266
200	16.6423	1.8451
200	14.8594	1.9647
200	14.5253	1.7198
200	12.7107	1.7034
200	13.3661	1.7527
200	14.3655	1.9207
200	16.1307	1.994
200	16.8036	2.0709
200	13.2734	1.7562
200	16.7209	3.9927
200	14.4488	1.6601
200	15.3887	1.6136
200	12.6167	1.7042
200	12.6735	1.6709
200	15.2409	1.6675
200	16.6193	1.9787
200	14.4936	1.669
200	13.8817	1.7112
200	17.3243	1.9029
200	13.4361	1.8121
200	23.4166	4.5255
200	17.1655	2.0628
200	13.5678	1.7848
200	17.9382	2.1257
200	12.9075	1.8079
200	15.2428	1.9098
200	13.0366	1.7003
200	16.761	1.6927
200	12.4867	1.7323
200	15.298	2.0056
200	12.8525	1.6747
200	13.6857	1.7331
200	14.5123	1.6812
200	20.5279	2.6457
200	14.9221	1.8659
200	16.5943	2.3624
200	16.7438	2.2165
200	13.1949	1.6737
200	14.2745	1.9972
200	15.1142	2.1014
200	13.1505	1.9259
200	16.7601	1.8916
200	15.2567	1.8675
200	16.5807	1.7995
200	16.9585	1.9503
200	14.2923	1.7446
200	14.382	1.8824
200	14.5791	1.8827
200	18.5928	1.8009
200	15.1934	1.9428
200	16.5658	1.8136
200	15.4828	3.0514
200	13.4541	3.6565
200	13.8381	1.6076
200	12.8377	1.5775
200	13.8587	1.6702
200	12.9324	1.8397
200	17.3174	2.1
200	14.1806	1.9268
200	18.729	1.9924
200	9.5299	1.5992
200	15.3642	1.7766
200	18.5359	2.0171
200	15.6277	1.8882
200	16.2175	1.7039
200	16.6638	1.937
200	17.381	2.0315
200	14.1973	1.6345
200	13.0272	1.6427
200	15.9595	1.8688
200	16.937	1.9697
200	13.9806	1.6793
200	15.307	1.8
200	14.2562	1.7418
200	16.4691	1.7534
200	16.8019	1.9765
200	16.7107	2.9244
200	16.6956	1.9093
200	13.0694	1.6308
200	17.3529	1.8485
200	13.747	1.8782
200	17.0382	1.9598
200	16.1083	1.7849
200	16.7437	1.9977
200	16.1437	1.8672
200	20.5946	2.2404
200	17.0029	1.9484
200	14.5277	1.7364
200	17.1628	1.9635
200	16.4486	2.2277
200	13.5909	1.7607
200	14.2123	1.4988
200	15.7406	1.9868
200	12.6685	1.6594
200	18.4412	2.0903
200	13.9551	1.616
200	13.6885	1.8217
200	13.5151	2.05
200	14.6799	1.7507
200	16.3529	2.0771
200	15.1881	1.937
200	15.3579	1.752
200	19.75	2.5666
200	16.8832	1.9777
200	14.9325	1.8235
200	15.724	1.8079
200	15.7795	3.4694
200	13.5392	1.8454
200	15.8698	1.7165
200	12.915	1.6559
200	12.4499	1.6006
200	17.373	2.1773
200	12.9482	2.2231
200	16.9128	2.5981
200	16.5374	1.9858
200	17.6342	2.2016
200	15.1236	1.586
200	16.2754	1.7847
200	16.7264	2.0095
200	16.8276	2.1763
200	16.8509	2.52
200	17.3896	1.8925
200	15.8261	1.6203
200	13.1432	2.4041
200	13.9377	1.7837
200	15.8597	1.9743
200	13.3966	2.0101
200	14.2433	1.7192
200	17.8532	1.9627
200	15.4697	2.0817
200	13.4695	1.6257
200	15.8884	2.1008
200	17.6288	2.0024
200	17.1264	2.1833
200	13.1705	1.5714
200	16.932	2.1482
200	14.5451	1.7919
200	12.9156	1.4441
200	13.6476	1.6731
200	16.9582	2.049
200	12.9132	1.7813
200	13.6671	2.6962
200	16.9579	1.8661
200	18.8417	2.6411
200	16.6341	1.8268
200	15.3876	1.9548
200	18.2849	2.0118
200	14.1088	1.7753
200	16.0281	1.8656
200	13.1434	1.5808
200	15.666	2.0207
200	16.9455	1.9011
200	12.8504	1.5773
200	13.0277	1.7569
200	17.2714	2.1749
200	12.9647	2.0505
200	14.2491	1.6414
200	12.0869	1.6364
200	14.248	1.6736
200	15.5653	1.8898
200	16.277	1.8298
200	17.206	2.0408
200	15.4644	2.204
200	12.8851	1.5772
200	14.6716	1.7797
200	20.3886	2.6624
200	17.645	1.716
200	17.0933	1.843
200	15.4138	1.8038
200	13.1042	1.609
200	13.6876	3.7714
200	17.7966	3.2013
200	16.954	2.1062
200	15.3909	1.9572
200	16.739	2.3542
200	15.5733	1.8235
200	13.9422	1.8764
200	15.4214	1.6761
200	16.287	2.1843
200	14.3527	2.1782
200	19.7118	2.129
200	13.45	1.6267
200	15.9649	2.0682
200	17.2902	1.9307
200	14.0661	1.6973
200	14.3719	1.774
200	14.4386	1.8104
200	16.3732	2.9417
200	16.4982	1.6903
200	15.2336	1.9263
200	12.3185	1.4509
200	12.5594	1.6141
200	17.2982	1.9134
200	15.6318	1.8233
200	17.341	2.1232
200	14.7169	1.782
200	18.0231	2.9186
200	10.5091	1.3846
200	17.0247	2.0181
200	18.098	2.2071
200	14.8284	2.051
200	14.2597	1.6099
200	13.2518	3.689
200	16.7899	2.0851
200	16.6401	1.9216
200	18.2104	2.2296
200	18.3385	2.0591
200	13.9662	1.5967
200	15.4198	1.8992
200	16.7768	1.9673
200	13.0977	1.7055
200	14.4555	1.8722
200	17.6442	1.9085
200	13.9814	1.9803
200	18.1066	2.5508
200	16.7716	1.7763
200	20.7297	2.1663
200	15.452	1.839
200	14.9714	1.7827
200	12.8166	1.7797
200	17.0111	1.7426
200	16.9968	1.8191
200	19.4525	1.9932
200	17.5345	2.0106
200	18.3435	2.8529
200	15.5755	1.7399
200	12.9244	1.6369
200	19.3343	2.1323
200	14.0934	1.8471
200	16.7841	1.7825
200	13.2769	1.6529
200	14.0957	1.6601
200	14.6131	1.7561
200	14.6614	1.7057
200	15.1254	1.8087
200	18.5685	1.7741
200	16.4273	1.6658
200	13.1028	1.58
200	13.335	1.8333
200	13.1206	1.6435
200	13.5044	1.8471
200	13.3963	1.6099
200	17.4901	1.8953
200	15.2225	1.9416
200	16.2782	2.0389
200	19.161	1.9772
200	16.7318	1.8634
200	13.1918	1.8045
200	15.8663	2.0943
200	17.5639	2.0409
200	12.8488	2.0547
200	16.6866	1.9835
200	15.3126	1.9786
200	13.2673	1.6921
200	13.2265	1.4982
200	14.1766	1.6822
200	17.7621	1.9369
200	13.3619	1.8328
200	14.1491	1.7938
200	13.8396	1.6099
200	14.4512	3.7351
200	18.1264	2.3094
200	13.0454	1.5559
200	15.8019	1.7875
200	16.6097	1.8463
200	13.3456	1.7938
200	13.5845	1.7775
200	18.9604	1.9041
200	15.4927	1.7875
200	15.7082	2.0354
200	14.8415	1.649
200	14.877	1.9216
200	16.4312	2.2262
200	13.4098	1.836
200	14.2862	2.0096
200	14.5182	2.019
200	13.7932	1.8746
200	16.8421	1.892
200	12.8646	1.8296
200	16.4182	1.8739
200	15.7222	1.6047
200	13.4741	1.9349
200	16.9839	2.0235
200	14.4634	1.6371
200	17.4334	2.1253
200	13.8746	1.9231
200	14.8523	1.8407
200	13.2318	1.7242
200	15.9395	1.8937
200	18.4165	1.971
200	14.4358	1.9228
200	13.8105	1.8281
200	13.0374	1.8842
200	13.5608	1.8056
200	16.5302	1.8195
200	15.3074	1.769
200	15.1048	1.9573
200	15.1377	1.8635
200	14.268	1.9933
200	19.3235	1.9794
200	17.3625	2.0417
200	13.3628	1.6322
200	15.9404	1.8491
200	13.3818	5.6564
200	13.1883	1.7918
200	16.2486	2.12
200	16.3126	1.8633
200	16.3938	1.9755
200	16.6153	1.6905
200	13.0334	1.8159
200	14.9666	2.0643
200	16.6299	1.8442
200	18.3902	2.1283
200	19.0923	2.0526
200	15.7331	1.769
200	16.5196	1.7943
200	17.1776	1.9558
200	16.3795	1.8157
200	14.6795	1.7422
200	11.9887	2.5726
200	14.085	2.0283
200	17.3069	1.754
200	18.6041	2.1228
200	16.1685	2.2
200	13.7525	1.6022
200	16.8841	2.0757
200	14.8911	1.6969
200	16.783	2.1563
200	16.549	1.9019
200	14.3388	1.7699
200	13.2222	1.8089
200	13.328	1.8162
200	17.4149	2.0703
200	13.9285	1.8475
200	15.0916	1.8038
200	20.5462	1.9534
200	16.3718	2.0927
200	15.7591	2.0944
200	9.0307	1.1202
200	16.761	3.524
200	17.5773	2.2822
200	16.8882	1.797
200	16.4605	1.7958
200	11.3373	2.4975
200	16.0502	1.7935
200	15.9769	1.8629
200	14.0726	1.7268
200	12.9087	1.6067
200	16.3189	1.8116
200	12.8392	1.9176
200	12.6009	1.7374
200	16.3705	2.3146
200	15.0576	2.1318
200	19.1607	2.3735
200	14.5459	1.9233
200	16.2681	1.677
200	16.3474	2.2551
200	14.057	1.9907
200	16.8724	1.9811
200	13.2719	1.789
200	19.2909	2.3048
200	15.977	1.9103
200	17.5389	2.2101
200	15.0036	1.6698
200	17.2855	1.8726
200	17.022	1.9034
200	15.9648	1.7875
200	16.7592	2.6171
200	14.0784	1.8462
200	12.6199	1.5706
200	13.6232	1.7368
200	12.9716	1.5791
200	15.212	1.9237
200	15.7728	1.8098
200	17.0847	2.0613
200	14.6502	1.9429
200	16.518	1.6123
200	14.3341	1.8571
200	16.9514	2.0945
200	16.0929	1.7967
200	18.4823	1.9358
200	16.3296	1.8939
200	18.1639	1.9563
200	13.0663	1.6547
200	13.2652	1.8627
200	12.6599	1.7972
200	15.3693	1.8832
200	17.2121	2.0677
200	15.9113	1.8061
200	16.2245	1.9171
200	16.8244	2.0499
200	12.6651	1.6592
200	16.0948	1.7887
200	13.314	1.6418
200	14.5397	1.6894
200	16.8068	1.9697
200	13.7149	1.8845
200	12.9242	1.8119
200	16.4142	1.5785
200	14.7602	1.7065
200	12.569	1.559
200	12.5003	2.0724
200	15.7817	1.919
200	16.2778	2.4305
200	16.9852	4.0378
200	13.6431	1.5641
200	15.5549	1.6293
200	15.8858	1.8451
200	13.4787	1.6589
200	13.4003	1.7117
200	14.7481	1.9488
200	13.9783	1.6222
200	15.414	1.6088
200	13.8313	1.5838
200	14.9742	1.7751
200	16.9015	1.9768
200	13.6698	1.6639
200	15.5784	1.8127
200	15.815	1.9028
200	16.2007	1.9474
200	10.8333	2.0697
200	17.6656	1.8353
200	18.8647	2.4741
200	17.0285	2.0703
200	14.6755	1.7288
200	12.5868	1.7038
200	12.3871	1.5338
200	14.1239	1.8614
200	16.3574	1.7458
200	15.0436	1.9755
200	18.3511	1.8161
200	18.5788	2.3215
200	14.2032	1.9574
200	18.9799	1.9341
200	12.9956	1.8328
200	14.004	1.7155
200	12.9736	3.0356
200	16.7708	1.9349
200	15.3478	1.7749
200	15.2826	1.7466
200	15.7982	1.7762
200	16.9179	2.0424
200	17.1378	1.7092
200	17.1269	2.3369
200	16.7146	1.9841
200	13.8296	1.8254
200	12.8792	1.8107
200	12.6861	1.5129
200	16.799	2.1799
200	15.4645	1.8555
200	14.8992	1.9816
200	15.7001	1.9055
200	15.1505	2.0488
200	16.9668	2.4111
200	14.5644	1.7333
200	13.1809	1.8555
200	16.786	1.627
200	14.7357	2.0508
200	16.255	2.0561
200	16.7755	1.8161
200	14.249	1.8381
200	14.5225	2.0031
200	17.3022	2.0817
200	17.4163	2.1442
200	16.6432	2.1076
200	14.1196	1.6298
200	16.1178	1.8027
200	17.7687	2.1682
200	17.1619	2.0188
200	12.9965	2.9947
200	12.7527	1.7193
200	12.4933	1.7175
200	13.0157	1.7572
200	12.8105	1.7673
200	14.3623	1.6457
200	15.877	1.9229
200	16.254	1.8534
200	13.6213	4.6048
200	13.863	1.7485
200	15.6289	1.782
200	18.3511	2.2271
200	16.1815	1.9537
200	16.8967	1.9738
200	15.3553	2.1831
200	16.6317	1.6729
200	13.2481	2.6227
200	16.4578	1.831
200	16.8614	1.9782
200	16.7192	2.288
200	15.1658	2.0319
200	13.7262	1.7805
200	18.614	2.2297
200	14.4147	3.6743
200	16.666	1.9622
200	19.1733	2.215
200	12.7945	1.7011
200	12.77	1.7921
200	16.7028	2.0292
200	16.1598	1.6353
200	17.0158	2.0103
200	14.5277	1.8543
200	17.2232	2.1698
200	14.4981	1.8916
200	16.0159	1.7935
200	13.3075	1.9322
200	16.5699	1.6987
200	13.4473	1.8172
200	16.5156	2.0163
200	16.4547	2.1435
200	13.232	1.7199
200	23.9797	2.8372
200	17.7615	2.2577
200	13.0745	1.8955
200	15.4407	1.8842
200	15.1824	5.4156
200	14.6404	1.6052
200	12.6067	1.7255
200	16.6708	1.7372
200	14.7795	2.0962
200	15.7825	1.8103
200	12.4386	2.6658
200	17.3351	1.9835
200	13.1154	1.6839
200	15.9243	1.8039
200	12.9369	1.7847
200	19.2597	2.5083
200	16.6397	1.7018
200	13.2914	1.7922
200	15.9523	4.5192
200	15.8516	1.8113
200	17.3435	1.9378
200	15.2686	1.7896
200	18.3493	2.1702
200	16.4324	2.2534
200	18.4071	1.975
200	14.5289	1.8103
200	14.1559	1.792
200	16.494	2.2116
200	13.6434	1.7607
200	17.8445	1.9153
200	19.9378	1.9251
200	15.14	1.8973
200	16.4914	1.8353
200	16.7563	1.8256
200	17.3954	1.9
200	18.287	2.1168
200	15.9024	2.0681
200	14.7204	1.7699
200	12.8838	1.8889
200	16.6757	1.8802
200	17.2975	1.8786
200	13.8909	1.7035
200	17.0407	1.7618
200	13.9842	1.6778
200	13.8146	1.8025
200	17.2899	3.8271
200	15.4966	1.8083
200	14.1842	1.9292
200	13.0354	1.6601
200	13.6388	1.6327
200	17.1541	1.8889
200	15.7821	1.8144
200	14.9077	3.7361
200	17.1793	1.8132
200	14.1098	1.7446
200	18.4974	2.1253
200	19.9584	2.5851
200	15.0951	1.7008
200	15.7808	1.9457
200	15.8382	1.8159
200	17.5466	3.0732
200	14.1635	1.8705
200	13.6724	1.6459
200	13.8779	1.6755
200	15.8346	1.8782
200	15.9402	1.9686
200	16.7989	1.8814
200	15.2	1.7659
200	15.6664	1.873
200	17.1012	2.089
200	16.2127	1.8275
200	13.9672	1.8585
200	17.4756	2.0817
200	15.9979	1.9849
200	15.1984	1.643
200	17.3655	1.8384
200	16.8295	1.8806
200	16.216	1.8113
200	13.5963	1.916
200	17.1756	2.1816
200	15.6261	1.8491
200	15.3337	2.1012
200	13.1909	2.4872
200	15.3187	1.8695
200	16.0611	2.3679
200	15.3242	2.1846
200	16.9395	2.0411
200	18.5296	2.1701
200	7.6882	2.5376
200	15.7005	2.5414
200	14.7725	2.4768
200	13.1195	2.5627
200	13.5138	2.6195
200	15.9333	2.2465
200	13.2	2.2011
200	16.9671	2.856
200	15.4161	3.0678
200	17.9328	2.6233
200	17.1568	2.4729
200	16.9713	3.7023
200	15.4408	3.039
200	15.7762	2.2773
200	15.3212	2.6512
200	12.8839	2.6592
200	14.7584	2.8018
200	14.1032	2.159
200	17.3641	2.8135
200	15.8121	2.1423
200	16.5724	3.2194
200	16.8996	2.3959
200	16.0101	2.5751
200	16.8447	3.2431
200	17.4556	2.7514
200	14.1456	2.9968
200	15.8495	2.1784
200	15.742	1.976
200	15.7202	2.6317
200	15.4586	2.6992
200	12.7048	2.0395
200	14.3802	1.9916
200	16.6402	2.0649
200	12.3173	2.4444
200	13.4064	2.906
200	14.1374	2.8516
200	16.0653	3.0417
200	17.1002	2.4691
200	13.3259	2.1184
200	16.2232	2.5635
200	14.3628	2.753
200	17.0278	2.4393
200	16.3776	2.6176
200	16.8358	2.6091
200	13.2037	2.2072
200	13.4936	2.3865
200	13.0008	2.3951
200	16.8994	2.3467
200	16.2445	3.0028
200	16.3215	2.1698
200	12.8659	2.6492
200	12.8143	2.2638
200	18.3684	2.9811
200	14.4773	2.8451
200	13.606	2.2316
200	16.2007	3.6732
200	16.83	2.7044
200	15.8213	2.839
200	17.5218	2.9675
200	13.6797	2.5552
200	15.7096	2.202
200	12.9393	2.1607
200	14.4381	2.5071
200	13.4212	3.075
200	16.7182	2.5861
200	16.0583	2.7639
200	16.1232	2.6105
200	14.6894	3.2523
200	15.4037	2.6096
200	13.2766	2.1723
200	16.5568	3.1268
200	14.2943	2.6985
200	13.4348	2.4338
200	13.7186	2.8726
200	15.8165	2.5499
200	15.5336	2.5369
200	15.5286	2.3161
200	13.3624	2.4492
200	16.283	2.6045
200	13.5323	2.6
200	15.5338	2.5316
200	16.345	3.4167
200	18.9246	2.4554
200	16.7322	2.6576
200	15.1399	3.1416
200	16.4017	2.1467
200	17.3482	2.695
200	16.0599	2.2781
200	14.4684	2.1854
200	16.0821	2.8473
200	14.2492	2.9056
200	16.8863	2.5429
200	16.1033	3.0405
200	16.2739	2.5646
200	17.3948	3.7406
200	14.4352	2.6328
200	14.5094	2.8067
200	14.3358	2.6841
200	16.1953	3.2391
200	17.03	3.6006
200	14.9079	3.0763
200	15.3444	2.3125
200	14.5303	2.6583
200	16.644	2.8861
200	15.8118	2.1491
200	17.8661	2.3703
200	14.8592	2.305
200	15.5832	2.7915
200	16.7146	2.5343
200	15.6254	3.2997
200	16.7719	2.3134
200	16.1282	3.6519
200	13.0959	3.1754
200	16.7917	2.9585
200	14.7424	2.7692
200	13.8036	2.5861
200	15.339	2.4632
200	14.7645	2.0838
200	14.0842	2.2578
200	14.5725	2.5382
200	13.1525	2.8301
200	18.1475	3.1957
200	15.8305	2.5408
200	14.8607	2.9603
200	12.9789	2.689
200	16.9578	3.7155
200	16.8434	2.7859
200	14.749	2.5457
200	15.0972	2.5847
200	15.3162	3.5994
200	16.5695	3.0665
200	16.439	2.9972
200	15.6111	2.5665
