Osmo_mOsm	DiameterA_um	Deformation
200	14.668	2.1134
200	15.7066	2.4542
200	13.3775	2.5441
200	12.9343	2.2351
200	18.0388	3.6195
200	13.9003	2.4221
200	14.2644	2.5014
200	13.9513	2.0963
200	17.7928	2.7221
200	14.1869	1.9966
200	14.5823	2.5123
200	15.0605	1.96
200	14.9792	3
200	14.7891	1.9103
200	16.1429	2.7471
200	14.9856	2.4834
200	15.2195	2.5586
200	16.9411	2.8094
200	15.2513	2.376
200	14.9125	2.3225
200	14.5897	2.1045
200	18.1701	3.7473
200	16.8144	2.6894
200	16.9493	2.6775
200	11.7058	2.2635
200	14.6625	3.0197
200	12.2991	2.2649
200	14.6897	3.2543
200	14.6784	2.4479
200	12.5169	2.3371
200	16.7905	3.0708
200	13.3368	2.5287
200	8.5665	1.8223
200	14.7352	2.3
200	15.665	2.4932
200	15.312	2.9834
200	14.2148	2.6028
200	16.8831	2.5961
200	14.5185	2.7195
200	14.766	2.2914
200	14.9415	3.2257
200	14.0066	1.9824
200	16.4352	3.5761
200	15.6373	2.5374
200	12.0821	1.9128
200	14.539	2.2667
200	13.867	2.4223
200	11.4778	2.4092
200	14.6665	2.8179
200	14.0372	2.4504
200	16.7066	2.5014
200	11.1344	1.8693
200	15.211	2.5778
200	15.6405	2.6351
200	12.2212	2.3344
200	15.1198	2.9724
200	13.1858	1.822
200	15.1328	2.1579
200	15.2347	2.2332
200	12.6656	2.5946
200	21.656	2.9351
200	14.1614	2.9521
200	18.1042	2.5117
200	14.55	2.5667
200	14.8446	2.3777
200	15.1989	2.4647
200	15.1713	4.5065
200	11.5031	2.6529
200	14.3158	2.1572
200	13.5452	3.0085
200	14.2356	2.3455
200	16.2475	2.1818
200	15.6832	2.1344
200	13.0187	2.4363
200	17.7275	3.4444
200	14.9266	3.5552
200	12.954	2.2677
200	11.9614	1.983
200	14.4843	2.172
200	10.8247	2.7914
200	17.1249	2.8997
200	6.8577	2.1826
200	15.2952	2.83
200	18.848	3.8911
200	14.1193	2.0964
200	14.0592	2.643
200	13.909	2.4831
200	13.5686	2.4589
200	12.4634	2.0585
200	13.4785	2.2414
200	16.6907	3.052
200	16.1267	2.6883
200	17.558	2.3624
200	13.4092	2.0971
200	16.7171	3.1955
200	15.1783	2.0956
200	14.2845	2.4741
200	16.1983	2.3763
200	15.0704	2.4056
200	14.7629	2.4558
200	14.2605	1.9629
200	15.2575	2.7425
200	17.4544	2.6977
200	14.7994	2.0096
200	12.6573	1.9112
200	12.713	2.4358
200	12.9673	2.4074
200	15.0297	2.1927
200	13.14	2.1437
200	14.6557	2.6608
200	15.521	3.3494
200	16.5336	2.358
200	13.6825	2.4423
200	14.4666	1.891
200	18.4105	2.4439
200	14.0076	1.5619
200	15.1651	2.9843
200	17.1912	2.7598
200	16.1426	2.523
200	14.7042	2.7791
200	14.9951	2.6349
200	15.4425	2.0378
200	15.3144	2.3451
200	15.1395	2.5846
200	14.5366	2.2952
200	18.3089	2.6449
200	16.3472	3.0434
200	14.6149	2.5586
200	14.8474	2.5317
200	12.6882	2.1728
200	15.4663	2.7149
200	14.6214	2.5751
200	15.1203	3.0996
200	15.3075	2.3571
200	13.1776	2.1831
200	14.6417	3.1564
200	16.237	3.3627
200	17.6144	2.8414
200	15.8204	2.4823
200	14.8166	2.4212
200	14.4771	2.2094
200	14.2707	2.8791
200	15.2805	3.0927
200	13.0486	2.238
200	13.9697	2.3528
200	13.1744	2.4752
200	17.6431	2.67
200	15.766	3.2698
200	15.8867	2.5123
200	16.511	3.5304
200	12.4119	2.7472
200	14.983	2.1354
200	15.0943	2.4687
200	14.6375	2.5042
200	14.4974	2.0287
200	17.659	3.5649
200	13.2633	2.0518
200	15.3531	1.967
200	13.5604	1.7748
200	13.3855	2.8758
200	17.4892	3.61
200	13.9644	2.7528
200	14.2601	2.6185
200	13.7505	2.5
200	13.9374	2.4618
200	14.0601	2.4281
200	18.6181	2.898
200	14.6136	2.2222
200	16.3402	3.0201
200	14.6808	2.4315
200	17.1463	2.8272
200	16.0337	2.984
200	14.0335	2.2493
200	12.614	2.031
200	15.3016	2.4886
200	13.0173	3.0368
200	10.8957	1.9804
200	15.6672	2.4165
200	15.4757	2.7082
200	16.0329	2.4133
200	17.3062	2.5871
200	14.8401	2.2088
200	16.9972	2.286
200	15.5266	2.5693
200	13.543	2.4694
200	12.4346	1.9889
200	16.9487	2.8943
200	12.3721	1.9612
200	13.7719	2.3194
200	18.3964	2.408
200	16.1615	2.9891
200	19.1046	2.3593
200	14.6137	2.9937
200	12.9799	2.5337
200	15.4445	2.629
200	18.5711	2.9357
200	14.8298	2.9394
200	14.7426	2.2629
200	14.0993	2.5864
200	15.131	2.3134
200	15.4465	2.3938
200	14.0898	2.1864
200	14.2	1.9974
200	14.3791	1.8147
200	17.54	2.383
200	17.6791	3.1404
200	15.6261	2.4733
200	14.9369	2.3718
200	13.5443	2.3204
200	16.2192	2.9013
200	14.8506	2.2583
200	15.4343	2.6458
200	14.9769	2.4933
200	12.8145	2.1976
200	12.9543	2.8239
200	15.3605	3.0472
200	14.1623	3.0362
200	16.7741	2.9528
200	14.8637	2.9662
200	18.0029	2.8967
200	14.558	2.2063
200	14.4698	3.0671
200	14.8275	2.8133
200	12.0882	2.2408
200	16.572	3.1084
200	13.3262	2.3278
200	12.7879	2.1806
200	17.1193	3.654
200	15.3574	2.367
200	13.5913	2.7351
200	14.8001	2.3016
200	16.5319	2.6639
200	14.4843	3
200	13.3699	1.5444
200	14.8011	2.2153
200	15.7736	2.5083
200	14.9293	2.6865
200	16.9349	3.5395
200	15.2629	3.3973
200	14.3981	2.5194
200	17.7364	2.6118
200	15.0298	2.521
200	15.463	2.273
200	14.0627	2.3352
200	14.8526	2.6369
200	15.2924	2.6892
200	15.8477	2.5875
200	15.0283	2.6376
200	12.8292	2.0627
200	11.8984	1.7809
200	18.6606	2.4846
200	14.682	3.103
200	14.8984	2.631
200	16.2996	2.5494
200	12.9505	2.3764
200	12.0232	1.7629
200	13.3458	2.4103
200	16.4076	3.9685
200	15.4181	2.8187
200	14.814	2.7345
200	14.8598	3.0401
200	15.0659	2.6739
200	12.1517	2.1191
200	14.6869	2.3569
200	18.5171	2.3792
200	14.5388	2.5864
200	18.449	2.725
200	15.1077	2.222
200	14.6074	2.135
200	14.1752	2.5823
200	15.26	2.626
200	16.4251	3.0956
200	17.8052	2.4852
200	16.6285	2.7629
200	15.7099	2.5223
200	17.1237	2.3522
200	16.7964	2.5256
200	21.8311	3.6218
200	15.187	2.7424
200	15.8574	3.5639
200	14.0744	2.2062
200	15.0805	2.5806
200	14.321	2.7932
200	14.6756	2.1733
200	16.3957	3.4889
200	13.7679	2.1172
200	13.3513	2.5439
200	14.8517	2.5122
200	13.7752	2.7389
200	14.3011	2.4885
200	15.2525	2.267
200	14.5802	2.2098
200	16.6737	3.0803
200	14.5068	2.2926
200	14.6895	3.5483
200	14.9609	2.6141
200	13.341	2.7061
200	15.0241	2.3252
200	12.5723	2.2759
200	14.3455	3.12
200	14.5714	2.8215
200	14.9483	2.4419
200	15.0271	2.2357
200	14.1052	2.4844
200	15.7635	2.7614
200	15.5826	2.7692
200	15.3859	2.6694
200	14.0659	2.387
200	18.2086	1.7317
200	15.0625	2.4111
200	15.2691	2.8472
200	15.3551	2.3488
200	13.971	2.7408
200	16.2467	2.8476
200	15.3398	2.3333
200	14.2041	2.0601
200	15.6237	2.6889
200	17.6583	2.5499
200	16.1572	2.3697
200	14.4197	2.6921
200	18.0243	2.4539
200	15.6387	3.5257
200	13.6439	2.512
200	17.4726	3.2514
200	16.1574	3.4986
200	16.2965	2.6594
200	17.1546	3.526
200	14.2091	2.2887
200	19.356	2.4372
200	12.8788	2.7896
200	15.5724	2.2425
200	15.0765	2.6006
200	16.0061	2.7042
200	13.911	2.6018
200	14.6264	2.6712
200	15.6616	2.3586
200	14.2971	2.8252
200	16.751	2.9217
200	12.9844	2.4196
200	13.4718	2.8444
200	13.3486	2.3983
200	15.4566	2.4015
200	15.5257	2.6289
200	14.2693	2.1444
200	13.9303	2.3833
200	14.9311	2.5703
200	17.838	2.8723
200	14.5525	2.7846
200	15.7833	2.2837
200	14.6261	2.3024
200	13.4495	2.375
200	14.7869	2.2834
200	13.2039	2.4018
200	15.1617	2.4421
200	14.1466	2.0718
200	13.4192	2.6472
200	12.3835	2.6492
200	17.865	2.7963
200	14.8425	3.5007
200	8.2313	1.6468
200	17.8399	3.5348
200	14.3307	2.7028
200	15.3486	2.7597
200	14.3878	2.3909
200	16.9174	3.3261
200	14.6657	2.5915
200	15.6244	3.3636
200	16.8654	3.3811
200	11.8517	2.0113
200	16.319	2.2338
200	18.8183	3.5967
200	14.952	2.7493
200	15.467	3.2964
200	18.8073	2.5106
200	14.5125	2.5152
200	16.9649	3.3528
200	12.1073	2.2843
200	14.7741	2.3351
200	16.6984	2.6221
200	13.9335	2.2023
200	18.5011	3.2472
200	15.0667	2.8878
200	15.2952	2.6882
200	8.7755	1.0846
200	13.9552	2.8369
200	14.1942	3.2507
200	14.9783	2.9466
200	12.8534	2.0568
200	14.9098	2.9211
200	13.9719	1.7857
200	11.2756	2.2525
200	14.583	2.1167
200	12.6208	2.2021
200	14.4569	2.4561
200	14.1797	2.2254
200	18.8696	2.993
200	15.5257	2.7195
200	12.8017	4.1652
200	18.0293	3.4766
200	13.4486	2.8833
200	13.877	2.3173
200	13.176	2.721
200	13.348	2.4294
200	11.1499	1.9501
200	15.0852	2.0047
200	11.2939	2.0125
200	14.4949	2.5524
200	15.3545	2.779
200	11.1803	2.5398
200	15.7407	2.5408
200	14.6761	2.3889
200	15.0678	4.3133
200	13.658	1.9431
200	17.3619	2.7948
200	17.8172	2.5059
200	13.8628	2.5176
200	15.0639	2.4877
200	15.4723	2.2684
200	13.5552	2.4134
200	14.6741	2.0903
200	18.9062	2.9176
200	11.9113	1.8434
200	14.3326	2.5746
200	19.2061	2.4794
200	18.1916	3.5144
200	14.7168	2.6986
200	14.4984	2.1694
200	14.6043	3.0761
200	12.4564	3.0504
200	10.885	1.2179
200	16.3238	2.7655
200	15.8634	2.6243
200	14.4017	2.2025
200	15.6998	3.3343
200	15.9772	2.5303
200	15.2951	2.6685
200	14.3397	2.9818
200	14.4366	1.9282
200	14.1237	1.8828
200	14.4601	3.621
200	15.2045	2.4346
200	14.356	2.7556
200	15.2734	2.7193
200	9.6916	2.2364
200	14.6562	3.1517
200	15.4025	2.9058
200	12.4036	1.9091
200	15.0355	2.1111
200	15.0542	2.7762
200	14.7721	3.2357
200	15.7608	2.5459
200	14.5594	2.4056
200	13.3311	2.4338
200	14.4321	2.5354
200	18.0324	2.8412
200	15.2548	2.1313
200	15.0854	2.7812
200	13.2686	2.0444
200	16.0064	3.4788
200	15.6912	2.5037
200	13.0872	1.4556
200	15.2192	2.4133
200	15.3413	2.1576
200	14.9515	2.7113
200	15.2367	3.5423
200	14.0697	2.2398
200	14.1805	2.3606
200	13.7352	2.3652
200	14.4982	3.0028
200	16.3305	2.3949
200	12.3791	2.8
200	14.71	2.687
200	16.322	2.4717
200	15.3887	2.3488
200	14.4498	2.531
200	14.8539	2.5273
200	17.9243	3.2656
200	7.2634	1.4781
200	15.7394	2.7978
200	16.7339	2.7289
200	15.042	2.5311
200	16.6034	2.6543
200	12.2326	2.986
200	16.7554	2.7
200	18.269	3.1584
200	14.2626	2.71
200	15.0859	2.1976
200	14.856	2.7268
200	13.4602	2.3465
200	14.8072	2.6972
200	13.4375	2.2354
200	18.7058	3.712
200	15.1184	2.8723
200	14.8078	3.4792
200	15.3907	2.6916
200	15.0029	3.2575
200	13.1346	2.051
200	13.7617	2.5159
200	19.6552	3.0047
200	14.3174	2.5861
200	16.7021	3.2194
200	18.2541	2.7643
200	17	4.7491
200	16.5365	2.4272
200	15.1319	2.1849
200	13.4906	2.5694
200	15.2013	2.7639
200	15.2488	3.8879
200	17.5739	2.7758
200	11.2461	1.8739
200	15.8589	2.8172
200	14.3624	2.4945
200	13.5107	2.8221
200	14.2551	2.5497
200	15.0203	3.0592
200	17.6262	2.3718
200	15.2049	2.9197
200	14.6328	2.274
200	15.3598	2.7772
200	14.6626	3.2906
200	15.8849	3.0425
200	14.4568	2.686
200	20.4845	2.4393
200	16.089	3.5609
200	12.9447	2.7796
200	14.7461	2.9944
200	17.3055	3.0945
200	13.9268	2.7677
200	19.4265	3.731
200	19.7384	2.9007
200	12.0925	2.4517
200	16.2889	3.4181
200	13.8581	2.1615
200	14.0991	2.5777
200	14.9156	2.6757
200	15.0308	2.6045
200	12.1668	1.9888
200	15.5875	3.0972
200	13.9659	2.9065
200	12.2179	1.8433
200	15.3489	3.3463
200	15.1031	2.5694
200	15.3778	3.0942
200	14.5435	2.5135
200	13.3733	2.2845
200	10.61	1.5465
200	12.4879	2.5977
200	14.8267	2.7988
200	15.2	2.7056
200	13.4715	2.1444
200	17.9218	2.9843
200	13.7149	2.5028
200	8.9358	1.7524
200	13.5615	2.6817
200	15.3452	3.3973
200	14.4572	2.5531
200	18.3518	3.2433
200	13.1852	2.5783
200	15.908	2.8283
200	15.599	2.5282
200	14.97	2.9233
200	14.3731	2.4363
200	15.1975	2.9773
200	11.6893	2.3711
200	15.2593	2.765
200	14.5199	2.03
200	14.9385	2.8944
200	14.7923	2.7344
200	15.2941	3.1737
200	7.3843	2.0954
200	16.8101	2.7573
200	14.321	2.6176
200	13.9221	2.5915
200	11.1877	3.6799
200	14.0884	2.5315
200	12.7032	2.208
200	15.6593	2.565
200	15.0877	3.449
200	14.9755	2.375
200	14.3905	2.6757
200	14.8126	2.8389
200	15.4804	3.2264
200	14.9502	2.4324
200	14.2298	2.3804
200	14.4525	2.4149
200	7.8902	1.6795
200	15.26	2.8525
200	13.9607	2.346
200	14.029	3.5253
200	14.3647	2.6128
200	14.5457	3.0729
200	17.928	3.5825
200	15.2081	2.3189
200	14.3579	2.7123
200	14.8875	2.2073
200	11.3066	1.7105
200	14.1745	2.2364
200	17.9967	2.9349
200	18.5046	3.1556
200	14.9333	2.8535
200	14.8537	2.9311
200	12.5969	2.4955
200	13.0139	2.8671
200	12.3785	2.2663
200	15.2724	3.2039
200	15.0961	2.6832
200	14.0478	1.7561
200	15.9898	2.7135
200	14.7226	2.6431
200	14.4267	3.1846
200	14.7861	2.7875
200	13.9655	2.35
200	12.6782	2.2338
200	14.9674	2.9773
200	14.9891	2.8822
200	13.5734	2.2697
200	18.4467	3.728
200	16.3112	2.6148
200	12.8979	2.7016
200	14.229	2.9263
200	13.8519	2.9574
200	13.5942	2.5326
200	14.6127	2.6324
200	14.9916	2.4823
200	13.6016	2.4438
200	14.2438	1.9948
200	17.6432	3.5588
200	12.4498	3.089
200	13.7082	2.6374
200	15.1366	2.7766
200	16.6615	3.0256
200	14.6034	2.2971
200	12.2105	2.474
200	17.658	4.8613
200	13.3738	3.1743
200	12.7887	2.3418
200	15.0941	2.8093
200	17.9222	3.5623
200	14.1864	2.675
200	15.1112	2.9746
200	14.232	2.9143
200	13.9595	2.5398
200	14.2135	3.2767
200	14.2192	2.6629
200	14.9254	2.6222
200	17.1653	3.2766
200	15.7333	2.842
200	14.2	3.0671
200	18.2488	3.8472
200	16.7031	3.3389
200	15.6397	3.2528
200	16.6639	3.4216
200	18.1113	3.126
200	14.605	2.5924
200	9.5447	1.277
200	14.2956	2.5282
200	14.5913	3.3599
200	14.751	1.8246
200	15.2762	2.4973
200	14.7957	2.8567
200	17.9563	3.1813
200	12.7907	2.4742
200	15.2246	2.9225
200	18.8965	3.263
200	15.6845	2.801
200	14.7574	3.2185
200	14.8086	3.352
200	14.5165	2.5184
200	13.1235	2.1477
200	15.1784	3.6289
200	16.2203	2.586
200	14.4266	2.8048
200	12.3137	2.4714
200	15.5659	2.5589
200	22.5632	3.7851
200	15.3455	2.2422
200	14.8125	2.3431
200	15.279	2.2955
200	17.5711	4.4478
200	15.8411	2.146
200	15.1701	3.1771
200	16.7692	2.7111
200	15.8729	2.6272
200	15.559	3.9014
200	14.7185	2.8753
200	12.2841	2.7525
200	14.5858	2.4201
200	14.4342	2.6676
200	12.9594	2.2431
200	8.8475	2.0209
200	18.2694	3.3696
200	14.724	3.2006
200	10.9615	2.0337
200	16.9777	3.0615
200	13.823	2.2295
200	15.0605	2.4294
200	15.4862	2.1905
200	14.6845	3.0734
200	15.3841	2.624
200	14.6607	2.5722
200	15.0495	2.512
200	14.7036	2.5179
200	15.4521	3.1831
200	14.4254	3.034
200	14.6411	3.0222
200	14.8033	2.8575
200	14.8207	2.6524
200	11.9123	2.2156
200	11.3455	2.7903
200	12.7841	2.717
200	15.286	2.9405
200	14.4807	2.5
200	18.0551	3.557
200	17.7799	2.6788
200	13.9094	2.2861
200	8.8858	2.2936
200	17.7033	2.6273
200	14.9247	2.8377
200	14.025	2.7639
200	9.0247	1.5422
200	14.649	2.595
200	13.7485	2.6282
200	14.5652	3.1324
200	14.5975	2.9653
200	18.5957	3.6376
200	14.6559	2.8937
200	10.3789	1.7509
200	14.3271	2.7762
200	14.083	2.277
200	15.6067	3.4142
200	13.9789	3.4708
200	15.1426	3.15
200	14.0395	2.4934
200	14.6823	2.6062
200	14.4043	3.3258
200	17.6109	3.9261
200	14.5615	2.7441
200	12.6942	2.4499
200	15.317	2.7667
200	14.9802	2.5722
200	14.9346	3.4718
200	16.9543	2.897
200	13.3092	2.5175
200	15.2678	2.9538
200	17.5568	2.8157
200	13.4034	2.6656
200	15.7259	2.9891
200	14.2557	3.102
200	18.77	2.5878
200	15.991	2.0047
200	15.9677	2.7465
200	14.0217	2.1432
200	15.3118	2.9557
200	14.1294	2.6861
200	14.9177	2.4562
200	12.782	2.169
200	15.5716	2.7834
200	16.5187	3.589
200	14.9066	2.4363
200	16.4772	3.5239
200	12.2577	2.6195
200	14.3054	2.45
200	14.8044	2.6459
200	14.5471	2.4045
200	18.1562	2.9528
200	16.7127	2.5
200	14.0812	2.7649
200	14.9739	2.7641
200	16.8713	2.7732
200	15.6477	2.5014
200	14.3954	2.3616
200	14.7343	1.927
200	14.6026	3.0273
200	13.3039	2.8071
200	16.8704	2.8053
200	14.6197	2.5861
200	15.3082	2.8222
200	14.8106	2.6771
200	13.8384	2.7778
200	16.5152	3.0416
200	14.741	2.6028
200	17.7788	2.8058
200	11.7148	2.5639
200	14.4921	2.3803
200	14.902	3.0798
200	18.2891	3.4722
200	15.7744	2.9019
200	14.6364	2.7851
200	12.6943	2.136
200	14.9781	2.562
200	14.6768	2.2493
200	14.7055	2.2888
200	15.5694	3.1947
200	14.7785	2.7667
200	14.6711	3.1005
200	12.8636	2.6699
200	14.1883	4.0303
200	14.3454	3.0198
200	15.2744	2.9802
200	12.8562	2.8268
200	14.5413	2.4448
200	14.4715	2.5843
200	15.245	2.9201
200	13.5955	3.489
200	14.6156	2.604
200	17.1315	2.6457
200	14.4574	3.35
200	14.6189	3.3066
200	14.3903	3.0537
200	15.6974	3.0085
200	13.4975	2.9646
200	12.0623	2.145
200	14.0854	3.035
200	15.5563	2.8226
200	14.7628	3.945
200	15.9232	3.4746
200	15.034	2.738
200	17.4288	3.5425
200	16.9385	2.7114
200	15.2536	2.7234
200	13.0974	2.3617
200	13.7411	2.3324
200	10.341	2.4299
200	15.0485	3.0272
200	13.149	2.5531
200	16.5302	3.2507
200	14.0312	2.1977
200	11.4345	2.1534
200	14.3593	2.7822
200	15.2105	3.2186
200	15.5643	3.4012
200	14.7995	2.6186
200	14.6781	2.2583
200	14.7121	4.5387
200	14.5267	2.6243
200	14.3653	2.0556
200	13.6609	2.6656
200	13.6104	2.4871
200	15.1703	3.1262
200	17.0804	3.0245
200	15.1627	2.9829
200	14.9091	2.3759
200	15.518	2.7275
200	18.4267	2.7897
200	18.3525	2.3616
200	18.9852	2.8265
200	15.1205	2.718
200	15.3666	2.4121
200	14.68	3.367
200	14.0226	2.4124
200	13.9279	2.2949
200	15.3183	3.978
200	13.572	2.7108
200	18.7477	3.1995
200	12.5461	2.0875
200	15.2349	3.2389
200	15.3891	2.7919
200	17.5034	3.0131
200	13.9543	2.7363
200	18.6367	2.8043
200	14.622	3.1461
200	14.8564	2.6578
200	14.9994	2.7686
200	18.5567	3.3
200	18.3919	3.3503
200	17.4966	2.5142
200	11.8298	2.2553
200	17.2467	2.6894
200	14.8067	2.6147
200	15.1928	2.7154
200	14.9107	2.6921
200	17.4085	3.1791
200	13.4012	2.2282
200	18.3337	3.1526
200	13.491	2.3505
200	16.7434	4.9078
200	13.7472	2.4507
200	18.3046	3.1883
200	14.3731	3.044
200	15.0879	3.2078
200	12.2754	2.9968
200	18.4095	3.1789
200	14.4799	2.3813
200	14.126	2.2353
200	14.3748	3.0191
200	14.2638	3.7219
200	14.9164	3.2135
200	14.577	2.547
200	15.5926	4.0705
200	18.6449	3.065
200	18.5722	3.1655
200	13.4976	2.35
200	17.6362	3.6289
200	14.1044	2.5746
200	15.5938	3.0708
200	14.2745	2.4278
200	15.6125	2.3552
200	14.2412	2.5667
200	16.8385	3.4889
200	16.4984	2.8726
200	14.3681	2.4785
200	16.624	3.2283
200	15.6245	2.7913
200	14.4528	3.0453
200	11.3393	2.0806
200	13.9538	2.3508
200	15.7068	3.2931
200	15.2515	3.0085
200	17.0597	2.9054
200	11.1508	1.9162
200	9.111	1.6291
200	14.934	2.9802
200	13.0835	2.0139
200	14.1419	2.3362
200	12.7613	2.3399
200	13.334	2.1664
200	17.0326	3.3499
200	11.4572	2.0828
200	14.1338	2.8797
200	15.534	2.3842
200	13.0176	2.5127
200	14.1037	3.1198
200	11.5967	2.2915
200	17.3305	3.0588
200	15.3049	2.6222
200	14.1772	3.7744
200	10.3612	1.943
200	15.3706	2.8316
200	15.4285	2.7729
200	15.6516	3.6077
200	16.7408	3.9547
200	13.6155	2.5265
200	16.4842	2.7848
200	16.1262	3.8329
200	15.0808	2.209
200	14.3693	2.8667
200	20.1077	2.8107
200	14.2137	2.4361
200	14.1552	2.5697
200	13.2618	2.6936
200	14.1608	2.5056
200	13.8262	2.7872
200	15.0695	3.3376
200	14.3357	2.3938
200	18.7927	3.4021
200	14.9411	2.7278
200	14.0751	2.2873
200	15.3839	2.6793
200	14.5125	3.8202
200	15.3714	2.7136
200	12.7026	2.1493
200	10.6783	3.26
200	14.597	2.5702
200	18.0793	3.4246
200	14.6089	2.7309
200	17.8554	3.0431
200	15.1382	2.9407
200	13.3493	2.8933
200	18.2284	2.747
200	13.5463	2.6677
200	16.4392	3.339
200	14.8185	3.1095
200	16.0721	2.9702
200	15.4748	3.0027
200	13.5416	2.6734
200	16.95	2.7676
200	12.9451	2.8469
200	15.1632	2.3705
200	14.4439	2.2927
200	14.5964	3.0123
200	13.8007	2.2837
200	14.6857	3.1322
200	18.5112	3.4332
200	14.6665	2.8845
200	11.5267	2.4859
200	13.825	2.3598
200	16.2321	2.8595
200	15.0928	3.5524
200	14.9529	3.5187
200	13.3744	2.2056
200	15.5648	2.7526
200	14.2982	3.6027
200	13.7608	2.2234
200	10.4838	2.5862
200	14.1237	2.5722
200	16.5349	2.5817
200	13.5963	2.7071
200	15.7995	2.8282
200	15.6089	2.8021
200	14.466	2.5439
200	14.4821	2.1444
200	14.0662	3.1818
200	15.0687	3.4391
200	17.539	2.5874
200	16.1176	3.259
200	15.0446	2.3098
200	13.4164	2.3225
200	9.8946	1.3279
200	17.4445	2.8125
200	18.0052	3.2746
200	18.0989	4.1477
200	14.0698	3.104
200	14.9184	2.6596
200	16.1413	3.0632
200	14.7339	2.8224
200	15.9979	3.3603
200	13.3788	2.2627
200	15.62	2.9921
200	12.5368	2.1099
200	13.2323	2.5648
200	14.3425	2.9213
200	13.8105	2.7106
200	14.8323	2.8472
200	15.9158	3.3066
200	10.4212	1.7305
200	13.1646	2.5657
200	17.0107	2.8487
200	12.7914	2.3712
200	15.2657	2.6878
200	13.7703	2.6484
200	13.5827	2.6801
200	8.4473	2.2254
200	15.2	3.1074
200	14.9391	2.6832
200	19.067	3.625
200	12.6635	1.6346
200	12.8813	2.6186
200	15.1354	3.2775
200	11.4222	2.3833
200	13.6307	2.3556
200	18.645	2.6667
200	13.8542	2.6997
200	13.5382	3.0438
200	13.9074	2.7755
200	14.7817	3.1222
200	13.9633	2.5892
200	12.9885	2.5531
200	13.6272	3.3475
200	18.0669	3.2062
200	15.3483	2.8501
200	18.8525	3.3085
200	14.5749	3.0194
200	14.8064	2.745
200	14.2262	2.5269
200	16.4598	3.0409
200	14.7359	3.0261
200	12.1972	2.6364
200	15.3163	2.1891
200	18.0153	2.9344
200	18.3656	2.9179
200	13.4937	2.6286
200	15.1391	2.8028
200	17.1508	3.2238
200	15.4362	2.3569
200	16.3459	3.1
200	14.893	2.297
200	15.3521	3.096
200	19.8575	3.2
200	18.5779	3.3973
200	10.751	2.163
200	14.2959	2.7988
200	15.1366	2.4447
200	14.8041	3.5252
200	15.2605	2.3978
200	12.1154	2.1552
200	16.3187	2.3492
200	14.3313	2.6856
200	15.4642	2.3213
200	15.0614	2.9535
200	11.744	1.8924
200	14.1148	2.8552
200	14.5492	4.0287
200	15.0849	2.7111
200	14.3569	3.0028
200	14.5714	2.9135
200	13.7575	2.7328
200	17.5715	4.2359
200	16.0785	3.6343
200	16.7598	3.4139
200	13.4488	2.9333
200	14.0243	2.5977
200	14.5218	3.0027
200	14.8769	2.7221
