Osmo_mOsm	DiameterA_um	Deformation
200	13.9788	2.484
200	15.8578	1.9751
200	13.6247	2.3132
200	16.3529	2.0677
200	16.9317	2.2336
200	13.7022	2.2535
200	14.1726	2.0427
200	14.8912	1.822
200	14.079	1.9943
200	14.168	2.3796
200	16.5022	2.0892
200	14.0551	1.9539
200	16.7492	3.1839
200	14.5431	1.9596
200	16.9037	2.8209
200	14.8798	2.1816
200	15.8003	2.2391
200	15.387	2.1522
200	14.4448	1.9095
200	15.3062	3.0949
200	14.5883	2.3515
200	13.7945	2.2741
200	14.4555	2.1575
200	15.3602	2.8113
200	19.3931	2.3898
200	15.3096	2.1526
200	16.237	2.7803
200	17.6988	2.5602
200	15.7827	2.4499
200	15.5436	4.1818
200	14.9018	2.1792
200	14.2654	2.3031
200	17.3288	2.1156
200	18.302	2.2884
200	15.5217	2.0757
200	15.0232	2.2736
200	14.6496	2.0033
200	18.5421	3.1786
200	16.5854	2.3043
200	17.4717	2.2711
200	14.751	2.3913
200	16.528	2.8543
200	16.1424	2.2888
200	14.1948	1.8963
200	14.6	2.0668
200	18.1246	2.5215
200	15.6261	1.9764
200	16.2696	2.0411
200	15.3812	1.9906
200	15.2622	2.0525
200	14.101	2.238
200	14.6611	2.5439
200	14.9546	2.6384
200	18.2538	2.1519
200	14.9441	2.1748
200	15.7705	2.0892
200	15.8122	2.2296
200	17.096	2.0954
200	17.8522	2.3381
200	14.2771	2.2323
200	19.1595	2.6456
200	16.7513	2.7072
200	17.9811	3.35
200	17.4472	2.1098
200	15.2031	2.2251
200	16.9258	2.3712
200	13.9683	1.9067
200	16.3945	2.366
200	15.8043	2.3031
200	15.0884	2.1281
200	16.1493	2.1848
200	13.4454	1.8754
200	14.977	2.231
200	19.0206	2.3163
200	14.5192	3.2081
200	14.3358	1.7545
200	14.0698	2.0343
200	15.7104	2.4874
200	14.8455	2.0063
200	17.7066	3.0508
200	14.3499	2.0381
200	16.0014	2.4245
200	17.8937	2.4439
200	14.5774	2.1141
200	15.9574	2.1345
200	15.3574	2.1349
200	18.0619	2.21
200	15.2882	2.1676
200	14.366	2.1972
200	14.6602	2.1926
200	13.6725	2.1167
200	13.8216	2.3295
200	16.3236	2.7368
200	15.2	2.0512
200	15.1297	2.408
200	17.0354	2.0892
200	15.904	2.7437
200	15.5286	2.2997
200	17.2999	2.6243
200	16.7629	2.3978
200	14.1054	1.9889
200	15.3325	2.5845
200	13.952	2.3116
200	14.5604	2.0274
200	15.9113	2.244
200	17.6292	3.1211
200	17.7208	2.0668
200	17.0596	2.0215
200	17.8044	2.483
200	14.4251	1.9656
200	14.5863	2.3444
200	17.7902	2.3162
200	14.6523	2.2663
200	16.1007	2.5508
200	15.2017	3.0878
200	10.8372	1.3573
200	12.3539	2.661
200	13.8086	3.4375
200	17.3538	2.5831
200	14.5898	1.9493
200	16.3458	2.5915
200	13.3567	1.8926
200	16.8589	2.6447
200	14.9505	1.8187
200	17.4501	2.1535
200	14.0627	2.2615
200	18.2386	2.5728
200	15.0639	2.0054
200	15.431	2.2934
200	12.8495	2.2006
200	14.5572	2.3286
200	16.4416	1.9887
200	14.5098	1.7634
200	15.1041	2.3961
200	15.3315	2.0208
200	15.3023	2.5014
200	14.6768	2.1712
200	15.0906	2.4792
200	14.8539	2.5437
200	16.4123	2.2834
200	17.0037	2.2861
200	15.2893	2.0419
200	14.8923	2.5609
200	15.4906	2.1281
200	14.5253	2.144
200	16.0164	2.6483
200	14.0773	1.9235
200	15.5393	2.0363
200	15.513	2.5489
200	15.7577	2.368
200	14.0788	2.1875
200	13.7828	2.0997
200	16.5892	2.4402
200	16.4028	2.0605
200	13.3906	2.5552
200	12.7554	2.2586
200	15.1689	1.8099
200	14.7828	2.3144
200	18.4603	2.3098
200	12.6131	2.3099
200	14.3231	1.9564
200	14.0101	2.305
200	14.5611	2.03
200	14.9397	2.2332
200	14.5541	2.6523
200	9.4841	1.188
200	15.0446	2.2971
200	14.0069	2.0056
200	14.1578	1.9785
200	14.9721	2.1549
200	18.5874	2.5953
200	13.4198	2.1612
200	14.1518	2.0951
200	14.0927	1.9094
200	14.6195	2.3011
200	16.6746	2.1611
200	14.4523	2.0737
200	9.4216	1.7765
200	15.0917	2.1915
200	16.5701	2.5337
200	13.8335	1.7985
200	14.1996	1.9833
200	15.4786	2.1851
200	15.7301	2.5435
200	15.1913	2.4548
200	18.6331	2.4952
200	14.1826	2.2125
200	14.615	1.921
200	18.3869	2.2577
200	14.1671	2.0844
200	14.1112	2.2011
200	14.7225	2.1625
200	14.349	2.0592
200	16.7459	1.9271
200	18.4915	2.5294
200	16.3173	2.3388
200	14.488	2.1696
200	13.4901	2.4116
200	14.7758	2.2025
200	14.1271	2.2096
200	14.5042	3.0897
200	15.358	2.0242
200	15.0452	1.903
200	16.8997	2.2976
200	14.3433	2.2084
200	14.9553	2.4221
200	14.8855	2.1888
200	15.0199	2.2615
200	13.0938	2.4026
200	14.7127	2.2375
200	14.5163	2.0885
200	15.6589	2.1208
200	16.5022	2.0709
200	15.8172	2.182
200	15.1869	2.5977
200	17.6374	2.8365
200	16.3379	2.2217
200	17.755	3.205
200	15.7593	2.9647
200	14.4888	2.0113
200	10.4396	1.6573
200	14.6123	2.2181
200	14.213	1.9486
200	14.9195	1.9401
200	15.793	1.9015
200	17.2678	2.2925
200	14.9903	3.1801
200	17.8719	2.2379
200	12.9217	2
200	14.5635	2.648
200	15.9091	2.1098
200	15.1301	2.4718
200	15.237	2.0847
200	14.5986	2.2436
200	18.7162	2.5535
200	17.091	2.172
200	18.9525	2.2575
200	18.7416	3.1893
200	15.3269	2.9307
200	15.1908	2.3536
200	13.598	2.1167
200	15.8192	1.9353
200	14.9055	2.5789
200	15.7185	2.3012
200	16.5123	2.406
200	14.8527	2.6081
200	14.8094	2.154
200	17.2918	2.0238
200	17.0804	2.162
200	14.5557	2.2691
200	16.6912	2.1802
200	14.9512	2.1515
200	14.514	1.9238
200	12.1794	2.2523
200	15.0663	2.6446
200	15.4415	2.9352
200	14.3187	1.7564
200	17.6982	2.6757
200	18.2572	2.7935
200	14.9464	2.1512
200	17.9216	2.4695
200	16.4878	2.5938
200	15.6239	1.8937
200	14.4501	2.1067
200	17.4888	2.5347
200	15.3141	2.4803
200	15.5225	2.6604
200	15.7818	2.6264
200	14.4512	2.6
200	14.8821	2.0128
200	15.0769	2.1636
200	13.6753	2.7159
200	15.6279	2.0762
200	18.5259	2.6513
200	16.0549	2.08
200	17.0507	2.7575
200	15.3616	2.1095
200	13.8643	2.0312
200	16.5451	2.6322
200	16.2793	2.6921
200	13.9451	2.2295
200	20.2061	2.5283
200	17.6319	2.9267
200	13.7426	2.0057
200	13.8086	2.2289
200	16.407	2.6164
200	15.5254	1.8957
200	16.0075	2.5313
200	15.6567	2.6016
200	15.7347	2.2087
200	15.4385	2.2365
200	16.0374	2.3109
200	16.4639	2.4303
200	13.5741	1.8772
200	17.6518	2.3909
200	15.3726	2.0281
200	18.0066	2.3404
200	12.6728	2.0225
200	15.5628	2.0798
200	15.0342	2.2146
200	18.4402	2.6407
200	16.5134	2.4869
200	18.0528	2.4955
200	17.1004	2.7479
200	14.0967	2.1634
200	14.6326	2.2894
200	15.0023	2.1199
200	14.9133	2.7908
200	17.941	3.0722
200	18.122	2.3964
200	18.1745	2.9213
200	9.7004	3.5355
200	12.27	1.6791
200	14.1296	2.7994
200	16.6644	2.5642
200	16.0072	2.244
200	14.1483	2.3734
200	15.1404	2.2452
200	14.4531	2.1639
200	14.7663	2.0706
200	15.9674	2.6586
200	16.1085	2.3704
200	14.4534	2.0056
200	15.517	2.4837
200	14.3733	2.4334
200	15.5398	2.3425
200	15.5572	2.4499
200	13.609	1.8246
200	17.2843	2.4191
200	14.6929	2.4435
200	19.7127	4.1561
200	16.8292	2.2283
200	15.461	2.0315
200	14.9764	1.8098
200	13.1444	2.2341
200	15.3452	2.0212
200	14.0596	2.4079
200	14.4975	2.0601
200	16.2425	2.8146
200	18.158	2.1291
200	15.0328	2.4023
200	15.4408	2.0478
200	19.788	2.6796
200	14.9859	2.3333
200	17.9649	2.5744
200	14.9869	2.1199
200	14.2539	2.3598
200	15.6247	2.4047
200	14.5495	1.9673
200	14.5318	2.1497
200	15.8723	2.5655
200	17.7608	2.4487
200	15.3064	2.769
200	17.0677	2.2439
200	15.1049	2.4714
200	15.0031	2.5663
200	14.4044	1.8603
200	17.8055	2.8789
200	15.0101	2.0079
200	13.8994	2.1972
200	14.6846	2.3223
200	18.6338	3.1247
200	17.6295	2.1348
200	15.1268	2.3736
200	14.6627	2.7267
200	15.3122	2.0229
200	8.7141	1.7611
200	15.0991	2.3887
200	17.4165	2.9332
200	17.947	2.3901
200	15.2872	2.1481
200	17.9227	2.9532
200	13.5706	2.393
200	14.7026	2.3294
200	16.6963	1.9196
200	14.4687	2.0774
200	14.3621	1.9972
200	18.388	2.529
200	9.2101	1.2708
200	16.2955	2.6984
200	18.1969	3.2266
200	17.3642	2.294
200	19.0048	3.1364
200	15.3063	2.3517
200	14.698	2.2946
200	14.8246	3.7436
200	17.9579	2.4728
200	17.9675	2.4872
200	17.3745	2.7364
200	15.3358	2.2886
200	15.0841	2.7375
200	13.8393	2.0845
200	14.6551	2.1264
200	15.816	3.079
200	17.6289	2.4917
200	17.256	2.4858
200	14.739	2.1722
200	14.6268	2.4136
200	18.4404	2.9584
200	14.869	2.4759
200	16.4315	2.1604
200	16.4743	2.4556
200	14.7445	1.9788
200	16.4764	2.7082
200	14.3761	2.1457
200	15.1486	2.4969
200	15.017	2.1241
200	16.4926	2.7127
200	16.0392	2.1155
200	14.0909	1.9939
200	14.7317	2
200	16.6157	3.2011
200	14.2311	2.3315
200	14.5261	2.1084
200	13.8731	1.887
200	14.8423	2.2289
200	13.3066	2.7778
200	16.5184	2.1821
200	17.1708	2.3488
200	14.5276	1.9401
200	15.9971	2.3005
200	19.9738	2.8954
200	16.3135	2.6965
200	14.3642	2.1497
200	14.8088	2.3052
200	16.0477	1.984
200	17.0011	2.3487
200	13.7949	1.9943
200	14.3705	2.1406
200	18.6476	2.7854
200	14.5416	2.1556
200	14.7137	2.2011
200	16.2503	2.8547
200	14.9148	1.9529
200	17.0803	2.9128
200	15.2234	2.087
200	14.7126	2.2817
200	14.232	1.8297
200	17.3061	2.4894
200	21.1533	2.8467
200	14.3735	2.0707
200	14.4311	1.9747
200	17.9939	2.3343
200	18.4648	2.1816
200	15.1156	1.9241
200	14.0603	2.065
200	15.8496	2.1349
200	15.4051	2.1677
200	19.6014	2.7198
200	14.6887	2.7724
200	17.8299	2.1085
200	17.3934	2.1601
200	14.2236	2.663
200	14.7765	2.5169
200	14.9624	2.2609
200	17.6943	2.0869
200	15.8754	2.5224
200	14.9018	2.2289
200	16.8811	3.1712
200	16.6952	2.208
200	18.648	3.3857
200	17.8733	2.8141
200	13.4236	2.1697
200	15.473	2.3179
200	14.8696	2.0438
200	14.1672	1.9754
200	14.9473	2.4348
200	14.2252	1.9564
200	18.197	2.5864
200	15.3534	2.4116
200	15.4379	2.4986
200	18.574	2.9809
200	14.4502	1.9701
200	18.0313	3.5505
200	14.7902	1.9321
200	15.5084	2.5807
200	15.3516	2.3758
200	12.3798	2.0104
200	12.7784	2.1639
200	14.5566	2.2028
200	15.8493	2.8665
200	13.6325	1.9673
200	14.0657	2.3446
200	16.4197	2.5068
200	15.9444	2.868
200	15.3984	2.8112
200	14.2441	2.1003
200	15.5903	2.5068
200	15.273	2.7922
200	14.1005	1.9673
200	14.6178	2.1359
200	15.7973	2.4932
200	13.384	1.9599
200	14.2071	2.0113
200	14.4456	1.861
200	15.1592	2.4146
200	20.9778	2.3392
200	15.1113	2.9603
200	14.4045	1.9579
200	17.5414	2.0835
200	17.6968	2.6343
200	19.2051	3.0479
200	17.8736	3.2746
200	15.2381	3.394
200	16.2774	2.6748
200	15.5976	2.4387
200	16.6696	2.5587
200	17.732	2.5665
200	15.5011	2.4305
200	17.7133	2.5664
200	14.3718	2.5944
200	12.3775	3.1118
200	14.8817	2.6272
200	18.3319	2.8659
200	17.1882	2.7615
200	14.5809	2.3484
200	16.4699	2.5506
200	17.5334	3.1526
200	19.1392	3.3351
200	16.3682	2.6364
200	17.8289	2.42
200	17.0656	2.603
200	15.8355	2.4497
200	19.3646	3.234
200	14.6792	2.711
200	16.2188	3.4357
200	15.3904	2.5939
200	17.2062	2.3546
200	14.3824	2.2392
200	17.0056	2.7439
200	16.8668	2.9834
200	13.8347	2.2125
200	15.9879	2.7375
200	17.4818	2.7876
200	15.1951	2.1413
200	12.9902	2.5835
200	13.8114	2.7138
200	14.1578	2.6052
200	16.713	2.6352
200	16.5303	2.6185
200	17.0742	2.9443
200	15.9075	2.6975
200	15.1261	2.183
200	15.7366	2.3462
200	17.5138	2.9581
200	16.5035	2.5945
200	14.2262	2.5949
200	16.4563	2.6199
200	14.1665	2.1135
200	16.9544	2.6457
200	14.6147	2.7602
200	18.5617	2.9125
200	14.2209	2.5014
200	13.7431	2.1549
200	16.375	2.4659
200	15.2046	2.5042
200	14.7324	2.5411
200	16.5031	2.3913
200	14.8537	2.116
200	14.7401	3.225
200	14.4975	2.3944
200	14.381	2.3683
200	15.0981	2.2807
200	16.5672	2.5229
200	15.3336	2.8848
200	15.8522	2.7117
200	14.677	2.449
200	15.3607	2.6376
200	18.158	3.2047
200	16.067	2.2744
200	15.0976	3.136
200	15.6708	2.9723
200	15.4954	2.5129
200	15.1113	2.5
200	14.994	2.4429
200	16.6481	2.8197
200	18.5142	2.9063
200	14.7162	3.4013
200	16.2152	3.1642
200	14.115	2.102
200	18.1207	2.5274
200	16.58	2.8147
200	14.4154	2.1887
200	14.7656	2.6657
200	12.7319	2.7037
200	17.0954	2.5165
200	16.2278	3.395
200	19.1387	2.8363
200	10.1947	3.3413
200	17.9028	3.1549
200	14.4233	3.1506
200	13.8171	2.17
200	14.779	2.9582
200	14.3066	2.5471
200	15.0665	2.9292
200	16.9348	3.3471
200	14.4297	2.2068
200	15.5274	2.6091
200	15.5474	2.3114
200	15.0593	2.596
200	14.8256	2.3678
200	18.8207	3.4733
200	14.0178	2.355
200	15.5947	2.3423
200	15.7695	2.7684
200	14.5008	2.3059
200	14.9668	2.7038
200	13.0194	2.6761
200	13.2157	2.4043
200	15.9738	2.3646
200	16.3419	3.2465
200	15.1246	2.1911
200	15.0593	2.4619
200	15.6298	2.5117
200	16.0568	3.2388
200	15.6487	2.1439
200	16.1408	2.611
200	17.3016	2.5599
200	15.2654	2.3609
200	14.1152	3.3379
200	18.2582	3.2065
200	16.3976	2.2597
200	17.6219	2.9071
200	17.3699	3.0351
200	13.2701	2.3843
200	14.4216	2.1888
200	15.448	2.7561
200	10.7999	1.336
200	18.1243	2.7249
200	13.7055	2.1958
200	14.525	2.2623
200	16.2063	2.4882
200	16.5076	2.5567
200	14.8019	2.6657
200	16.8463	2.6005
200	14.1792	2.9393
200	17.2628	3.4073
200	14.645	2.4234
200	15.0113	2.7268
200	14.18	2.3031
200	11.0842	1.3529
200	17.9367	2.9688
200	15.3783	2.196
200	14.1376	2.7339
200	15.052	2.6006
200	18.5653	3.4111
200	16.7689	3.3052
200	16.9973	2.7795
200	16.0715	3.4808
200	15.0949	2.4251
200	16.581	2.5532
200	14.7118	2.4211
200	17.8324	2.6383
200	16.3146	2.8297
200	15.2912	2.0638
200	14.3749	2.0894
200	18.1599	3.1677
200	17.8473	2.921
200	13.9672	2.1063
200	15.1927	2.5915
200	15.956	2.5761
200	15.0614	2.7252
200	16.0159	2.3428
200	14.3416	2.1008
200	16.6399	2.5307
200	12.9806	2.4938
200	14.4397	3.6946
200	18.617	2.9465
200	16.6002	2.9805
200	16.8542	2.8073
200	15.814	2.8486
200	18.7269	3.3099
200	19.2695	3.2284
200	15.0487	3.0829
200	16.7732	2.4965
200	18.5568	3.2315
200	15.1358	2.2423
200	16.4708	2.3877
200	14.6855	2.2888
200	9.5666	2.0453
200	16.8493	2.568
200	18.0531	3.7799
200	14.8559	2.3983
200	18.1429	3.625
200	14.8253	2.9399
200	13.6792	2.2967
200	19.8281	3.83
200	17.1292	2.7861
200	17.6718	3.1084
200	17.3412	3.2931
200	17.5218	2.7582
200	15.3881	2.5604
200	14.8122	2.4581
200	16.304	3.1722
200	16.1963	2.887
200	17.7276	2.8349
200	14.4014	2.4044
200	14.0994	2.0443
200	14.1053	2.1549
200	15.437	3.3453
200	17.6027	3.1016
200	15.0538	3.2085
200	16.0489	2.274
200	18.0318	3.3694
200	18.0025	3.1514
200	19.0312	3.2742
200	14.6993	2.4972
200	15.0392	2.9332
200	16.0594	2.8127
200	13.6147	2.5202
200	13.7488	2.2458
200	14.138	2.1915
200	16.2118	2.7033
200	16.3956	3.4332
200	14.4178	2.5354
200	18.5073	3.1244
200	15.8631	2.6748
200	17.5305	3.0549
200	16.842	3.034
200	14.1101	2.2971
200	13.0336	2.2635
200	14.9357	2.144
200	15.5098	2.9008
200	14.1085	3.0879
200	15.1772	2.276
200	17.2535	2.7343
200	14.5977	2.3333
200	14.7636	2.5991
200	14.9088	2.2676
200	17.1885	3.0352
200	15.5728	2.5483
200	16.6535	2.7113
200	15.9635	2.7316
200	18.6962	3.2899
200	15.16	2.9802
200	14.4443	2.4108
200	16.139	2.9063
200	19.6915	4.5855
200	14.8855	2.3478
200	14.6615	3.0538
200	17.6162	2.7262
200	14.2091	2.2797
200	14.7501	2.1689
200	15.6903	3.3286
200	15.1615	3.5439
200	9.3948	1.6508
200	17.4606	3.1553
200	15.4982	2.6501
200	15.481	3.1048
200	18.8593	3.3894
200	14.7867	2.8793
200	17.1106	2.4507
200	15.0589	2.9915
200	15.8599	2.8071
200	14.302	3.2121
200	15.3828	2.7932
200	15.9692	2.4805
200	15.0021	2.2594
200	14.6131	2.4087
200	17.0638	2.6454
200	16.8575	3.0184
200	15.1429	2.8027
200	14.8282	2.7227
200	14.5525	2.3592
200	17.4131	3.6006
200	18.2641	2.8774
200	15.9465	2.3689
200	18.2957	3.2402
200	15.7396	2.8943
200	15.2593	3.0413
200	15.7925	3.5221
200	14.6289	2.8357
200	14.5746	2.5014
200	15.5813	2.5315
200	17.0817	2.6949
200	14.9872	2.7994
200	14.8134	2.4876
200	18.077	2.9628
200	18.383	3.0759
200	14.6147	2.4038
200	16.153	2.2373
200	18.4871	3.6657
200	14.6618	2.5501
200	19.0133	3.2203
200	15.2077	2.7772
200	14.681	2.7519
200	15.3458	2.22
200	17.7882	2.721
200	15.1416	2.1933
200	12.011	2.2879
200	12.1009	1.9639
200	15.3498	2.3806
200	15.903	3.151
200	16.1955	2.4878
200	18.1958	3.1772
200	14.0802	2.4068
200	19.1379	3.096
200	17.3246	3.3857
200	7.3267	1.8276
200	14.0489	2.6471
200	14.8446	2.5807
200	15.104	3.0572
200	13.8676	2.5862
200	15.7262	2.7718
200	13.5534	2.1176
200	17.6352	3.1952
200	14.4984	3.3082
200	14.7724	3.5331
200	14.5396	3.0957
200	15.3351	3.0975
200	14.4369	3.2861
200	10.6872	1.7821
200	20.0907	3.4378
200	14.6458	2.1851
200	17.6026	2.6486
200	14.1294	2.3531
200	15.1965	3.464
200	10.5686	2.3351
200	14.5814	2.4488
200	17.2531	2.3735
200	15.2374	2.3595
200	14.8838	3.6154
200	17.8957	3.2189
200	15.5678	2.6286
