Conc_ugperml	DiameterA_um	Deformation
0	12.793	2.0367
0	13.6982	2.3843
0	17.6522	3.5499
0	12.4098	2
0	15.0718	2.1138
0	16.6684	2.439
0	12.9772	2.3654
0	16.2432	2.4706
0	13.9612	2.8886
0	17.7099	2.7285
0	17.0174	3.6709
0	14.8389	2.6912
0	14.3547	2.1399
0	17.0877	2.6413
0	14.8739	2.6074
0	16.4195	2.7408
0	14.0784	3.025
0	12.3447	1.5013
0	10.602	1.8243
0	16.7257	3.4379
0	13.8486	2.255
0	18.3515	4.1546
0	12.1552	2.134
0	16.0124	4.4656
0	15.7904	2.895
0	15.0031	3.2095
0	13.1668	2.4608
0	15.2433	2.104
0	13.6335	3.2191
0	14.1194	2.5111
0	15.7233	2.4773
0	15.982	2.5122
0	15.5138	1.7735
0	12.1984	1.8682
0	16.3971	2.2546
0	14.0092	1.8067
0	10.6141	2.2163
0	14.7954	1.958
0	15.2033	2.5054
0	17.7547	2.9865
0	13.388	2.1003
0	13.4173	1.7349
0	13.8721	2.1041
0	12.9858	2.8224
0	16.5772	2.8422
0	16.8355	2.573
0	16.1405	2.3877
0	15.3565	2.2884
0	13.8146	2.0596
0	13.0658	2.0722
0	16.3895	2.8806
0	16.6634	3.1003
0	18.2417	2.7683
0	18.2469	4.1414
0	14.5199	2.3702
0	16.4691	2.6889
0	12.0746	1.4715
0	15.6892	2.5403
0	17.268	2.304
0	11.8908	2.55
0	13.9122	1.9448
0	16.5917	2.5285
0	17.6001	2.5602
0	13.4787	2.5222
0	16.573	3.0949
0	14.5133	2.3342
0	14.7427	2.5722
0	14.8048	2.2791
0	18.4606	2.3282
0	14.0051	2.798
0	16.704	2.4661
0	14.2808	2.1046
0	15.8069	2.949
0	14.4134	2.5694
0	13.6292	1.9887
0	13.7785	2.5348
0	14.2072	2.4226
0	15.2142	2.6544
0	14.1462	3.7003
0	15.3501	3.8306
0	15.2748	2.7948
0	11.6365	1.9972
0	15.0998	2.6965
0	14.4777	3.119
0	14.1497	1.9861
0	11.5055	2.0837
0	14.9092	2.1524
0	9.1851	1.6719
0	16.2222	2.9371
0	14.306	1.984
0	13.4952	2.4023
0	15.2059	2.7099
0	13.5277	3.4803
0	12.2031	1.8076
0	17.449	2.9789
0	15.4067	2.3624
0	15.3918	2.6125
0	14.6951	2.5994
0	13.3963	1.8457
0	14.623	2.32
0	13.9364	2.4419
0	14.5309	2.3577
0	14.0555	2.1104
0	16.6933	3.544
0	14.8654	2.3597
0	17.0453	2.8679
0	14.1514	1.8788
0	14.0975	2.4806
0	14.2485	2.6106
0	15.2346	2.2123
0	13.5595	2.0863
0	15.0669	2.2384
0	19.3028	2.9293
0	20.224	3.1264
0	14.3592	2.2541
0	15.9762	1.6795
0	18.91	2.5818
0	12.5672	2.3289
0	10.7586	1.7436
0	17.8288	4.3895
0	15.1128	2.0308
0	14.8328	2.83
0	14.825	2.868
0	13.6066	2.5695
0	16.935	2.9074
0	15.5632	2.447
0	15.3115	2.1156
0	15.3042	2.1309
0	14.2841	2.8316
0	14.1052	2.738
0	15.828	2.3134
0	13.9394	2.7993
0	17.7933	2.3171
0	13.2213	2.3408
0	14.4234	2.3296
0	11.4775	1.7707
0	17.2668	2.4986
0	16.1878	2.2597
0	15.8276	1.9384
0	15.0126	2.2291
0	14.4904	2.221
0	11.9806	2.648
0	13.8021	2.4136
0	13.279	1.8479
0	14.9024	2.3879
0	14.7596	2.121
0	17.0821	2.6043
0	17.055	3.1472
0	19.6234	2.4214
0	7.1807	1.9362
0	14.8246	2.1966
0	14.9399	2.8116
0	15.7753	2.5701
0	13.0595	2.2219
0	13.0818	2.4681
0	14.3202	2.3361
0	12.9243	2.5057
0	13.5179	1.9313
0	14.8469	1.944
0	14.731	3.0169
0	13.1775	2.1444
0	16.6803	3.2077
0	11.0678	1.8687
0	11.4238	1.8675
0	12.5958	1.5799
0	13.8563	3.0391
0	15.9733	2.839
0	13.8392	2.9778
0	15.0726	2.3106
0	16.7443	2.3285
0	14.7259	2.4207
0	13.2423	2.862
0	13.8668	2.3785
0	14.5682	2.7268
0	15.0737	2.4905
0	13.81	3.2006
0	16.6403	2.1675
0	14.3897	3.0663
0	16.1009	2.4646
0	10.4211	1.2186
0	15.8929	2.3505
0	14.6321	2.1108
0	12.2001	3.6387
0	16.5541	2.4208
0	11.7615	2.218
0	12.8889	2.3633
0	13.7854	2.6309
0	15.9719	2.2997
0	15.7864	2.3514
0	15.5501	1.9782
0	15.0575	3.1295
0	16.7119	3.072
0	15.6284	2.8102
0	17.1458	2.4611
0	16.1474	3.2632
0	19.1044	3.0822
0	15.2839	2.0423
0	12.8489	1.904
0	12.8656	2.4806
0	14.7265	2.3588
0	16.6165	2.8012
0	17.2505	3.5374
0	13.2195	1.7571
0	13.9201	1.9697
0	12.1357	1.8357
0	13.7495	2.1913
0	16.7664	2.3615
0	14.8531	1.8541
0	16.0881	2.2779
0	15.4217	2.4838
0	13.5354	2.0817
0	12.8372	1.8584
0	17.0632	2.5617
0	14.7651	2.1883
0	15.113	3.469
0	16.2787	3.2343
0	14.9503	2.3569
0	14.4738	2.2776
0	13.2386	2.6498
0	15.0319	2.8257
0	12.6414	2.0789
0	17.025	2.5504
0	14.1906	3.4085
0	15.1115	2.8837
0	15.2984	2.5167
0	14.2104	2.5849
0	20.479	3.6485
0	16.2972	2.4504
0	15.3366	2.258
0	16.188	2.5175
0	13.5159	2.0859
0	18.8033	2.7986
0	12.0587	2.8694
0	14.2126	2.609
0	13.7018	2.6263
0	14.6389	2.4253
0	17.0496	2.3318
0	14.5292	2.3008
0	12.9261	2.1802
0	13.006	4.062
0	14.0396	2.2096
0	16.8718	2.4152
0	15.5976	3.3594
0	13.9308	2.5866
0	12.5967	2.6174
0	14.3698	2.1277
0	14.208	2.6018
0	16.1051	2.9346
0	16.2037	2.3542
0	15.1183	2.2833
0	14.7068	2.2408
0	16.3749	2.6462
0	16.6731	2.5836
0	14.6774	2.6534
0	16.101	2.0591
0	13.854	2.0936
0	14.0739	2.3521
0	15.2067	2.4
0	14.0577	2.182
0	14.6704	2.3361
0	16.8361	2.6294
0	13.6364	2.3333
0	18.5808	2.5258
0	12.5969	1.6844
0	18.9685	2.7979
0	14.5352	1.989
0	13.5258	1.9187
0	15.001	2.2517
0	15.5627	2.2809
0	16.4248	2.1816
0	17.0931	2.5913
0	12.4581	1.8131
0	16.1822	1.936
0	11.4915	2.2034
0	16.3512	2.0495
0	15.8627	2.6866
0	16.4693	2.4986
0	18.132	3.1825
0	9.9735	3.0733
0	15.0512	2.9213
0	14.003	2.2141
0	15.0061	1.9189
0	17.2923	2.6141
0	14.5938	2.1199
0	16.4985	2.1739
0	14.6392	2.2584
0	12.8794	1.913
0	16.5793	2.903
0	17.1508	2.6791
0	14.4569	3.2817
0	15.6237	2.4174
0	13.2289	2.0695
0	13.0645	2.0424
0	18.1813	1.9978
0	13.9489	4.1204
0	16.127	2.6854
0	15.8195	2.7084
0	11.7676	2.6184
0	12.8306	1.9199
0	16.2335	2.5615
0	16.0969	2.5429
0	13.5785	2.1298
0	14.875	2.2968
0	14.0175	2.0712
0	14.9574	3.9815
0	13.4252	2.5932
0	16.442	2.1831
0	14.2738	2.3028
0	18.6368	2.9244
0	17.0194	2.6102
0	17.214	2.6761
0	14.2137	2.7292
0	16.371	2.8667
0	13.2861	2.7078
0	11.8961	2.8627
0	16.6352	2.0885
0	11.4189	2.6877
0	16.774	2.4387
0	17.0352	2.6988
0	12.7747	2.209
0	16.4634	2.25
0	13.0266	2.4118
0	15.2486	2.8385
0	16.1945	2.6953
0	16.7572	3.1685
0	14.325	2.8656
0	14.5609	2.168
0	14.0844	2.5031
0	18.4681	3.2358
0	14.5027	2.16
0	16.041	2.6861
0	17.2449	3.2603
0	14.6827	2.6806
0	13.8601	2.8361
0	15.2909	3.2222
0	14.5704	2.2941
0	14.4776	2.3406
0	15.0602	3.339
0	14.3461	2.8723
0	14.3262	2.6939
0	15.0563	3.9112
0	16.2262	3.5306
0	18.8714	2.6533
0	13.7555	1.7162
0	15.1314	2.5439
0	11.9784	2.6017
0	13.8133	2.3446
0	17.2833	2.1741
0	16.19	2.5608
0	14.969	2.4282
0	13.4294	3.0606
0	17.9097	2.5341
0	17.9925	2.2494
0	13.9367	2.3661
0	15.3504	2.3723
0	18.723	2.8322
0	16.2362	2.6515
0	11.9849	1.5732
0	17.5544	2.5696
0	13.3376	2.4139
0	19.079	3.2944
0	13.5693	2.3861
0	16.7678	2.0262
0	13.5166	1.7744
0	15.6756	2.5703
0	12.754	2.1401
0	13.2181	2.7411
0	16.9311	2.496
0	21.9057	3.7938
0	13.1725	1.8839
0	17.2821	2.2228
0	15.9105	2.5433
0	16.1984	2.9155
0	13.7037	4.4346
0	15.5072	2.5995
0	13.9649	2.1719
0	15.5895	2.8045
0	17.7788	3.6806
0	16.1025	2.1515
0	14.9419	2.1181
0	16.2175	2.6516
0	13.3993	2.2493
0	17.7983	2.7384
0	15.3803	2.2926
0	12.0506	2.5417
0	16.2627	2.7638
0	15.9222	2.4545
0	16.5716	2.2842
0	16.5453	2.4332
0	15.1077	2.7517
0	13.8741	2.6052
0	16.2753	2.6441
0	14.4347	2.4448
0	15.9404	2.5041
0	14.2004	3.1074
0	14.6058	2.3427
0	16.3504	2.7167
0	14.029	2.9102
0	17.9075	3.2525
0	12.7928	2.0894
0	14.4851	2.3833
0	17.5074	2.3028
0	17.6575	2.3592
0	18.5984	2.3675
0	16.5882	2.2648
0	16.4951	3
0	15.2462	2.1526
0	13.0205	2.4872
0	14.141	2.6481
0	12.0393	2.5109
0	14.4403	4.3478
0	13.3823	1.9011
0	11.808	2.1784
0	17.1363	2.5234
0	15.2154	3.6382
0	15.2642	2.2698
0	17.0106	2.5956
0	12.9482	2.3474
0	15.1757	2.3161
0	15.0367	2.5363
0	16.404	3.1657
0	19.7361	2.8863
0	12.4905	2.1971
0	17.7962	3.0563
0	15.3403	3.0858
0	17.5438	2.0727
0	12.4732	2.982
0	14.7812	1.9648
0	16.6593	2.5095
0	14.0515	2.3161
0	15.2928	2.1931
0	15.5321	2.304
0	15.2836	3.1402
0	15.1535	2.4985
0	16.5037	2.1816
0	16.5209	2.5444
0	17.2253	3.0655
0	15.0703	2.2993
0	16.804	2.8871
0	13.714	2.115
0	13.5169	1.9902
0	14.3016	2.1744
0	16.7292	2.4788
0	13.7425	3.0692
0	13.659	2.3869
0	17.4225	2.7452
0	17.3806	2.621
0	14.3708	2.5854
0	17.1421	2.6185
0	15.3337	3.423
0	14.5133	2.204
0	16.4897	2.1948
0	13.2358	2.548
0	14.5343	2.7156
0	17.4808	2.7825
0	16.8386	2.4823
0	16.0178	2.5111
0	14.3595	1.9554
0	17.2406	2.4272
0	14.2831	2.0899
0	14.6681	2.9339
0	13.4852	2.1926
0	15.2207	2.1785
0	16.3608	2.6341
0	12.9128	2.428
0	14.3341	2.7614
0	12.1083	3.1176
0	13.7944	2.2514
0	15.2711	3.361
0	16.2038	1.8818
0	15.1276	2.5134
0	13.0327	1.969
0	13.9665	2.1556
0	16.2783	2.3593
0	14.8411	1.8819
0	13.4736	2.1465
0	14.7152	2.6316
0	18.1263	3.5066
0	16.7855	3.3406
0	15.1071	2.391
0	16.4964	3.1499
0	15.9612	3.0452
0	16.0092	2.7324
0	17.1101	3.2044
0	16.2417	2.5226
0	16.7533	2.7317
0	14.147	2.4391
0	12.5816	2.1421
0	18.4971	3.0428
0	14.1383	2.1928
0	13.5277	2.1144
0	15.0478	2.4986
0	15.1986	2.9141
0	17.1018	2.1231
0	16.4757	2.7549
0	16.2762	3.3564
0	15.8849	2.9519
0	15.0815	2.5871
0	20.7352	3.9508
0	17.7261	2.4947
0	12.71	3.1977
0	14.3588	2.5782
0	16.8928	2.4043
0	13.7919	2.3761
0	16.9297	3.7072
0	15.1507	2.8389
0	13.8818	2.6159
0	12.8719	1.734
0	15.1451	3.4548
0	15.6683	2.9946
0	13.778	1.5721
0	17.1048	2.1648
0	14.0284	3.3123
0	14.4197	2.2925
0	15.1393	3.0397
0	15.1238	3.3239
0	14.2858	3.3454
0	15.6765	2.3944
0	14.0223	3.3312
0	14.9953	1.9459
0	10.7526	1.3814
0	15.0123	3.173
0	13.9942	2.0736
0	12.019	5.3199
0	13.649	1.7742
0	15.4389	4.4933
0	12.5128	2.0635
0	14.5865	3.1342
0	15.6275	2.5459
0	14.8975	3.2111
0	13.1802	2.2862
0	18.9633	3.6667
0	17.2057	2.3953
0	15.6985	2.9582
0	13.3001	2.1162
0	15.2294	3.5975
0	15.9668	3.6793
0	13.7572	2.1144
0	15.9215	2.8036
0	13.6023	2.1225
0	14.3001	2.3107
0	16.8942	2.8641
0	16.3877	2.1279
0	16.3694	2.3187
0	16.1444	2.6585
0	15.4911	2.8466
0	18.3838	3.2509
0	16.4211	3.3636
0	16.3314	2.21
0	14.6237	2.6314
0	15.1943	2.9646
0	11.2541	2.7625
0	14.0265	2.6966
0	12.1597	2.0466
0	18.0434	2.8136
0	14.9407	2.268
0	14.4917	2.8074
0	13.8311	2.2672
0	13.4145	2.2716
0	14.3085	2.7248
0	12.3667	1.7974
0	18.4904	3.2514
0	12.9219	1.9161
0	15.3611	2.6551
0	17.2148	2.3375
0	15.7909	2.7148
0	14.7373	2.8385
0	16.3937	1.9222
0	17.9589	4.1678
0	13.1329	2.9314
0	15.2367	2.8192
0	11.8508	2.468
0	15.2574	4.2107
0	15.9216	2.4442
0	16.4362	2.3342
0	13.6505	2.8927
0	16.3129	3.4873
0	12.1085	1.9048
0	13.9387	3.1019
0	13.0811	2.1335
0	14.8508	2.3972
0	14.3088	2.6056
0	13.5834	2.9025
0	14.5451	2.1898
0	12.5629	2.4554
0	21.0208	3.6188
0	14.9555	2.9964
0	14.685	3.0737
0	13.7953	2.2921
0	14.198	2.2886
0	14.7294	2.4169
0	16.0431	3.4343
0	17.9625	3.4297
0	16.8407	2.9893
0	13.7774	2.8842
0	17.6696	3.5749
0	18.0174	2.8146
0	14.6305	2.0953
0	13.2895	2.6379
0	14.9859	2.7861
0	17.1156	3.0297
0	14.5335	2.4761
0	13.981	2.8223
0	15.6184	2.1742
0	14.2443	2.4465
0	12.1138	2.3474
0	14.8732	2.4334
0	13.4807	2.2853
0	16.984	2.1329
0	17.4462	2.2632
0	17.1361	2.6975
0	16.6575	2.2265
0	13.5857	2.0948
0	16.3669	2.5341
0	13.1537	2.0661
0	13.4101	2.4937
0	15.78	2.5565
0	15.2002	3.3786
0	15.8085	2.1489
0	12.688	1.7908
0	15.6185	2.3333
0	12.8056	2.4528
0	17.2298	2.7027
0	14.4773	2.9277
0	15.1566	2.1826
0	12.9622	2.2288
0	13.6959	3.1618
0	12.8406	1.5419
0	17.088	2.2141
0	14.4154	2.0374
0	14.6537	2.3547
0	13.8003	2.0907
0	15.0537	2.406
0	13.8989	1.9972
0	15.3333	3.014
0	13.4881	2.1126
0	13.4572	2.6499
0	14.3675	3.677
0	17.5775	3.1667
0	16.1719	2.4171
0	16.6171	2.7657
0	19.2861	3.3915
0	12.9817	2.7451
0	18.6581	2.8065
0	13.9762	2.1867
0	13.0571	2.6261
0	14.5182	2.3569
0	15.9978	1.9028
0	14.818	2.5565
0	14.1151	2.1331
0	17.2703	2.8369
0	14.9975	2.375
0	15.7646	3.2076
0	14.6578	2.4435
0	13.6448	1.9916
0	19.9629	3.6361
0	11.3212	2.1577
0	13.3204	2.323
0	13.2019	2.3754
0	13.5979	2.134
0	13.0512	2.0227
0	13.912	2.3542
0	13.5806	3.3415
0	14.6153	2.2834
0	14.6253	3.8151
0	16.4386	2.8501
0	13.7635	2.0899
0	15.0645	2.4305
0	17.2955	2.7533
0	17.4699	2.5486
0	19.3705	4.0612
0	13.5168	2.2474
0	16.7621	2.2557
0	15.2738	2.6973
0	13.2469	3.61
0	14.6025	2.5174
0	12.5959	3.1831
0	14.7463	3.1036
0	16.7615	2.1297
0	13.0731	2.5498
0	13.9344	2.0152
0	14.7749	2.2542
0	18.3049	2.5794
0	15.5277	2.4802
0	15.7237	3.4154
0	14.0852	2.5778
0	14.3809	4.2852
0	16.3828	1.8822
0	15.4033	2.7904
0	17.3451	2.9319
0	16.2705	2.3858
0	14.1214	2.1281
0	14.2969	2.6389
0	11.9619	2.3802
0	16.6721	3.2946
0	19.355	2.763
0	15.8506	2.508
0	15.2729	3.685
0	16.8393	2.3325
0	15.4482	2.2017
0	18.5058	2.4533
0	14.5651	2.1458
0	16.5928	2.9275
0	13.4115	2.1437
0	15.9919	2.5418
0	15.393	2.5394
0	15.0299	2.3514
0	13.2276	2.0112
0	15.4745	3.709
0	16.2551	2.9785
0	14.9757	3.0033
0	14.6543	2.8846
0	15.8133	2.4357
0	14.4304	2.5269
0	17.6268	3.2764
0	21.5182	3.6378
0	13.4516	3.0164
0	14.1484	2.3746
0	16.0071	2.1514
0	15.7942	2.681
0	15.5042	2.7465
0	16.1914	2.7891
0	15.0671	2.0894
0	12.9634	2.4369
0	14.4231	2.7668
0	16.2478	3.8295
0	10.4232	1.3008
0	15.3393	3.1662
0	17.9724	2.8501
0	12.6037	1.7652
0	12.942	2.8625
0	14.2911	1.769
0	11.925	2.6787
0	14.7799	4.2105
0	15.2699	2.346
0	15.7213	2.4965
0	14.6753	3.4512
0	15.0279	2.779
0	13.2596	2.604
0	15.3807	1.951
0	11.8335	3.1174
0	16.1562	2.3077
0	18.8258	2.7281
0	14.1527	2.4334
0	17.7463	2.2735
0	16.4072	2.5028
0	11.5417	1.826
0	16.6991	2.8564
0	17.4681	2.6658
0	15.3455	1.9906
0	13.5429	2.5
0	17.6003	2.937
0	17.7714	2.5825
0	16.1428	3.1569
0	13.4341	2.6551
0	15.4177	2.516
0	15	2.4771
0	14.5525	1.9946
0	14.0944	2.1444
0	16.3027	2.2457
0	15.2465	2.9901
0	9.5281	1.7704
0	14.9786	2.3173
0	12.9229	4.1957
0	14.8415	2.3107
0	14.7475	2.2266
0	16.1167	2.4087
0	17.384	2.7768
0	15.1067	2.4528
0	15.8261	3.8555
0	17.1259	2.1986
0	16.8594	2.5368
0	13.4405	2.3877
0	15.7794	2.3539
0	13.993	2.3711
0	16.4401	2.6703
0	16.999	2.1021
0	15.2928	2.4741
0	13.1093	2.8162
0	8.0513	1.9475
0	15.7022	2.1796
0	14.4528	3.2485
0	14.943	2.7041
0	14.8745	2.1533
0	21.9692	3.8653
0	13.3464	2.0595
0	15.8505	2.8417
0	15.3347	3.5455
0	14.3622	3.767
0	16.0219	1.9847
0	13.9934	2.2767
0	17.4833	2.5
0	16.7384	3.0299
0	13.7579	2.6968
0	13.5952	2.6977
0	13.0087	1.5913
0	15.6584	2.1401
0	16.4574	2.2474
0	17.0548	2.6378
0	17.6202	2.937
0	16.4733	3.4877
0	13.7286	2.5525
0	13.6391	2.4952
0	15.0235	3.1841
0	17.9912	3.561
0	13.6847	2.0131
0	16.9522	2.3703
0	14.7857	2.6431
0	17.6404	2.1862
0	13.1501	2.2044
0	12.9461	2.4389
0	14.7922	2.4835
0	15.7671	2.9755
0	11.3906	2.0536
0	15.8312	2.9606
0	19.4808	3.1859
0	15.9021	2.84
0	13.0104	2.1437
0	17.217	2.8515
0	17.1884	2.6431
0	16.3795	2.1722
0	20.9311	3.0769
0	16.8745	2.6022
0	13.5513	2.3853
0	14.7636	3.1254
0	15.0802	3.064
0	16.7252	3.1541
0	16.7149	2.4357
0	13.0145	2.3031
0	12.8128	2.2054
0	12.8444	2.2493
0	13.2115	1.9858
0	15.0404	4.2228
0	13.3187	2.5491
0	16.1602	2.5504
0	13.9346	2.1297
0	15.6944	2.4919
0	13.8067	2.0354
0	18.7742	2.747
0	15.6746	2.7412
0	16.4589	2.4419
0	16.5722	2.5902
0	15.876	2.4394
0	14.7522	2.7092
0	13.9784	2.2683
0	14.3769	2.3503
0	16.4961	2.2296
0	14.6787	3.5517
0	17.5443	2.7187
0	15.7368	3.3406
0	18.9711	3.2716
0	13.9213	2.306
0	13.8063	2.5967
0	15.0656	2.3099
0	17.9756	3.6738
0	13.7536	1.9352
0	15.1324	2.3094
0	14.324	2.0809
0	12.8728	3.4249
0	16.2887	2.2839
0	16.66	3.0503
0	14.8312	2.8511
0	13.8053	2.8799
0	12.0534	2.5587
0	15.6703	4.328
0	18.3512	2.2709
0	15.6281	2.4706
0	13.935	2.4167
0	13.6915	2.2
0	17.7887	2.3929
0	13.1619	2.2216
0	16.728	2.2841
0	18.5795	2.7559
0	16.41	2.1814
0	13.7159	2.7408
0	11.9781	2.1835
0	16.0461	2.4571
0	13.924	2.2465
0	14.6021	2.4278
0	12.8325	1.9046
0	17.6562	2.3718
0	13.4109	1.9973
0	13.7903	2.0435
0	15.7469	2.3166
0	14.035	2.0444
0	15.398	2.4496
0	14.8964	2.8074
0	13.1614	2.7447
0	16.893	2.862
0	21.5751	4.339
0	15.5621	3.1194
0	16.0054	2.496
0	17.4959	4.4
0	13.8063	2.3456
0	17.3276	2.1557
0	14.9652	2.6726
0	17.0738	2.4113
0	10.9178	2.1271
0	17.0881	2.254
0	16.8227	2.4504
0	14.7981	2.9269
0	13.9614	2.3062
0	15.1383	2.326
0	14.7298	2.686
0	19.5454	3.2512
0	14.3528	2.1472
0	18.5247	3.5847
0	15.8777	3.1534
0	17.2572	2.3684
0	14.9578	2.7057
0	14.9914	1.9216
0	13.0836	2.8418
0	13.4873	2.1105
0	15.201	3.647
0	15.3929	3.0595
0	13.2027	2.0602
0	14.2571	2.2202
0	14.6128	1.9673
0	18.4877	2.9551
0	14.5811	3.3537
0	14.4092	2.4144
0	16.5425	2.2894
0	18.0051	2.4651
0	13.7392	2.0113
0	19.6102	3.7228
0	14.4152	2.1253
0	15.0425	2.3121
0	16.6067	2.8883
0	13.7952	2.3718
0	16.1002	1.9741
0	18.5136	2.7419
0	15.892	2.1175
0	16.7244	2.565
0	12.0724	2.1365
0	16.5845	3.8388
0	12.9847	3.3725
0	16.0805	2.5253
0	17.2171	2.2028
0	13.5087	2.3884
0	13.8479	2.9745
0	17.7093	2.8992
0	13.0468	2.8596
0	15.353	3.0275
0	18.0231	2.3738
0	15.8738	2.7391
0	17.299	2.3881
0	18.1156	3.2672
0	16.8392	2.9132
0	14.5062	2.3108
0	13.7526	2.0488
0	20.4215	3.5803
0	13.9823	2.3722
0	16.2241	2.6657
0	15.0952	2.6278
0	16.1589	2.4018
0	13.8526	2.6958
0	15.6848	2.3647
0	12.3403	2.633
0	13.5953	1.9118
0	13.1485	2.2181
0	14.92	2.861
0	14.9649	2.2888
0	13.6361	2.8531
0	13.475	2.0141
0	18.8752	4.1875
0	13.4583	1.8035
0	16.2683	2.575
0	18.6623	3.2119
0	13.4011	3.1852
0	17.2878	2.4938
0	13.1295	1.8801
0	13.9683	2.7139
0	11.94	2.2274
0	15.0921	3.25
0	15.3649	3.3838
0	15.7748	3.8851
0	18.5437	2.5344
0	13.2083	1.9532
0	13.119	2.0641
0	18.9054	3.2512
0	11.7559	2.9961
0	14.3228	2.2808
0	18.4144	2.7094
0	15.0326	3.3131
0	15.476	2.7729
0	15.6373	3.1246
0	17.0103	2.9917
0	13.1619	2.0393
0	13.1809	2.5298
0	17.0519	2.7222
0	16.0727	2.951
0	15.7967	3.2021
0	19.7752	3.728
0	15.4825	2.5259
0	14.0813	3.0559
0	15.3411	3.2054
0	14.1612	2.3066
0	20.3857	4.0808
0	14.982	2.0861
0	14.9618	2.3761
0	13.2642	2.3736
0	16.7293	2.5775
0	12.1713	1.899
0	15.0887	3.0382
0	14.8835	2.3255
0	13.1309	2.0085
0	13.3006	3.1949
0	13.9455	2.6827
0	14.2015	2.5283
0	13.4164	2.352
0	12.2224	2.3248
0	17.2696	2.6102
0	10.2162	5.1411
0	15.8438	3.1972
0	12.3568	2.2806
0	16.4909	3.6338
0	12.1664	3.0069
0	16.1721	3.2672
0	13.4923	2.2585
0	16.4033	2.0471
0	13.9169	4.6339
0	14.9283	2.2707
0	17.2787	3.7296
0	15.81	2.5368
0	13.2756	2.8795
0	15.8678	2.5189
0	16.1063	2.2123
0	16.2299	2.1775
0	16.6927	2.3854
0	12.0049	2.701
0	18.1128	3.435
0	17.4255	3.1766
0	13.8557	2.2888
0	16.5775	2.2844
0	17.262	3.0412
0	13.343	2.16
0	15.1555	2.8281
0	16.9194	3.0109
0	16.0328	2.2992
0	14.9723	3.0497
0	16.2876	3.2823
0	18.366	3.1365
0	18.2905	2.8715
0	15.2409	2.2196
0	16.568	2.3535
0	14.6724	3.477
0	16.6257	2.703
0	15.2084	2.3712
0	16.4057	2.6804
0	14.0956	2.4676
0	14.5156	2.4761
0	15.6609	2.185
0	20.6672	4.1639
0	14.9828	2.2735
0	14.7861	2.6317
0	11.8329	2.5806
0	15.2342	3.1203
0	17.9712	2.1224
0	14.647	2.5497
0	12.3955	2.2124
0	14.5087	1.9672
0	14.5584	2.6077
0	13.744	2.7363
0	14.7452	2.683
0	13.2219	2.3436
0	18.3004	2.574
0	12.7607	4.51
0	15.3887	3.2676
0	16.7037	2.9337
0	14.0972	2.5014
0	14.9613	2.6485
0	12.551	1.893
0	14.4791	2.5238
0	14.6374	2.7507
0	14.533	2.697
0	15.7456	2.5053
0	17.8801	2.3215
0	14.9826	2.4223
0	17.1602	2.7084
0	16.4807	2.3291
0	15.0373	3.1349
0	13.538	2.7949
0	17.0336	2.4024
0	15.1322	2.3717
0	15.9045	2.6463
0	15.2202	2.6975
0	13.5994	3.2269
0	15.0891	2.2083
0	13.6372	2.0716
0	13.7679	2.0736
0	15.3513	2.2263
0	15.0174	2.4864
0	14.4385	4.0133
0	13.9197	3.0481
0	14.7515	2.1308
0	14.7979	3.5764
0	19.0184	3.4523
0	11.6818	2.0757
0	15.3194	2.258
