Conc_ugperml	DiameterA_um	Deformation
0	17.3718	2.0213
0	14.7249	2.3161
0	8.6328	1.2226
0	15.258	2.2941
0	14.6581	2.2408
0	12.8734	1.7775
0	11.4123	1.7413
0	12.3085	1.8315
0	13.8426	2.0872
0	13.6121	1.9648
0	12.4402	2.0142
0	15.3092	2.4476
0	18.8038	2.3968
0	11.0163	2.2996
0	14.4484	2.1124
0	13.8321	1.9834
0	14.4985	2.1854
0	14.2329	2.1549
0	13.093	1.8992
0	13.6295	1.8997
0	18.1641	2.4198
0	14.6419	2.3437
0	14.582	2.2062
0	12.2593	1.8987
0	14.8667	1.9797
0	12.1103	2.0286
0	14.2157	2.2125
0	13.8632	2
0	13.4335	2.443
0	15.275	2.0198
0	14.0407	2.1955
0	14.8551	2.0313
0	15.4001	2.3389
0	15.9439	2.8037
0	14.3058	1.9944
0	13.7296	1.7995
0	14.9511	2.4759
0	14.8204	2.2643
0	15.1798	2.5553
0	18.356	3.8736
0	17.782	2.0903
0	8.8745	2.3644
0	16.3148	2.484
0	14.7845	2.1209
0	11.2348	1.6959
0	14.5227	1.9101
0	15.4837	2.725
0	16.2158	2.3109
0	14.917	2.1172
0	12.6173	1.8394
0	13.1757	2.2068
0	14.7406	2.3694
0	12.1311	1.8739
0	13.0749	2.3654
0	12.8607	1.9557
0	14.5138	2.1586
0	15.938	2.0777
0	14.2787	1.6865
0	10.6796	1.3626
0	14.615	1.9812
0	13.6936	2.3764
0	16.2661	3
0	15.4852	2.6376
0	11.7379	2.8492
0	16.341	2.5026
0	15.9959	2.0289
0	14.3355	2.5411
0	15.8784	2.1628
0	15.39	3.3624
0	14.7155	2.158
0	15.3038	2.5729
0	12.1414	2.0028
0	15.4426	2.1915
0	14.8435	2.1163
0	14.4034	2.2261
0	15.5754	2.2094
0	13.4557	2.2197
0	13.9087	2.8133
0	15.4315	2.5066
0	19.9238	3.0757
0	17.0228	2.7857
0	12.6043	2.431
0	14.941	2.3224
0	14.9635	2.204
0	15.6829	2.3024
0	14.4593	2.2079
0	12.8635	2.283
0	16.3792	2.0416
0	14.4027	2.1898
0	14.2848	2.2751
0	13.7014	2.2973
0	14.5936	1.9259
0	13.1184	2.1694
0	13.2052	2.1983
0	14.144	1.9916
0	15.577	3.122
0	10.6481	1.3525
0	13.6739	2.3465
0	13.7467	2.2694
0	13.3022	2.0423
0	14.628	2.4056
0	15.1005	2.241
0	12.9758	2.6188
0	18.1381	2.5214
0	15.6392	2.5714
0	13.1118	2.4702
0	14.6888	2.086
0	19.2507	2.8184
0	13.5457	1.9507
0	14.0836	2
0	15.5809	1.995
0	12.2411	3.3468
0	14.7681	3.6718
0	16.0463	1.9425
0	14.691	2.1497
0	13.9219	2.1728
0	12.807	1.9764
0	15.1748	2.2153
0	14.8007	2.4211
0	13.8808	2.0085
0	13.2577	1.9745
0	12.9484	2.0283
0	14.0781	2.2225
0	14.803	2.3324
0	13.7848	2.1361
0	14.7127	2.2141
0	14.9821	2.2282
0	10.9418	3.0797
0	14.0639	2.1818
0	14.2449	2.3315
0	12.7295	1.9183
0	15.1654	2.5041
0	13.4725	2.0255
0	14.8295	2.7326
0	15.3417	2.5241
0	14.8504	2.0537
0	13.2165	2.1304
0	12.6857	2.0384
0	11.8466	2.0845
0	15.2088	2.5177
0	12.8105	2.1557
0	16.1328	2.139
0	13.7176	2.3571
0	13.9522	2.0599
0	11.6435	1.9394
0	13.9752	2.2486
0	14.0659	1.9549
0	14.8937	2.545
0	14.0855	2.1361
0	14.4508	2.0313
0	14.5661	2.102
0	14.7528	2.4336
0	15.0507	2.2188
0	14.303	2.2011
0	13.8008	2.107
0	15.9511	2.1402
0	14.222	2.0819
0	14.1461	2.1569
0	11.346	2.3437
0	13.9802	2.0771
0	14.9769	2.3398
0	14.6985	1.9725
0	13.9607	3.1624
0	13.9879	2.3279
0	11.5983	1.763
0	10.7396	1.873
0	15.2257	2.0615
0	13.6071	2.0028
0	13.7565	1.8186
0	15.609	2.6894
0	13.9624	2.4887
0	14.5497	2.1223
0	12.0757	1.6176
0	13.1752	1.9887
0	14.8231	2.4394
0	13.6153	1.9724
0	15.8101	1.949
0	15.1829	2.3953
0	15.5366	2.2801
0	12.6903	2.0255
0	15.1242	2.7698
0	12.5695	1.9566
0	14.12	2.0156
0	12.7915	2.3465
0	14.4378	1.9858
0	14.3174	2.6965
0	12.5101	1.8555
0	13.4607	1.9361
0	16.1817	2.3583
0	15.2912	2.8668
0	14.12	2.191
0	15.1607	2.3767
0	12.6565	2.0337
0	13.6381	2.0907
0	13.7512	1.9661
0	13.2294	2.0729
0	14.4716	2.1803
0	12.9735	1.9641
0	12.946	1.9174
0	15.4423	2.4882
0	14.9828	2.5995
0	16.8456	2.2912
0	15.8719	2.1035
0	14.6096	2.2554
0	15.3699	2.3713
0	17.4188	3.0424
0	14.8127	2.5222
0	15.0505	2.3416
0	13.9855	2.3472
0	17.713	3.5253
0	11.5291	1.8781
0	9.7698	1.9743
0	13.8746	2.9223
0	12.1782	2.0508
0	14.5499	3.5301
0	14.6663	2.1836
0	15.5783	2.326
0	14.4883	2.3549
0	12.9454	1.9641
0	14.4405	2.3111
0	13.9343	2.1955
0	14.9161	2.4279
0	14.0274	2.2068
0	14.1338	2.1717
0	16.2013	1.9179
0	14.5285	2.6289
0	12.9723	2.2264
0	13.46	2.5189
0	15.5458	2.1773
0	15.0467	2.8584
0	14.0593	2.047
0	14.9057	2.2383
0	11.9324	2.4303
0	14.9614	2.2167
0	14.3169	2.6873
0	17.8133	2.3793
0	15.1241	2.4583
0	13.7321	2.0085
0	12.4292	2.2232
0	13.5002	2.1545
0	13.6556	2.2583
0	13.6331	2.6519
0	15.4537	2.1891
0	12.7657	2.6781
0	13.4103	2.7672
0	15.29	2.3892
0	7.8653	1.3815
0	11.9857	1.7717
0	16.7411	2.846
0	13.3264	2.0027
0	15.1085	2.2331
0	15.1123	2.6098
0	16.0579	2.3243
0	16.0885	2.3035
0	15.5824	2.1671
0	14.7194	1.7913
0	12.4329	2.1105
0	12.9811	2.881
0	15.4937	2.3189
0	15.527	2.6299
0	14.8695	2.2807
0	14.6526	2.2016
0	15.4931	2.1401
0	13.8455	2.2
0	14.1184	2.2984
0	11.3682	2.249
0	17.911	3.4873
0	13.7368	2.2065
0	14.7835	2.5352
0	12.7031	2.2173
0	15.2547	2.8045
0	13.9633	2.4136
0	18.4197	2.8141
0	12.3205	2.3651
0	13.2767	2.2006
0	12.7271	2.2828
0	16.4734	2.5839
0	13.9127	1.7827
0	16.6361	2.6574
0	10.814	1.8319
0	13.3124	2.2295
0	14.4496	2.326
0	13.3217	2.0113
0	12.7859	2.5983
0	12.8899	2.2087
0	14.576	2.4221
0	13.8899	2.7156
0	15.6907	2.2637
0	14.0634	2.4069
0	15.2999	2.8311
0	15.3133	2.5581
0	14.4636	2.4363
0	14.3235	2.2727
0	14.3917	2.2894
0	14.1942	2.2238
0	14.5577	2.2578
0	14.2377	2.4551
0	15.8689	2.2642
0	14.3346	2.1024
0	13.1624	1.9943
0	15.2073	2.079
0	16.4191	2.2804
0	12.5274	1.9551
0	15.7164	2.2057
0	12.0706	1.7239
0	14.3736	2.0887
0	15.1778	2.1087
0	16.1954	2.3684
0	15.0373	2.5112
0	14.3194	2.2153
0	14.4692	2.4321
0	13.3374	2.2727
0	13.1197	2.0267
0	11.6873	2.2381
0	10.7013	1.8066
0	12.2449	2.0679
0	14.5179	2.5164
0	14.2598	2.017
0	13.3581	1.8794
0	13.8865	2.3888
0	12.1491	2.5194
0	14.2387	2.338
0	15.5802	2.1698
0	11.4962	2.2355
0	13.0495	2.1841
0	13.4852	2.2865
0	15.1758	2.5815
0	14.7051	2.1434
0	13.2482	1.9091
0	16.5671	2.2614
0	15.5647	2.3055
0	15.3263	2.5587
0	14.4473	1.842
0	15.4371	2.1747
0	16.339	2.3286
0	15.2212	3.0692
0	8.0514	1.8834
0	11.1647	1.6349
0	13.7001	2.6198
0	13.1733	1.9775
0	13.2448	2.3518
0	14.4392	2.324
0	14.517	2.0156
0	17.8378	2.2024
0	11.2649	1.8361
0	12.2728	2.0339
0	12.1757	2.3559
0	14.5102	2.1638
0	14.39	2.6581
0	16.5547	2.4741
0	15.1133	2.5083
0	14.8046	2.4011
0	12.5137	2.3838
0	13.4358	1.9482
0	14.4888	2.6667
0	13.2623	2.1983
0	15.1542	2.3404
0	15.2259	2.5623
0	12.1816	2.0278
0	14.5441	2.2185
0	9.9141	1.4063
0	14.6745	2.112
0	14.7917	2.8519
0	15.257	2.0144
0	14.8545	2.1014
0	14.8322	2.7839
0	13.1378	1.9488
0	13.0725	1.9667
0	17.4898	3.3569
0	17.6718	2.3796
0	14.2643	1.9674
0	15.0891	2.3406
0	11.3232	2.05
0	14.144	2.0508
0	15.6097	2.6629
0	12.8238	2.0124
0	14.593	2.6567
0	12.1143	1.9169
0	12.6905	1.7135
0	18.2403	2.8028
0	11.0609	1.7694
0	15.8009	2.7766
0	8.3974	1.7466
0	19.0213	2.9065
0	16.0607	2.2688
0	13.3835	2.2
0	16.0048	3.0499
0	13.4128	3.3719
0	12.6657	1.9673
0	12.6051	1.9524
0	15.8231	1.9456
0	13.6411	1.9292
0	12.8221	2.0615
0	13.2994	2.255
0	12.7593	1.9654
0	10.858	2.1851
0	13.2064	1.8293
0	10.1918	3.5102
0	16.5009	2.3618
0	12.5294	2.4989
0	14.7861	2.3554
0	14.4984	2.5437
0	13.3936	2.0297
0	15.4884	1.948
0	14.2679	2.9124
0	14.5642	1.9746
0	13.742	2.1465
0	13.4947	1.9115
0	14.3584	2.0166
0	17.3729	2.9391
0	13.097	2.062
0	13.5518	2.6232
0	14.7686	2.255
0	12.3505	2.0292
0	15.1879	2.2381
0	16.6799	1.9551
0	15.4904	2.6657
0	12.5815	1.7466
0	15.5439	2.1631
0	15.0068	2.1608
0	13.3883	2.1445
0	13.2501	2.1917
0	12.5723	1.9946
0	12.9263	2.3042
0	16.0482	2.419
0	12.9173	2.3248
0	15.8941	2.7592
0	9.4959	2.6613
0	19.5219	2.7841
0	15.5168	2.2823
0	14.9971	2.6453
0	16.2615	2.631
0	14.3333	2.0397
0	14.1677	2.7014
0	10.6458	1.7406
0	13.9438	2.3639
0	14.7189	2.3161
0	15.401	2.9167
0	15.1237	2.0753
0	14.111	2.3045
0	15.5971	2.6232
0	17.2347	2.5574
0	17.0676	2.2097
0	15.8574	2.1667
0	16.3356	2.6796
0	15.6548	2.1908
0	13.34	1.9636
0	13.143	1.981
0	14.2905	2.325
0	12.9223	2.2458
0	14.817	2.6204
0	14.8725	2.0047
0	15.2481	2.5761
0	14.4656	2.4945
0	13.2389	2.017
0	17.3507	3.0083
0	14.0544	2.4181
0	12.7018	1.951
0	11.1293	3.172
0	16.1103	2.288
0	12.3775	2.6584
0	9.0164	2.1306
0	14.8465	2.5028
0	15.3465	2.389
0	15.6663	2.3875
0	14.2379	2.4237
0	14.2422	2.9037
0	17.2439	2.434
0	13.6921	2.2444
0	12.0727	2.2391
0	13.53	2.0699
0	15.2594	2.4492
0	7.111	1.9111
0	14.4823	2.3003
0	15.249	2.5014
0	7.686	1.3676
0	14.2544	2.8792
0	16.4355	2.6091
0	14.4743	2.0227
0	17.7587	2.3804
0	13.5365	2.3918
0	14.7689	2.1921
0	13.5386	2.2147
0	13.5613	2.3251
0	11.5413	2.2832
0	14.8278	2
0	12.6013	2.5282
0	15.5997	2.3282
0	12.5319	2.0057
0	15.1484	2.0899
0	14.0423	2.2096
0	14.4764	2.1944
0	14.9746	2.0615
0	19.6246	2.9724
0	13.3814	2.1268
0	14.7776	2.2465
0	13.2432	1.9889
0	14.2153	2.3598
0	13.3463	2.2
0	13.4906	2.4317
0	14.7128	2.1333
0	15.0001	2.1537
0	12.1534	1.9354
0	14.143	2.6293
0	13.4857	2.2364
0	12.8113	2.6275
0	15.6545	2.2278
0	13.5808	2.1662
0	14.7924	2.2643
0	14.7246	1.9696
0	14.458	2.2665
0	12.4523	2.053
0	15.94	2.3432
0	12.54	2.3518
0	15.4753	2.9375
0	21.0051	3.8203
0	14.8231	2.6435
0	18.0322	2.0587
0	12.6726	2.1558
0	14.8567	2.191
0	15.6529	2.1962
0	14.9666	2.2153
0	15.3568	2.2148
0	14.1688	2.323
0	15.7663	2.4415
0	15.1458	2.1955
0	13.0876	2.3684
0	12.9167	2.9631
0	16.0607	2.2779
0	15.4656	2.4958
0	12.5485	2.0367
0	14.586	2.0759
0	10.6209	1.9014
0	14.7139	1.8929
0	17.4866	2.7608
0	12.1492	2.0758
0	11.6689	1.8719
0	15.7811	2.2115
0	11.9589	2.3029
0	14.3644	2.1823
0	11.1225	1.395
0	14.7159	1.9408
0	13.9657	2.1469
0	14.9805	2.9361
0	15.6693	2.6812
0	15.4839	2.5326
0	14.8617	2.5856
0	15.7028	2.9848
0	13.9635	2.0083
0	14.8069	2.1601
0	15.4319	2.3542
0	16.0998	2.7313
0	13.7159	2.1905
0	12.806	2.5155
0	12.351	2.367
0	16.3799	2.779
0	15.5896	2.4071
0	15.2305	2.1418
0	16.3189	2.1561
0	12.54	2.1953
0	15.2083	2.6785
0	12.9272	2.1084
0	12.6109	1.3986
0	14.0331	2.68
0	10.378	1.8526
0	15.588	2.481
0	17.583	2.6567
0	13.5854	3.06
0	13.2154	2.1469
0	14.3498	2.3401
0	13.2881	1.9972
0	13.9057	2.0981
0	15.6026	3.285
0	12.5161	2.6229
0	13.1815	2.7389
0	12.9497	2.2068
0	14.9578	3.673
0	14.9228	2.3059
0	14.4122	2.4904
0	12.124	2.0318
0	14.0587	2.387
0	12.9941	2.3693
0	13.2272	2.3211
0	14.616	2.0131
0	8.826	1.587
0	14.1966	2.2338
0	14.7508	2.2521
0	14.5555	2.4514
0	15.8382	2.956
0	13.189	2.1521
0	12.8081	2.0453
0	13.7316	2.2478
0	13.7239	1.9843
0	14.5178	2.1416
0	14.8407	2.2493
0	15.1824	2.6098
0	18.2119	3.1955
0	12.6215	1.7326
0	13.952	2.3483
0	15.2891	2.812
0	14.5394	2.5502
0	8.0962	1.5179
0	12.549	2.4792
0	14.3001	2.1893
0	15.2452	2.337
0	12.5388	1.8414
0	13.7715	2.2125
0	16.1377	2.3304
0	13.348	2.0057
0	13.8311	2.1497
0	13.4408	2.3344
0	10.9668	1.7711
0	16.5651	2.6712
0	13.3819	2.297
0	14.3599	2.1977
0	15.0867	1.9974
0	12.6311	2.388
0	15.2071	2.3701
0	14.2986	2.288
0	12.3458	2.6477
0	14.8416	2.2791
0	18.1646	3.1497
0	12.6324	2.0667
0	14.5022	2.3785
0	14.083	2.3815
0	13.2118	2.6162
0	14.9094	2.3081
0	17.6493	2.7527
0	17.3361	3.0163
0	12.2222	2.3658
0	14.1061	2.1785
0	13.5102	2.9222
0	14.7339	2.2053
0	13.4594	2.225
0	16.423	2.2377
0	9.9586	1.5252
0	16.6545	2.4156
0	12.9441	2.2068
0	13.1371	2.3636
0	14.4311	2.2407
0	11.8459	1.7929
0	14.38	2.3611
0	13.0405	2.1608
0	14.094	2.2364
0	14.3802	2.1861
0	16.0048	2.4245
0	15.6429	2.1529
0	13.3313	2.0254
0	9.1585	1.4029
0	8.824	2.2295
0	13.0855	1.9755
0	14.1689	2.1139
0	15.1465	2.336
0	14.1866	2.1028
0	11.1742	1.9461
0	16.5098	2.3268
0	15.1138	2.3653
0	15.3477	2.4415
0	14.534	2.1413
0	14.9877	2.4635
0	13.3997	2.1926
0	12.7715	2.5325
0	13.1943	2.2507
