Conc_ugperml	FrequencyShift_Hz	Volume_um^3	DiameterV_um	PassageTime_s	Deformability_inverseSec
0.0000    	35.9615   	1232.4017 	13.3020   	0.0341    	29.3334   
0.0000    	42.5337   	1457.6283 	14.0675   	0.0573    	17.4382   
0.0000    	51.5807   	1767.6716 	15.0015   	0.0908    	11.0076   
0.0000    	42.1296   	1443.7806 	14.0228   	0.0568    	17.6133   
0.0000    	28.0597   	961.6044  	12.2461   	0.0257    	38.9019   
0.0000    	29.3177   	1004.7183 	12.4265   	0.0260    	38.4849   
0.0000    	30.7735   	1054.6074 	12.6289   	0.0218    	45.9132   
0.0000    	25.8303   	885.2046  	11.9128   	0.0238    	41.9441   
0.0000    	78.7072   	2697.2964 	17.2707   	0.2040    	4.9023    
0.0000    	27.3180   	936.1885  	12.1373   	0.0243    	41.1412   
0.0000    	32.7355   	1121.8442 	12.8917   	0.0336    	29.7887   
0.0000    	28.8520   	988.7576  	12.3603   	0.0230    	43.3871   
0.0000    	40.4333   	1385.6491 	13.8320   	0.0495    	20.2203   
0.0000    	55.0927   	1888.0277 	15.3345   	0.0887    	11.2698   
0.0000    	29.0735   	996.3491  	12.3919   	0.0252    	39.7376   
0.0000    	36.2638   	1242.7587 	13.3392   	0.0344    	29.0486   
0.0000    	41.7268   	1429.9768 	13.9779   	0.0419    	23.8762   
0.0000    	41.3239   	1416.1695 	13.9328   	0.0447    	22.3776   
0.0000    	58.4812   	2004.1517 	15.6427   	0.0376    	26.6142   
0.0000    	35.9903   	1233.3860 	13.3056   	0.0313    	31.9934   
0.0000    	43.2196   	1481.1342 	14.1427   	0.0490    	20.4274   
0.0000    	28.5941   	979.9207  	12.3234   	0.0209    	47.8272   
0.0000    	55.7302   	1909.8753 	15.3934   	0.0899    	11.1219   
0.0000    	67.3124   	2306.7966 	16.3934   	0.0464    	21.5404   
0.0000    	38.3016   	1312.5971 	13.5845   	0.0437    	22.9032   
0.0000    	4.1717    	142.9648  	6.4875    	0.0109    	91.7574   
0.0000    	37.2303   	1275.8810 	13.4567   	0.0423    	23.6394   
0.0000    	43.2661   	1482.7294 	14.1478   	0.0536    	18.6612   
0.0000    	38.0386   	1303.5812 	13.5533   	0.0358    	27.9218   
0.0000    	56.2527   	1927.7816 	15.4414   	0.0822    	12.1612   
0.0000    	44.1543   	1513.1685 	14.2439   	0.0590    	16.9350   
0.0000    	28.6533   	981.9502  	12.3319   	0.0219    	45.6249   
0.0000    	28.1389   	964.3187  	12.2577   	0.0217    	46.1772   
0.0000    	42.2430   	1447.6672 	14.0354   	0.0430    	23.2593   
0.0000    	25.9220   	888.3473  	11.9269   	0.0231    	43.2274   
0.0000    	22.5505   	772.8060  	11.3856   	0.0188    	53.1589   
0.0000    	31.9265   	1094.1208 	12.7847   	0.0251    	39.8050   
0.0000    	24.0498   	824.1852  	11.6326   	0.0212    	47.2423   
0.0000    	52.0017   	1782.0999 	15.0422   	0.0999    	10.0133   
0.0000    	37.5979   	1288.4803 	13.5008   	0.0234    	42.6952   
0.0000    	38.2158   	1309.6565 	13.5744   	0.0220    	45.4483   
0.0000    	42.0375   	1440.6241 	14.0126   	0.0460    	21.7430   
0.0000    	38.8720   	1332.1427 	13.6516   	0.0430    	23.2557   
0.0000    	30.3084   	1038.6682 	12.5649   	0.0248    	40.3898   
0.0000    	33.0556   	1132.8138 	12.9336   	0.0249    	40.2141   
0.0000    	53.7379   	1841.5972 	15.2078   	0.0944    	10.5890   
0.0000    	30.8182   	1056.1409 	12.6350   	0.0230    	43.3995   
0.0000    	36.7019   	1257.7755 	13.3927   	0.0350    	28.5406   
0.0000    	36.4344   	1248.6072 	13.3601   	0.0428    	23.3858   
0.0000    	37.0291   	1268.9877 	13.4324   	0.0324    	30.8299   
0.0000    	21.6244   	741.0682  	11.2276   	0.0193    	51.8669   
0.0000    	29.5187   	1011.6055 	12.4548   	0.0244    	41.0637   
0.0000    	26.6284   	912.5561  	12.0343   	0.0214    	46.7072   
0.0000    	46.4356   	1591.3471 	14.4851   	0.0628    	15.9274   
0.0000    	24.8294   	850.9044  	11.7569   	0.0200    	49.9158   
0.0000    	36.7588   	1259.7254 	13.3996   	0.0406    	24.6018   
0.0000    	24.1173   	826.4993  	11.6434   	0.0174    	57.6038   
0.0000    	36.1659   	1239.4056 	13.3272   	0.0386    	25.9291   
0.0000    	38.0194   	1302.9238 	13.5511   	0.0386    	25.8873   
0.0000    	29.3301   	1005.1409 	12.4282   	0.0265    	37.7751   
0.0000    	30.0228   	1028.8809 	12.5253   	0.0243    	41.1134   
0.0000    	31.9396   	1094.5705 	12.7864   	0.0287    	34.8823   
0.0000    	24.5645   	841.8249  	11.7150   	0.0205    	48.8218   
0.0000    	48.2447   	1653.3446 	14.6708   	0.0679    	14.7361   
0.0000    	50.8287   	1741.8991 	14.9282   	0.0979    	10.2130   
0.0000    	41.3332   	1416.4884 	13.9339   	0.0517    	19.3400   
0.0000    	25.3661   	869.2960  	11.8410   	0.0218    	45.7823   
0.0000    	50.1499   	1718.6371 	14.8615   	0.0913    	10.9586   
0.0000    	39.9564   	1369.3061 	13.7774   	0.0522    	19.1747   
0.0000    	56.5643   	1938.4600 	15.4698   	0.1175    	8.5138    
0.0000    	52.9731   	1815.3889 	15.1353   	0.1009    	9.9121    
0.0000    	26.0360   	892.2523  	11.9444   	0.0218    	45.8030   
0.0000    	43.2756   	1483.0564 	14.1488   	0.0499    	20.0503   
0.0000    	33.1724   	1136.8187 	12.9488   	0.0288    	34.6880   
0.0000    	28.9754   	992.9859  	12.3779   	0.0251    	39.8778   
0.0000    	58.3225   	1998.7122 	15.6285   	0.1151    	8.6858    
0.0000    	25.2328   	864.7275  	11.8203   	0.0219    	45.6317   
0.0000    	95.3843   	3268.8212 	18.4133   	0.5761    	1.7359    
0.0000    	27.6924   	949.0191  	12.1925   	0.0235    	42.4990   
0.0000    	46.9653   	1609.4994 	14.5400   	0.0743    	13.4662   
0.0000    	43.3285   	1484.8667 	14.1546   	0.0496    	20.1722   
0.0000    	28.8052   	987.1540  	12.3537   	0.0213    	46.9732   
0.0000    	29.9310   	1025.7362 	12.5125   	0.0257    	38.8820   
0.0000    	63.8761   	2189.0350 	16.1096   	0.1787    	5.5946    
0.0000    	25.6023   	877.3909  	11.8777   	0.0195    	51.3520   
0.0000    	25.6205   	878.0135  	11.8805   	0.0193    	51.8669   
0.0000    	44.1589   	1513.3248 	14.2444   	0.0439    	22.7988   
0.0000    	36.3029   	1244.0995 	13.3440   	0.0445    	22.4930   
0.0000    	31.9908   	1096.3236 	12.7932   	0.0287    	34.8863   
0.0000    	28.1807   	965.7538  	12.2637   	0.0226    	44.2811   
0.0000    	52.3428   	1793.7878 	15.0750   	0.1001    	9.9861    
0.0000    	22.2374   	762.0755  	11.3327   	0.0175    	57.2043   
0.0000    	32.3596   	1108.9619 	12.8422   	0.0320    	31.2530   
0.0000    	40.5328   	1389.0595 	13.8433   	0.0434    	23.0555   
0.0000    	46.6123   	1597.4020 	14.5035   	0.0629    	15.8884   
0.0000    	28.9645   	992.6135  	12.3764   	0.0241    	41.4823   
0.0000    	23.0045   	788.3640  	11.4615   	0.0201    	49.6397   
0.0000    	34.3310   	1176.5249 	13.0979   	0.0304    	32.8615   
0.0000    	38.3289   	1313.5305 	13.5877   	0.0429    	23.3322   
0.0000    	50.0083   	1713.7851 	14.8475   	0.0601    	16.6449   
0.0000    	37.2635   	1277.0199 	13.4607   	0.0364    	27.4669   
0.0000    	41.2783   	1414.6070 	13.9277   	0.0587    	17.0276   
0.0000    	31.9130   	1093.6593 	12.7829   	0.0298    	33.5037   
0.0000    	30.3138   	1038.8547 	12.5657   	0.0285    	35.1191   
0.0000    	50.9663   	1746.6135 	14.9417   	0.0760    	13.1608   
0.0000    	38.9547   	1334.9783 	13.6613   	0.0393    	25.4745   
0.0000    	39.3836   	1349.6744 	13.7112   	0.0510    	19.6248   
0.0000    	37.4557   	1283.6075 	13.4838   	0.0516    	19.3707   
0.0000    	42.8850   	1469.6693 	14.1061   	0.0574    	17.4103   
0.0000    	45.0325   	1543.2645 	14.3377   	0.0599    	16.6859   
0.0000    	33.2361   	1139.0004 	12.9571   	0.0283    	35.3305   
0.0000    	41.6773   	1428.2808 	13.9724   	0.0478    	20.9318   
0.0000    	26.6364   	912.8299  	12.0355   	0.0210    	47.7150   
0.0000    	30.6329   	1049.7886 	12.6096   	0.0281    	35.5652   
0.0000    	33.6570   	1153.4240 	13.0116   	0.0276    	36.2797   
0.0000    	44.1122   	1511.7258 	14.2394   	0.0570    	17.5464   
0.0000    	53.6115   	1837.2660 	15.1958   	0.1056    	9.4731    
0.0000    	50.3228   	1724.5614 	14.8785   	0.0808    	12.3742   
0.0000    	36.0347   	1234.9084 	13.3110   	0.0335    	29.8908   
0.0000    	29.7005   	1017.8360 	12.4803   	0.0258    	38.7684   
0.0000    	35.4432   	1214.6379 	13.2378   	0.0383    	26.1244   
0.0000    	35.1754   	1205.4601 	13.2044   	0.0321    	31.1255   
0.0000    	9.4396    	323.4943  	8.5171    	0.0106    	94.4553   
0.0000    	38.8792   	1332.3909 	13.6525   	0.0404    	24.7796   
0.0000    	35.8711   	1229.3019 	13.2909   	0.0338    	29.5837   
0.0000    	24.3267   	833.6762  	11.6770   	0.0203    	49.1441   
0.0000    	29.2725   	1003.1671 	12.4201   	0.0241    	41.5218   
0.0000    	36.5590   	1252.8779 	13.3753   	0.0367    	27.2365   
0.0000    	24.8499   	851.6065  	11.7602   	0.0192    	52.0794   
0.0000    	33.1712   	1136.7764 	12.9487   	0.0273    	36.5710   
0.0000    	29.4967   	1010.8522 	12.4517   	0.0181    	55.3373   
0.0000    	31.1688   	1068.1540 	12.6827   	0.0217    	46.0657   
0.0000    	44.7213   	1532.6004 	14.3046   	0.0426    	23.4758   
0.0000    	40.7918   	1397.9352 	13.8728   	0.0436    	22.9497   
0.0000    	27.5805   	945.1845  	12.1760   	0.0223    	44.8868   
0.0000    	61.5893   	2110.6669 	15.9150   	0.1172    	8.5319    
0.0000    	52.5008   	1799.2031 	15.0902   	0.0564    	17.7258   
0.0000    	23.5924   	808.5112  	11.5583   	0.0192    	52.1595   
0.0000    	45.5865   	1562.2477 	14.3963   	0.0611    	16.3743   
0.0000    	28.9841   	993.2854  	12.3792   	0.0263    	38.0483   
0.0000    	43.0383   	1474.9222 	14.1229   	0.0531    	18.8456   
0.0000    	43.8028   	1501.1232 	14.2060   	0.0530    	18.8735   
0.0000    	48.8585   	1674.3813 	14.7328   	0.0907    	11.0303   
0.0000    	25.8853   	887.0878  	11.9213   	0.0214    	46.6430   
0.0000    	36.2973   	1243.9096 	13.3433   	0.0378    	26.4895   
0.0000    	34.2309   	1173.0932 	13.0851   	0.0305    	32.8015   
0.0000    	32.9357   	1128.7059 	12.9180   	0.0323    	30.9927   
0.0000    	43.1815   	1479.8284 	14.1385   	0.0544    	18.3736   
0.0000    	46.0304   	1577.4626 	14.4429   	0.0637    	15.6908   
0.0000    	47.6703   	1633.6607 	14.6124   	0.0727    	13.7632   
0.0000    	41.6763   	1428.2483 	13.9723   	0.0404    	24.7334   
0.0000    	36.3418   	1245.4344 	13.3488   	0.0361    	27.7365   
0.0000    	47.6149   	1631.7610 	14.6067   	0.0714    	14.0077   
0.0000    	34.4459   	1180.4627 	13.1125   	0.0257    	38.8474   
0.0000    	19.6283   	672.6602  	10.8709   	0.0313    	31.8998   
0.0000    	55.8815   	1915.0579 	15.4073   	0.1549    	6.4544    
0.0000    	33.4836   	1147.4842 	12.9892   	0.0266    	37.6446   
0.0000    	44.1043   	1511.4541 	14.2385   	0.0710    	14.0859   
0.0000    	112.9488  	3870.7542 	19.4805   	1.0616    	0.9420    
0.0000    	52.9165   	1813.4499 	15.1299   	0.0882    	11.3346   
0.0000    	31.0337   	1063.5244 	12.6644   	0.0236    	42.2987   
0.0000    	26.3102   	901.6497  	11.9862   	0.0216    	46.2332   
0.0000    	30.2214   	1035.6870 	12.5529   	0.0233    	42.8390   
0.0000    	53.5913   	1836.5741 	15.1939   	0.1034    	9.6746    
0.0000    	26.8201   	919.1246  	12.0631   	0.0214    	46.6287   
0.0000    	40.4783   	1387.1917 	13.8371   	0.0331    	30.2523   
0.0000    	41.2346   	1413.1087 	13.9228   	0.0397    	25.1575   
0.0000    	31.5204   	1080.2044 	12.7302   	0.0272    	36.7915   
0.0000    	57.8014   	1980.8548 	15.5818   	0.0356    	28.0733   
0.0000    	69.2745   	2374.0373 	16.5512   	0.0752    	13.2984   
0.0000    	25.7105   	881.0996  	11.8944   	0.0199    	50.1867   
0.0000    	47.3181   	1621.5902 	14.5763   	0.0694    	14.4078   
0.0000    	30.4355   	1043.0259 	12.5825   	0.0266    	37.5474   
0.0000    	28.5647   	978.9129  	12.3192   	0.0241    	41.4428   
0.0000    	34.9005   	1196.0415 	13.1699   	0.0286    	34.9662   
0.0000    	46.1979   	1583.2027 	14.4604   	0.0571    	17.5001   
0.0000    	44.6815   	1531.2358 	14.3004   	0.0614    	16.2844   
0.0000    	45.5677   	1561.6059 	14.3943   	0.0723    	13.8362   
0.0000    	74.8625   	2565.5392 	16.9848   	0.0768    	13.0237   
0.0000    	46.9006   	1607.2849 	14.5333   	0.0648    	15.4259   
0.0000    	45.4047   	1556.0193 	14.3771   	0.0531    	18.8409   
0.0000    	25.5647   	876.1006  	11.8719   	0.0194    	51.6038   
0.0000    	27.1071   	928.9600  	12.1060   	0.0209    	47.9399   
0.0000    	11.5685   	396.4531  	9.1145    	0.0199    	50.3357   
0.0000    	30.3083   	1038.6664 	12.5649   	0.0255    	39.2824   
0.0000    	28.8852   	989.8960  	12.3651   	0.0284    	35.1961   
0.0000    	22.6117   	774.9045  	11.3959   	0.0171    	58.5319   
0.0000    	30.5486   	1046.9012 	12.5980   	0.0275    	36.3056   
0.0000    	31.6847   	1085.8341 	12.7523   	0.0265    	37.7284   
0.0000    	22.7460   	779.5044  	11.4184   	0.0186    	53.7676   
0.0000    	25.0728   	859.2464  	11.7952   	0.0195    	51.2572   
0.0000    	48.7409   	1670.3501 	14.7210   	0.0656    	15.2372   
0.0000    	41.1786   	1411.1904 	13.9165   	0.0467    	21.4361   
0.0000    	59.4252   	2036.5023 	15.7264   	0.1167    	8.5697    
0.0000    	41.4747   	1421.3381 	13.9497   	0.0558    	17.9236   
0.0000    	54.0974   	1853.9186 	15.2416   	0.0939    	10.6511   
0.0000    	47.1438   	1615.6170 	14.5584   	0.0807    	12.3843   
0.0000    	57.8835   	1983.6679 	15.5892   	0.1276    	7.8389    
0.0000    	36.4977   	1250.7775 	13.3678   	0.0313    	31.9499   
0.0000    	33.7652   	1157.1329 	13.0255   	0.0309    	32.3392   
0.0000    	32.9798   	1130.2176 	12.9237   	0.0298    	33.5184   
