Conc_ugperml	FrequencyShift_Hz	Volume_um^3	DiameterV_um	PassageTime_s	Deformability_inverseSec
0.0000    	32.4214   	1121.1322 	12.8890   	0.0309    	32.3495   
0.0000    	31.5117   	1089.6741 	12.7673   	0.0247    	40.4862   
0.0000    	3.0807    	106.5290  	5.8815    	0.0102    	97.5968   
0.0000    	38.5583   	1333.3476 	13.6557   	0.0376    	26.6072   
0.0000    	25.6310   	886.3214  	11.9178   	0.0194    	51.4299   
0.0000    	42.9961   	1486.8068 	14.1607   	0.0402    	24.8745   
0.0000    	35.0865   	1213.2919 	13.2329   	0.0321    	31.1477   
0.0000    	46.8162   	1618.9054 	14.5683   	0.0812    	12.3108   
0.0000    	33.4181   	1155.5983 	13.0198   	0.0277    	36.1422   
0.0000    	67.8014   	2344.5724 	16.4824   	0.0538    	18.6043   
0.0000    	29.5151   	1020.6318 	12.4918   	0.0246    	40.6318   
0.0000    	52.3173   	1809.1306 	15.1179   	0.1264    	7.9086    
0.0000    	37.4839   	1296.1916 	13.5277   	0.0363    	27.5388   
0.0000    	21.9755   	759.9116  	11.3220   	0.0191    	52.4373   
0.0000    	21.9209   	758.0236  	11.3126   	0.0189    	52.8002   
0.0000    	30.6573   	1060.1280 	12.6509   	0.0247    	40.5023   
0.0000    	24.3930   	843.5114  	11.7228   	0.0198    	50.4772   
0.0000    	24.8285   	858.5710  	11.7921   	0.0196    	50.9576   
0.0000    	28.0686   	970.6130  	12.2843   	0.0227    	44.0700   
0.0000    	27.1895   	940.2142  	12.1547   	0.0229    	43.6041   
0.0000    	22.4876   	777.6201  	11.4092   	0.0184    	54.2551   
0.0000    	34.5039   	1193.1435 	13.1593   	0.0338    	29.6210   
0.0000    	28.0769   	970.8995  	12.2855   	0.0267    	37.4093   
0.0000    	31.7133   	1096.6465 	12.7945   	0.0284    	35.2245   
0.0000    	26.9507   	931.9553  	12.1190   	0.0219    	45.6317   
0.0000    	32.7010   	1130.7997 	12.9259   	0.0336    	29.7538   
0.0000    	26.0779   	901.7721  	11.9867   	0.0207    	48.3576   
0.0000    	44.8330   	1550.3245 	14.3596   	0.0651    	15.3614   
0.0000    	25.7523   	890.5144  	11.9366   	0.0217    	46.1702   
0.0000    	26.7161   	923.8436  	12.0837   	0.0218    	45.8787   
0.0000    	39.0444   	1350.1541 	13.7129   	0.0521    	19.1977   
0.0000    	47.7294   	1650.4822 	14.6624   	0.1669    	5.9911    
0.0000    	25.1893   	871.0455  	11.8490   	0.0197    	50.7965   
0.0000    	38.9672   	1347.4843 	13.7038   	0.0391    	25.5770   
0.0000    	37.7736   	1306.2126 	13.5625   	0.0390    	25.6609   
0.0000    	25.0938   	867.7430  	11.8340   	0.0194    	51.5951   
0.0000    	42.0225   	1453.1389 	14.0530   	0.0571    	17.5202   
0.0000    	34.4540   	1191.4199 	13.1529   	0.0364    	27.4818   
0.0000    	46.7951   	1618.1738 	14.5661   	0.0523    	19.1027   
0.0000    	69.4737   	2402.4003 	16.6169   	0.0749    	13.3543   
0.0000    	53.7685   	1859.3158 	15.2564   	0.1527    	6.5479    
0.0000    	35.9122   	1241.8429 	13.3359   	0.0381    	26.2389   
0.0000    	41.1437   	1422.7498 	13.9544   	0.0451    	22.1888   
0.0000    	27.2583   	942.5909  	12.1649   	0.0242    	41.3866   
0.0000    	35.9631   	1243.6046 	13.3422   	0.0380    	26.3272   
0.0000    	42.4571   	1468.1666 	14.1013   	0.0624    	16.0337   
0.0000    	33.7861   	1168.3234 	13.0674   	0.0315    	31.7273   
0.0000    	44.2862   	1531.4182 	14.3010   	0.0568    	17.6001   
0.0000    	26.3764   	912.0965  	12.0323   	0.0219    	45.6249   
0.0000    	39.0478   	1350.2732 	13.7133   	0.0318    	31.4170   
0.0000    	36.0201   	1245.5766 	13.3493   	0.0331    	30.1745   
0.0000    	25.7291   	889.7118  	11.9330   	0.0219    	45.6386   
0.0000    	40.3350   	1394.7832 	13.8623   	0.0396    	25.2825   
0.0000    	28.4647   	984.3091  	12.3418   	0.0237    	42.1119   
0.0000    	29.8118   	1030.8936 	12.5335   	0.0248    	40.3577   
0.0000    	22.1337   	765.3820  	11.3491   	0.0184    	54.3131   
0.0000    	24.6811   	853.4736  	11.7688   	0.0250    	40.0138   
0.0000    	32.6642   	1129.5283 	12.9211   	0.0287    	34.8982   
0.0000    	35.1934   	1216.9891 	13.2463   	0.0354    	28.2736   
0.0000    	38.5697   	1333.7412 	13.6571   	0.0326    	30.6719   
0.0000    	38.4813   	1330.6850 	13.6466   	0.0372    	26.9028   
0.0000    	28.4057   	982.2693  	12.3332   	0.0227    	44.0128   
0.0000    	22.9991   	795.3072  	11.4951   	0.0192    	52.0971   
0.0000    	21.7460   	751.9758  	11.2824   	0.0187    	53.3354   
0.0000    	31.2864   	1081.8846 	12.7368   	0.0298    	33.5663   
0.0000    	46.7193   	1615.5538 	14.5582   	0.0621    	16.1014   
0.0000    	65.3276   	2259.0295 	16.2795   	0.9908    	1.0093    
0.0000    	29.9758   	1036.5621 	12.5564   	0.0257    	38.9068   
0.0000    	8.4216    	291.2195  	8.2238    	0.0194    	51.6562   
0.0000    	29.4476   	1018.2981 	12.4822   	0.0280    	35.7527   
0.0000    	28.9141   	999.8480  	12.4064   	0.0246    	40.7239   
0.0000    	37.4339   	1294.4653 	13.5217   	0.0445    	22.4599   
0.0000    	34.6995   	1199.9072 	13.1841   	0.0355    	28.1484   
0.0000    	41.9406   	1450.3043 	14.0439   	0.0242    	41.3866   
0.0000    	68.0151   	2351.9617 	16.4997   	0.1146    	8.7286    
0.0000    	41.2479   	1426.3520 	13.9661   	0.0407    	24.5701   
0.0000    	31.1914   	1078.5996 	12.7239   	0.0277    	36.0952   
0.0000    	30.0103   	1037.7557 	12.5612   	0.0254    	39.4245   
0.0000    	28.1119   	972.1083  	12.2906   	0.0258    	38.6996   
0.0000    	25.0172   	865.0953  	11.8219   	0.0197    	50.8727   
0.0000    	74.2708   	2568.2857 	16.9908   	0.1233    	8.1099    
0.0000    	31.1577   	1077.4345 	12.7193   	0.0271    	36.9161   
0.0000    	24.6968   	854.0170  	11.7713   	0.0217    	46.0032   
0.0000    	48.4590   	1675.7123 	14.7367   	0.0737    	13.5650   
0.0000    	27.7259   	958.7612  	12.2341   	0.0246    	40.6588   
0.0000    	55.8569   	1931.5324 	15.4514   	0.0991    	10.0948   
0.0000    	30.3473   	1049.4098 	12.6081   	0.0229    	43.6290   
0.0000    	20.9830   	725.5905  	11.1489   	0.0192    	52.1327   
0.0000    	37.2929   	1289.5868 	13.5047   	0.0347    	28.8101   
0.0000    	42.4530   	1468.0234 	14.1008   	0.0587    	17.0238   
0.0000    	49.4797   	1711.0094 	14.8395   	0.0731    	13.6811   
0.0000    	61.9658   	2142.7777 	15.9953   	0.1085    	9.2156    
0.0000    	50.4935   	1746.0664 	14.9401   	0.1708    	5.8532    
0.0000    	30.1851   	1043.8023 	12.5856   	0.0272    	36.7560   
0.0000    	36.8881   	1275.5900 	13.4556   	0.0318    	31.4462   
0.0000    	32.4189   	1121.0453 	12.8887   	0.0265    	37.7938   
0.0000    	34.7035   	1200.0455 	13.1846   	0.0336    	29.8003   
0.0000    	47.0796   	1628.0121 	14.5955   	0.0588    	16.9982   
0.0000    	29.6874   	1026.5892 	12.5160   	0.0246    	40.6480   
0.0000    	34.9061   	1207.0521 	13.2102   	0.0282    	35.4454   
0.0000    	60.9163   	2106.4858 	15.9045   	0.4906    	2.0384    
0.0000    	39.9654   	1382.0021 	13.8199   	0.0512    	19.5306   
0.0000    	46.3255   	1601.9365 	14.5172   	0.0455    	21.9953   
0.0000    	42.9006   	1483.5035 	14.1502   	0.0569    	17.5747   
0.0000    	45.1176   	1560.1664 	14.3899   	0.0827    	12.0885   
0.0000    	26.5344   	917.5592  	12.0562   	0.0216    	46.3174   
0.0000    	42.4679   	1468.5383 	14.1025   	0.0504    	19.8481   
0.0000    	33.4005   	1154.9893 	13.0175   	0.0307    	32.6157   
0.0000    	38.3183   	1325.0462 	13.6273   	0.0416    	24.0512   
0.0000    	53.3087   	1843.4161 	15.2128   	0.1442    	6.9348    
0.0000    	21.5767   	746.1207  	11.2530   	0.0166    	60.2299   
0.0000    	49.9670   	1727.8602 	14.8880   	0.0973    	10.2770   
0.0000    	31.9789   	1105.8320 	12.8301   	0.0233    	42.8751   
0.0000    	25.0691   	866.8892  	11.8301   	0.0188    	53.1404   
0.0000    	25.4774   	881.0079  	11.8940   	0.0212    	47.2423   
0.0000    	3.5926    	124.2332  	6.1908    	0.0154    	65.0992   
0.0000    	24.6657   	852.9393  	11.7663   	0.0208    	48.0531   
0.0000    	30.8824   	1067.9118 	12.6817   	0.0245    	40.8220   
0.0000    	37.4314   	1294.3773 	13.5214   	0.0314    	31.8399   
0.0000    	30.3673   	1050.1014 	12.6108   	0.0239    	41.8520   
0.0000    	48.4033   	1673.7849 	14.7310   	0.0708    	14.1211   
0.0000    	44.5089   	1539.1189 	14.3249   	0.0635    	15.7393   
0.0000    	46.3463   	1602.6559 	14.5194   	0.1094    	9.1381    
0.0000    	44.4418   	1536.7957 	14.3177   	0.0666    	15.0241   
0.0000    	36.9125   	1276.4353 	13.4586   	0.0425    	23.5047   
0.0000    	26.5505   	918.1164  	12.0587   	0.0226    	44.3261   
0.0000    	26.0262   	899.9848  	11.9788   	0.0205    	48.7438   
0.0000    	29.3533   	1015.0365 	12.4689   	0.0281    	35.5611   
0.0000    	33.9427   	1173.7403 	13.0875   	0.0327    	30.5919   
0.0000    	29.0764   	1005.4617 	12.4296   	0.0211    	47.4848   
0.0000    	36.4249   	1259.5725 	13.3991   	0.0376    	26.5748   
0.0000    	37.8085   	1307.4192 	13.5666   	0.0345    	28.9714   
0.0000    	67.0226   	2317.6403 	16.4191   	0.1456    	6.8686    
0.0000    	39.9081   	1380.0226 	13.8132   	0.0399    	25.0810   
0.0000    	37.3251   	1290.7037 	13.5086   	0.0355    	28.1666   
0.0000    	32.1396   	1111.3884 	12.8516   	0.0262    	38.1672   
0.0000    	35.4593   	1226.1812 	13.2796   	0.0304    	32.8828   
0.0000    	50.5158   	1746.8369 	14.9423   	0.0938    	10.6656   
0.0000    	63.3160   	2189.4663 	16.1107   	0.1095    	9.1296    
0.0000    	42.9526   	1485.2992 	14.1559   	0.0660    	15.1479   
0.0000    	58.4999   	2022.9274 	15.6914   	0.1427    	7.0082    
0.0000    	27.7548   	959.7597  	12.2383   	0.0231    	43.2090   
0.0000    	63.4360   	2193.6165 	16.1208   	0.1018    	9.8247    
0.0000    	26.9037   	930.3286  	12.1119   	0.0231    	43.3748   
0.0000    	35.0589   	1212.3354 	13.2294   	0.0406    	24.6077   
0.0000    	44.2163   	1528.9992 	14.2934   	0.0560    	17.8680   
0.0000    	26.2917   	909.1664  	12.0194   	0.0199    	50.2362   
0.0000    	23.7976   	822.9222  	11.6266   	0.0202    	49.4387   
0.0000    	26.3158   	909.9998  	12.0230   	0.0262    	38.1053   
0.0000    	40.2026   	1390.2072 	13.8471   	0.0392    	25.5086   
0.0000    	59.7951   	2067.7155 	15.8063   	0.1265    	7.9059    
0.0000    	41.7276   	1442.9408 	14.0201   	0.0449    	22.2471   
0.0000    	20.9021   	722.7962  	11.1345   	0.0178    	56.0487   
0.0000    	44.3520   	1533.6918 	14.3080   	0.0592    	16.9050   
0.0000    	40.2778   	1392.8060 	13.8558   	0.0462    	21.6658   
0.0000    	33.5659   	1160.7072 	13.0389   	0.0329    	30.4060   
0.0000    	34.4938   	1192.7956 	13.1580   	0.0303    	32.9787   
0.0000    	24.0205   	830.6296  	11.6628   	0.0191    	52.3115   
0.0000    	42.9293   	1484.4968 	14.1534   	0.0256    	39.1313   
0.0000    	55.9990   	1936.4459 	15.4645   	0.0781    	12.7987   
0.0000    	35.1568   	1215.7233 	13.2417   	0.0328    	30.5338   
0.0000    	52.2821   	1807.9136 	15.1145   	0.0642    	15.5882   
0.0000    	30.8208   	1065.7838 	12.6733   	0.0238    	42.0307   
0.0000    	39.4938   	1365.6956 	13.7653   	0.0402    	24.8461   
0.0000    	41.7177   	1442.5992 	14.0190   	0.0872    	11.4714   
0.0000    	23.7576   	821.5366  	11.6201   	0.0195    	51.3607   
0.0000    	29.1872   	1009.2943 	12.4453   	0.0239    	41.9095   
0.0000    	35.2568   	1219.1804 	13.2543   	0.0306    	32.6611   
0.0000    	43.5723   	1506.7316 	14.2237   	0.0518    	19.3057   
0.0000    	26.4709   	915.3622  	12.0466   	0.0216    	46.2542   
0.0000    	32.5249   	1124.7103 	12.9027   	0.0253    	39.5113   
0.0000    	31.5926   	1092.4706 	12.7782   	0.0285    	35.0586   
0.0000    	29.9725   	1036.4501 	12.5560   	0.0263    	38.0862   
0.0000    	71.1651   	2460.8888 	16.7506   	0.2364    	4.2308    
0.0000    	21.2307   	734.1573  	11.1926   	0.0174    	57.3980   
0.0000    	26.6704   	922.2613  	12.0768   	0.0210    	47.5218   
0.0000    	35.3743   	1223.2417 	13.2690   	0.0393    	25.4575   
0.0000    	41.9903   	1452.0257 	14.0494   	0.0937    	10.6760   
0.0000    	64.8368   	2242.0579 	16.2386   	1.3846    	0.7222    
0.0000    	39.4970   	1365.8065 	13.7657   	0.0458    	21.8567   
0.0000    	33.7555   	1167.2665 	13.0634   	0.0315    	31.7802   
0.0000    	19.8244   	685.5271  	10.9398   	0.0185    	54.1492   
0.0000    	22.6538   	783.3675  	11.4373   	0.0182    	54.9190   
0.0000    	29.2018   	1009.7982 	12.4474   	0.0245    	40.8384   
0.0000    	35.7080   	1234.7838 	13.3106   	0.0308    	32.4458   
0.0000    	29.1030   	1006.3823 	12.4333   	0.0249    	40.1612   
0.0000    	26.8743   	929.3150  	12.1075   	0.0229    	43.6290   
0.0000    	48.4181   	1674.2994 	14.7326   	0.2138    	4.6772    
0.0000    	29.0208   	1003.5387 	12.4216   	0.0238    	41.9325   
0.0000    	45.0115   	1556.4975 	14.3786   	0.0709    	14.1022   
0.0000    	38.3174   	1325.0163 	13.6272   	0.0401    	24.9661   
0.0000    	29.8729   	1033.0055 	12.5420   	0.0273    	36.6149   
0.0000    	38.5257   	1332.2193 	13.6519   	0.0420    	23.7850   
0.0000    	38.3959   	1327.7314 	13.6365   	0.0375    	26.6957   
0.0000    	58.4807   	2022.2616 	15.6896   	0.0824    	12.1346   
0.0000    	49.4832   	1711.1283 	14.8398   	0.0988    	10.1165   
0.0000    	32.4478   	1122.0441 	12.8925   	0.0272    	36.7074   
0.0000    	33.3722   	1154.0115 	13.0138   	0.0297    	33.6960   
0.0000    	29.3320   	1014.3021 	12.4659   	0.0268    	37.3406   
0.0000    	50.9912   	1763.2758 	14.9890   	0.0829    	12.0569   
0.0000    	18.7059   	646.8496  	10.7300   	0.0171    	58.5431   
0.0000    	42.4808   	1468.9854 	14.1039   	0.0470    	21.2821   
0.0000    	29.9046   	1034.1027 	12.5465   	0.0243    	41.2245   
0.0000    	48.7908   	1687.1875 	14.7703   	0.1695    	5.9005    
0.0000    	43.9739   	1520.6173 	14.2673   	0.0521    	19.2037   
0.0000    	30.7941   	1064.8584 	12.6696   	0.0254    	39.4398   
0.0000    	50.4480   	1744.4913 	14.9356   	0.0808    	12.3737   
0.0000    	29.9672   	1036.2652 	12.5552   	0.0254    	39.4092   
0.0000    	30.4658   	1053.5064 	12.6245   	0.0285    	35.0385   
0.0000    	31.8494   	1101.3523 	12.8128   	0.0298    	33.5295   
0.0000    	36.5739   	1264.7262 	13.4173   	0.0328    	30.5094   
0.0000    	25.7185   	889.3461  	11.9314   	0.0206    	48.4498   
0.0000    	44.9770   	1555.3036 	14.3749   	0.0297    	33.6292   
0.0000    	26.2223   	906.7688  	12.0088   	0.0220    	45.4483   
0.0000    	58.3919   	2019.1909 	15.6817   	0.0987    	10.1303   
0.0000    	33.4610   	1157.0798 	13.0253   	0.0265    	37.6865   
0.0000    	42.4637   	1468.3961 	14.1020   	0.0650    	15.3862   
0.0000    	106.4645  	3681.5412 	19.1577   	1.5072    	0.6635    
0.0000    	57.1337   	1975.6817 	15.5682   	0.0968    	10.3323   
0.0000    	39.0318   	1349.7196 	13.7114   	0.0365    	27.4274   
0.0000    	34.6316   	1197.5590 	13.1755   	0.0311    	32.2027   
0.0000    	49.4700   	1710.6738 	14.8385   	0.0689    	14.5043   
0.0000    	37.1844   	1285.8353 	13.4916   	0.0421    	23.7443   
0.0000    	47.2983   	1635.5768 	14.6181   	0.0630    	15.8694   
0.0000    	41.4214   	1432.3524 	13.9857   	0.0477    	20.9562   
0.0000    	22.9562   	793.8265  	11.4879   	0.0193    	51.7088   
0.0000    	21.8988   	757.2598  	11.3088   	0.0183    	54.7810   
0.0000    	25.2037   	871.5440  	11.8512   	0.0204    	49.1362   
0.0000    	24.1856   	836.3392  	11.6895   	0.0201    	49.7125   
0.0000    	43.8143   	1515.0971 	14.2500   	0.0518    	19.2911   
0.0000    	49.4022   	1708.3282 	14.8317   	0.0892    	11.2130   
0.0000    	47.1700   	1631.1381 	14.6049   	0.0714    	14.0006   
0.0000    	34.9893   	1209.9303 	13.2207   	0.0310    	32.2095   
0.0000    	50.0766   	1731.6501 	14.8989   	0.0789    	12.6685   
0.0000    	100.6873  	3481.7659 	18.8047   	1.5370    	0.6506    
0.0000    	23.8381   	824.3218  	11.6332   	0.0191    	52.3204   
0.0000    	42.6284   	1474.0894 	14.1202   	0.0462    	21.6443   
0.0000    	43.8109   	1514.9817 	14.2496   	0.0549    	18.2178   
0.0000    	52.2435   	1806.5797 	15.1108   	0.1069    	9.3526    
0.0000    	42.8584   	1482.0441 	14.1456   	0.0432    	23.1604   
0.0000    	51.5381   	1782.1878 	15.0424   	0.0796    	12.5591   
0.0000    	22.0441   	762.2863  	11.3337   	0.0172    	58.2081   
0.0000    	55.2394   	1910.1768 	15.3942   	0.1333    	7.5047    
0.0000    	43.2881   	1496.9008 	14.1927   	0.0579    	17.2577   
0.0000    	66.8897   	2313.0459 	16.4082   	0.1399    	7.1460    
0.0000    	29.2145   	1010.2365 	12.4492   	0.0275    	36.3056   
0.0000    	23.2814   	805.0721  	11.5419   	0.0186    	53.6636   
0.0000    	47.7745   	1652.0407 	14.6670   	0.0765    	13.0700   
0.0000    	57.4723   	1987.3919 	15.5989   	0.0943    	10.6033   
0.0000    	30.5859   	1057.6618 	12.6410   	0.0241    	41.4091   
0.0000    	41.6512   	1440.2997 	14.0115   	0.0430    	23.2682   
0.0000    	26.7568   	925.2512  	12.0898   	0.0210    	47.7299   
0.0000    	33.2681   	1150.4110 	13.0002   	0.0248    	40.3204   
0.0000    	88.0483   	3044.7107 	17.9825   	0.5536    	1.8065    
0.0000    	64.6399   	2235.2463 	16.2222   	0.1939    	5.1570    
0.0000    	46.2618   	1599.7340 	14.5105   	0.0670    	14.9330   
0.0000    	36.5627   	1264.3395 	13.4160   	0.0345    	28.9907   
0.0000    	31.7113   	1096.5784 	12.7942   	0.0285    	35.1353   
0.0000    	23.2696   	804.6611  	11.5400   	0.0191    	52.3833   
0.0000    	35.9151   	1241.9450 	13.3363   	0.0336    	29.7916   
0.0000    	36.1414   	1249.7696 	13.3642   	0.0361    	27.6711   
0.0000    	22.8349   	789.6311  	11.4677   	0.0187    	53.4288   
0.0000    	40.3657   	1395.8460 	13.8658   	0.0550    	18.1669   
0.0000    	27.7934   	961.0962  	12.2440   	0.0268    	37.2722   
0.0000    	45.0120   	1556.5141 	14.3787   	0.0537    	18.6236   
0.0000    	59.3154   	2051.1255 	15.7639   	0.1469    	6.8065    
0.0000    	38.3126   	1324.8499 	13.6267   	0.0421    	23.7424   
0.0000    	42.8868   	1483.0266 	14.1487   	0.0665    	15.0412   
0.0000    	40.4390   	1398.3816 	13.8742   	0.0443    	22.5612   
0.0000    	26.7200   	923.9780  	12.0843   	0.0195    	51.2572   
